Stock_Ticker,Decision_Date,CAR,CAR/Sigma,Bootstrap
PKI,"July 31, 2015",-0.00939769549197,-0.48454104566134965,0.31222
WMT,"September 11, 2013",0.006615904586303,0.35542192967439357,0.62539
HLIT,"January 29, 2016",-0.04349751246375,-1.0707929579789985,0.11268
BBBY,"January 25, 2013",0.035611117113060003,0.8198711429488713,0.86562
RHT,"November 21, 2016",0.018459981472149996,0.6634829656757961,0.74689
EA,"September 13, 2016",-0.024689472302688004,-0.5241648304949776,0.27019
HON,"February 5, 2013",-0.0011420129459399995,-0.059097120934165734,0.51412
MSFT,"May 1, 2013",0.07048682022178,3.70375150141527,0.99987
JCOM,"March 29, 2017",0.0021318785838099997,0.07077224091612713,0.53848
MU,"November 16, 2015",-0.024265516354720008,-0.3898554093654685,0.30013
CRM,"July 10, 2014",-0.07876471901268,-1.8663131055116329,0.02934
JKHY,"May 12, 2016",-0.00726948340339,-0.4124734483878559,0.32395
AAPL,"August 10, 2016",0.038106491934160006,1.2819596404565328,0.91748
CTXS,"October 14, 2014",-0.01059763758592,-0.31452892755167644,0.35752
AVP,"February 12, 2015",-0.013813637669050001,-0.34462877442264,0.30515
INTC,"September 30, 2016",0.007556524249098001,0.34991452766914666,0.63862
LLNW,"September 17, 2015",-0.09438544722799999,-1.7341468535042008,0.03432
WMT,"August 5, 2016",-0.00036971653113000106,-0.010982850998754208,0.48546
TXN,"August 13, 2015",0.00977849539661,0.3904014988296378,0.66266
BWA,"December 12, 2016",0.09719419243505,2.4906491289110835,0.99737
NOK,"November 10, 2015",0.01713368948336,0.4474065174476159,0.69576
POWI,"December 12, 2016",0.031724471991960004,1.00646591532733,0.85526
CSCO,"September 23, 2016",-0.004344907392930001,-0.1666849112606784,0.43965
NVS,"June 18, 2015",-0.017720001418759998,-0.7890301648241432,0.1979
HPQ,"February 7, 2017",0.012911305348759998,0.4585530030018648,0.70278
XLNX,"August 4, 2015",0.027944176680443997,0.8658464666459392,0.84033
ALGN,"November 10, 2015",0.019622327180730002,0.5515339656759563,0.72538
NOK,"December 4, 2014",0.0070594632151300026,0.1837926328097664,0.59559
EBAY,"November 16, 2015",-0.010620060914442,-0.4491272102689257,0.33578
SHLD,"July 30, 2015",-0.00952364434535,-0.1054912196623607,0.49336
AKAM,"November 16, 2015",-0.02986730476809087,-1.2547713849366062,0.09261
HPQ,"August 4, 2015",-0.021323770343699,-0.6889746230120104,0.18469
INTC,"November 16, 2015",-0.010601236553730001,-0.371245922320978,0.34107
RHT,"December 16, 2015",-0.03077690786402,-1.1666895031523834,0.08057
AAPL,"March 1, 2017",0.0026116352317627,0.09542419796805499,0.55175
IBM,"August 13, 2015",0.006896631626404,0.2845031717522246,0.59132
AAPL,"September 30, 2015",-0.006171529561319999,-0.2464501384375595,0.40955
AAPL,"November 16, 2015",-0.030973195439020003,-1.0935722518626305,0.12056
TESO,"October 30, 2015",-0.025149245817719993,-0.4298309737827737,0.31359
XLNX,"May 1, 2013",0.023048572796950002,1.123785352327436,0.87696
IBM,"October 2, 2013",-0.014098437758513,-0.6275868871170641,0.15363
BSX,"May 13, 2013",0.07804484297116,2.4492646294364437,0.99435
CSCO,"November 16, 2015",-0.042210930955439,-1.817982960151447,0.0137
LLNW,"April 27, 2015",0.051750758554000006,0.9458063271418667,0.83242
ABBV,"July 21, 2015",-0.002552368878428999,-0.07727404924910698,0.44229
NTGR,"December 4, 2014",0.017163989134081,0.5850992980187473,0.7353
WMT,"July 30, 2015",-0.010795349106499999,-0.5175932393697442,0.28741
AAPL,"December 16, 2015",-0.05751141451155,-2.0151804629001857,0.02249
ABT,"April 21, 2014",0.032877349241119,1.5942725548640344,0.94074
DPS,"July 10, 2014",-0.011856418939669999,-0.5737962411332616,0.26972
CSCO,"August 15, 2014",-0.02859048388727,-0.9477050302717986,0.081
MSFT,"November 17, 2016",-0.009285273738600008,-0.3889931224226265,0.30097
NTGR,"March 16, 2017",-0.0071283205157890005,-0.19438977094043286,0.4038
INTC,"December 4, 2014",0.01995623966107,0.8047045978748693,0.86579
AKRX,"March 17, 2017",-0.0017395499247399998,-0.024593937957398355,0.49095
SYMC,"September 30, 2016",0.002103268779,0.07509789450601802,0.55731
AAPL,"March 3, 2014",-0.011315720871835301,-0.3334720555958117,0.35768
NUVA,"November 9, 2016",0.02432749064523,0.7299882625026947,0.78163
PINC,"December 19, 2014",-0.002025432855859998,-0.06565830891699309,0.49204
AAPL,"August 12, 2015",-0.007207581998570002,-0.27512365875358485,0.40128
SYMC,"November 16, 2015",0.003581464626240001,0.1267423906139179,0.52905
NTAP,"May 9, 2014",-0.04452727199946999,-1.7129676650262036,0.03698
TXN,"February 12, 2016",0.040156613474140006,1.2930406655315434,0.92871
GRPN,"March 1, 2016",0.13433964441366,1.750965343837022,0.98122
GE,"February 21, 2017",0.009111698255209999,0.6315243873592958,0.76682
ORCL,"November 17, 2016",-0.004932407312770002,-0.2909468448267038,0.37187
ALLY,"February 21, 2017",-0.005723362886970002,-0.17329004307248247,0.41098
AAPL,"November 18, 2013",0.00022842226600999944,0.005458272254483329,0.4792
XLNX,"February 12, 2016",0.0027780625369729986,0.11230634512898346,0.56583
AAPL,"February 14, 2017",0.013566393257179999,0.4935657498635662,0.7311
SSNI,"February 29, 2016",0.01111555583736,0.14977939998003936,0.62091
FB,"February 7, 2017",0.0031238408283200004,0.1182774438591348,0.56172
