Stock_Ticker,Decision_Date,CAR,CAR/Sigma,Bootstrap
ODP,"June 30, 2015",-0.02815160686558,-0.4244681441089673,0.354
EA,"December 7, 2016",-0.06305547706399,-1.5603421031435616,0.04115
MMM,"January 13, 2016",-0.008496881238931,-0.5409554559411589,0.26026
DD,"August 19, 2016",-0.001635937048010001,-0.04175040976649355,0.52659
AAPL,"August 1, 2016",0.061449990550059994,2.04918785575326,0.98738
ALG,"May 26, 2016",0.10917002515431,2.3782836602135746,0.97993
HPQ,"July 9, 2015",0.028112788222440004,0.8890657330877967,0.84499
LLY,"July 8, 2015",0.04424026058397,2.1786804155540116,0.98546
ATHX,"May 7, 2015",-0.060136436920000015,-0.7134239147128016,0.246
HPQ,"September 14, 2015",-0.03070863839669,-1.0502013759619393,0.09916
NATI,"August 11, 2014",0.031644706748192,1.111405225926324,0.92596
AMZN,"November 26, 2014",0.0266296495968,0.6664575846406168,0.77131
MMM,"February 10, 2016",0.0686323491784,4.384850659937339,0.99994
MSFT,"November 6, 2014",0.004806021354256279,0.2155536378113203,0.61196
YHOO,"July 22, 2013",0.047084650598170005,1.677367117870741,0.94781
XRX,"February 13, 2017",0.013774057915929998,0.40734962521149054,0.68018
F,"April 21, 2017",0.032089868185805,1.0913561509486722,0.8883
TXN,"April 25, 2016",-0.01280905529754,-0.42578743525960544,0.3402
PRSS,"November 10, 2016",-0.008933448760983,-0.14185725786042339,0.46187
NVS,"May 21, 2015",-0.000958114761555,-0.04420941667586564,0.51633
GE,"December 17, 2015",-0.0021126511706999994,-0.09022620257170602,0.51824
YHOO,"February 26, 2014",-0.04101532656646,-1.1373086552004696,0.10999
PFE,"July 1, 2014",0.010133988495543998,0.5806959710478669,0.72877
SYMC,"November 13, 2013",0.006371733648152001,0.2561596570217251,0.67953
CSCO,"May 31, 2016",0.008462829849286802,0.3061367658986953,0.70172
ILMN,"July 26, 2016",0.019099674643432,0.26461527586898964,0.57773
NK,"May 3, 2017",-0.10237380430626,-1.2910040463163537,0.09138
CNXN,"June 30, 2015",-0.004399133356388998,-0.11923982372540008,0.44285
SBH,"April 25, 2016",-0.010424799052022,-0.225219228135006,0.42243
