Stock_Ticker,Decision_Date,CAR,CAR/Sigma,Bootstrap
FB,"May 17, 2016",-0.020835561289117,-0.5457870979821919,0.27962
FDX,"May 9, 2017",0.015160523073540998,0.7301151484447878,0.80388
ODP,"June 30, 2015",0.0032366870517800007,0.048802562229950934,0.626
ADSK,"April 12, 2016",0.01588926175997,0.41007794166143985,0.71741
EA,"December 7, 2016",0.02358310018623,0.5835766511747166,0.79431
AAPL,"May 17, 2016",0.04029263265966,1.3397477678819962,0.92382
MMM,"January 13, 2016",0.01219614212674,0.7764695585793381,0.80465
DD,"August 19, 2016",0.009105873520700001,0.23238910765762194,0.6595
AAPL,"August 1, 2016",0.03713705351629,1.2384184014161101,0.90898
INTC,"January 14, 2014",-0.010039888680425999,-0.42202819049947116,0.31947
ALG,"May 26, 2016",0.0068941812612966,0.15019066470962517,0.59331
HPQ,"July 9, 2015",-0.031983926941729995,-1.0114903306096783,0.1008
LLY,"July 8, 2015",-0.012930507884399998,-0.6367829646355347,0.25478
CSCO,"August 8, 2014",-0.029411465056650002,-0.9754376509835307,0.07756
XLNX,"October 9, 2015",0.021667277696619996,0.7968293828518782,0.8139
ATHX,"May 7, 2015",0.0647416309495,0.7680572738010457,0.78612
SUPN,"December 12, 2016",0.017267351875189997,0.26622113564732913,0.6467
HPQ,"September 14, 2015",-0.014718691018970002,-0.5033629091854189,0.24173
NATI,"August 11, 2014",-0.014394748971868002,-0.5055632008391335,0.26464
AMZN,"November 26, 2014",-0.053284535326590006,-1.3335467514647334,0.08437
MMM,"February 10, 2016",-0.0139732880199409,-0.8927390935791475,0.15258
TWTR,"May 17, 2016",0.033307773554980005,0.4631015797755486,0.67842
MSFT,"November 6, 2014",0.008976182379276,0.4025884661950753,0.68113
YHOO,"July 22, 2013",-0.04810283420611,-1.713639399436316,0.03422
YHOO,"May 17, 2016",-0.008808388951126,-0.21116862896626304,0.42025
XRX,"February 13, 2017",0.003602486800070001,0.10653880336459845,0.519
F,"April 21, 2017",-0.013949309681719998,-0.4744072127216526,0.27449
TXN,"April 25, 2016",-0.00931820318657,-0.3097475765288875,0.39464
PRSS,"November 10, 2016",-0.07908679228830001,-1.2558459545874892,0.08463
RTEC,"February 3, 2016",-0.043216174829500006,-0.8061192085122143,0.18321
NVS,"May 21, 2015",0.00656525972103,0.302934798876524,0.66961
GE,"December 17, 2015",0.006359277271250998,0.2715892937003065,0.7076
YHOO,"February 26, 2014",0.032234118299128,0.8938156733910463,0.83635
PFE,"July 1, 2014",0.014804948571269003,0.8483504782630288,0.81096
AMZN,"November 9, 2015",-0.002929598364363,-0.06826908540553245,0.58761
SYMC,"November 13, 2013",0.0038977186492000007,0.15669805542418297,0.63266
CSCO,"May 31, 2016",-0.00058180344677,-0.02104632005544714,0.5308
ILMN,"July 26, 2016",0.13635990599489461,1.8891899896691033,0.99247
NK,"May 3, 2017",0.026572473007259997,0.3350971511264531,0.64001
CNXN,"June 30, 2015",-0.047635961141211,-1.291186956453279,0.09715
SBH,"April 25, 2016",0.04201058403881,0.9076041910742074,0.86807
JAKK,"June 11, 2014",-0.0012180038432369963,-0.016660190560562848,0.57642
CBS,"September 30, 2016",0.02189514455262,0.7546956248176678,0.77988
XLNX,"April 12, 2017",0.0171204177566,0.7353347866516172,0.79871
PHG,"May 10, 2013",0.041854832019070004,1.3385636253093391,0.91031
MMM,"July 8, 2015",-0.0061195136540679995,-0.4150543229323803,0.31798
MSI,"March 6, 2015",-0.024402320579819996,-1.1840096778019944,0.09087
TXN,"January 14, 2014",0.01995879784106,1.0150172147925756,0.86808
AAPL,"November 5, 2015",-0.030971528395749997,-1.106419367076171,0.11785
AAPL,"May 26, 2016",-0.0237799043263,-0.7827296458543795,0.20444
HPQ,"December 28, 2016",-0.015629475719333,-0.48449499924740963,0.27629
GE,"July 8, 2015",-0.00470659447723,-0.2108864136710604,0.44076
F,"March 27, 2017",-0.0038225138585180002,-0.13374518636883534,0.41494
DEPO,"February 21, 2017",-0.011791505340899996,-0.16915757922605307,0.42677
ADBE,"April 8, 2016",-0.018124978064236,-0.7131096061455083,0.20768
BAC,"January 27, 2014",0.02252502163213,0.9610117340952279,0.84337
AAPL,"October 7, 2016",0.045502719351229994,1.5758919193011027,0.95212
BDC,"April 17, 2015",0.010263127814189999,0.3685400887317129,0.67146
TXN,"January 8, 2015",0.009210732092663999,0.4102006857371518,0.66709
AAPL,"December 9, 2016",0.02472872569551,0.845784320175848,0.8351
BDSI,"August 10, 2016",0.17134627614957998,1.6550376436344982,0.95672
MSFT,"July 11, 2016",0.006004770207023999,0.2164889973027208,0.6163
MSFT,"February 17, 2016",-0.022143882333830002,-0.7652896148456625,0.17012
NVDA,"April 25, 2016",-0.013142542404369998,-0.313293135527246,0.38086
HPE,"March 14, 2017",0.0230556656096424,0.7839138087737287,0.79519
MMM,"July 9, 2015",-0.011863816477660001,-0.8045993289894633,0.17538
ADBE,"March 14, 2016",0.06256360986111001,2.462946528923433,0.9909
CBS,"February 1, 2016",0.009432331902859997,0.36579336590146605,0.6563
ATHN,"April 12, 2017",0.0137462127693,0.26205442003694246,0.67182
AET,"January 18, 2017",-0.03147488068046,-1.3174020554806853,0.09388
XLNX,"February 1, 2016",-0.015086427006850003,-0.6027831847234777,0.27194
AMZN,"December 17, 2015",-0.030117876604810002,-0.7091659241609461,0.16832
EBAY,"March 19, 2013",0.01891223909225001,0.5777950893796665,0.75727
OSTK,"May 10, 2013",-0.040130418814395996,-0.6195910764417383,0.24376
