Event_Window,Mean_CAR,Var(MCAR),z-stat,p-value
"[-20,0)",-0.004949844358635867,3.7942903504498516e-05,-0.8035747144924967,0.42164263104150113
"[-10,0)",-0.00032919295026583327,1.602049275398272e-05,-0.0822455844665282,0.93445142504247647
"[-5,0)",-0.006135770855052833,7.4251971968120616e-06,-2.251723893178855,0.02433972578072471
"[-2,0)",-0.0001089784196131497,2.6402491641693284e-06,-0.06706841587758601,0.94652723773959446
"[-2,3)",0.00033626411213703644,6.60062291042332e-06,0.13088445181346522,0.89586671452320643
"[0,2)",0.0008513704645969234,2.139376863293158e-06,0.582069619533747,0.56051978772701183
"[0,5)",-0.0006646321722831297,5.348442158232897e-06,-0.28738739003570785,0.77381571544906236
