Event_Window,Mean_CAR,Var(MCAR),z-stat,p-value
"[-5,0)",0.0021978487040884643,5.271643356663211e-06,0.9572486939562813,0.3384417446610225
"[-2,0)",0.0013940278962854373,2.1086573426652854e-06,0.9599938666891977,0.33705830176867435
"[-2,3)",0.000953146286134437,5.271643356663211e-06,0.4151323227364177,0.67804503867168231
"[0,2)",-0.00022588910416144884,2.1086573426652854e-06,-0.15555797349876432,0.87638145386298627
"[0,5)",-0.0006303810118673994,5.271643356663211e-06,-0.274555477445921,0.78365777599445874
