Stock_Ticker,Decision_Date,CAR,CAR/Sigma
ERIE,"March 7, 2017",0.02934871580999001,0.9605817665278625
HLIT,"January 29, 2016",-0.07968601855131702,-0.5992353206679573
BBBY,"January 25, 2013",0.018367700246220007,0.3854068227083225
EA,"September 13, 2016",0.090509889206547,2.7582744309385583
CSCO,"October 2, 2013",-0.08855545004797001,-1.7968423195656922
INTU,"May 12, 2016",0.030873050495471996,0.629528553127837
JKHY,"May 12, 2016",0.006880290481305,0.16376148666903023
AAPL,"August 10, 2016",0.0779671190268742,1.866155307215159
TXN,"August 13, 2015",0.07920474874106,2.3216484882092745
BWA,"December 12, 2016",-0.03369602464762999,-0.6062901342862077
CSCO,"September 23, 2016",-0.020706230606345,-1.00674856725104
NVS,"June 18, 2015",-0.032300659896975004,-0.8139746194070145
HLIT,"March 1, 2016",0.21689712529421,1.6433166552681429
ATVI,"September 13, 2016",0.12005903853118,2.205380512602378
SHLD,"July 30, 2015",-0.19509999446055992,-1.052015982683498
BMY,"June 12, 2014",-0.1050988897022709,-1.7038545730466983
DD,"August 19, 2016",0.047486838023953995,0.8138674398725034
CSCO,"August 29, 2013",-0.095631327684841,-2.6217643977566136
HPQ,"April 5, 2016",0.08271645091342099,0.7946810710529403
NVS,"April 12, 2017",-0.03229754861414,-0.8137571892596376
IBM,"August 13, 2015",-0.04808011338279698,-3.0707914401000536
IBM,"October 2, 2013",0.008118551956310003,0.2161320906345588
WMT,"July 30, 2015",0.02047858503142099,0.49493442680048716
LLY,"February 28, 2017",-0.05306018602729,-0.8688993629310809
MSFT,"November 17, 2016",0.032112378238175,1.645278707208888
AKRX,"March 17, 2017",0.09919397335566402,1.0167865853550355
PINC,"December 19, 2014",-0.057393536526330995,-1.0272491236712953
MNTA,"June 18, 2015",-0.046344622718919995,-0.3568623775630481
ALLY,"February 21, 2017",0.18302858475725503,5.048306876467516
AAPL,"February 14, 2017",0.013791118765779998,0.44167899937629657
PKI,"July 31, 2015",-0.056584829590601,-1.9722877452054355
CSCO,"August 18, 2016",-0.009063566198949002,-0.3760516074400011
AMZN,"February 9, 2015",0.232664918964359,3.5414244153172105
RAD,"July 31, 2015",-0.041906629964552,-0.5490303710675197
CSCO,"June 16, 2015",-0.047636970689237,-1.3986187226419646
GE,"February 21, 2017",-0.035550866369984994,-1.0755204104707277
NOK,"September 11, 2015",0.11402001476191899,1.9651983448511747
TDC,"December 19, 2014",-0.0082220633801003,-0.11551083118889846
INTC,"August 13, 2015",-0.005048083954756978,-0.11267369036091532
ORCL,"October 2, 2013",-0.011812877265285003,-0.2784068036237162
AAPL,"August 13, 2015",-0.10470693848687702,-3.976537301728019
MSFT,"May 12, 2016",-0.03562468474267499,-0.7694118271339038
SHLD,"April 10, 2015",0.12221568961618799,1.1320169013531498
AMPH,"November 10, 2015",0.16185139457382702,1.4461558338018192
NVS,"May 21, 2015",-0.033699670554933496,-0.9977973243367978
NVS,"April 4, 2017",-0.014413037958699998,-0.36570589642363
AMTD,"August 30, 2013",-0.04924380615441999,-0.9315381421703983
ADI,"August 13, 2015",-0.08640976283701499,-1.5261322491613718
ILMN,"July 26, 2016",-0.017116531384880992,-0.36455799108193687
NUVA,"August 9, 2016",-0.0612929558549371,-1.3454106605845668
NK,"May 3, 2017",0.11247450168549597,0.8475285187956898
IGT,"March 13, 2013",0.054776309198249995,1.1050054225045132
CSCO,"September 16, 2014",-0.0240749601461588,-1.1605773327871998
BONT,"February 10, 2015",-0.06777536796132996,-0.5492107509245585
DE,"May 26, 2016",0.010062814788357993,0.2182214157660278
EBAY,"October 2, 2013",0.10332874903824699,1.4300398302323043
MT,"May 16, 2017",-0.038499180662775,-0.4775695550594214
ODP,"July 31, 2015",-0.05363208133001899,-1.8446098800970139
TNAV,"November 18, 2014",-0.07603826553673299,-0.7249483645157069
NUAN,"February 22, 2016",0.046996611648513,1.3138465439367824
SYMC,"February 2, 2016",-0.04041583940095201,-0.979672424616088
LYV,"November 29, 2016",-0.05624374418303301,-1.3988929675522892
AAPL,"September 30, 2015",0.1290856022431,1.9041215842632757
MU,"August 19, 2016",0.013818616233510007,0.09959020114325605
ATRS,"November 17, 2014",0.0006668357060899809,0.0044969791834084715
HON,"February 5, 2013",0.021226381202420003,0.670656185339419
DEPO,"February 21, 2017",-0.208534175033935,-1.480986336121681
FISV,"May 12, 2016",0.08662051611547801,2.827511571648415
USB,"February 21, 2017",0.055579952172489,2.6013754521040156
SBUX,"November 29, 2016",0.10825546933045468,4.123530348824129
CBS,"February 10, 2015",-0.0008694798089399997,-0.014023589023431328
ORCL,"August 18, 2016",-0.062060815597267,-1.2530443046946234
FB,"November 17, 2016",-0.13301758891956,-4.645331683445047
BDC,"April 17, 2015",-0.015749915746360005,-0.42474505819205916
AAPL,"September 10, 2014",-0.0413503825487489,-1.062143667827701
CTAA,"February 12, 2015",0.3565632394245999,0.8686119102804527
CGNX,"December 16, 2013",0.087907181185052,1.4542894486363762
AGYS,"November 29, 2016",-0.008311064434237,-0.12890670469687315
FTR,"July 31, 2015",0.08857737805570001,0.6121652659681182
HSNI,"July 31, 2015",0.016184226715635006,0.363574764701503
SYK,"June 27, 2014",0.019588163721422,0.48525459046407327
BMRN,"April 25, 2017",-0.007433222289415994,-0.10781684385416394
BBY,"September 6, 2013",0.2649126245647289,2.9263972555424282
WILN,"August 1, 2016",-0.459820177922955,-3.416060468002717
MSTR,"December 19, 2014",-0.11441802737951601,-1.1258144104560703
IBM,"June 16, 2015",-0.071196507334625,-2.0126347713048514
