Stock_Ticker,Decision_Date,CAR,CAR/Sigma
MASI,"October 1, 2014",0.0140966311194,0.4127111603526019
EXTR,"May 30, 2008",-0.03318427530556,-1.3119050594151558
ENZ,"November 1, 2012",-0.019473382301699996,-0.4259444043295206
HAE,"January 30, 2009",-0.0032555116734999997,-0.1316638646099825
WHR,"March 10, 2017",0.00144985112396,0.11938015692727463
AKAM,"February 29, 2008",0.0350622816451,0.9922620867414804
POWI,"March 4, 2014",-0.017242213963009997,-0.9233489866852833
SNPS,"March 10, 2016",-0.0009549247651542,-0.08700580944470017
POWI,"December 18, 2015",0.0047855416390900005,0.14822831042136708
VSAT,"April 24, 2014",-0.00836938230629,-0.26059030144542933
BSX,"May 11, 2011",-0.11679102590519,-4.035955014180533
SYK,"February 5, 2013",-0.007430602904920001,-0.9136290064878376
BSX,"May 12, 2011",-0.0948089585794,-3.2772373308654323
POWI,"December 17, 2015",-0.01640353846027,-0.5040328024157306
MON,"September 21, 2010",-0.053300681182500004,-1.6755162610223076
MON,"August 1, 2012",-0.014359184291739999,-0.7853523279167777
CGNX,"May 1, 2014",-0.004032098080609999,-0.12127998973353481
RDWR,"March 15, 2016",0.03865122532778,1.4543467136192585
ROK,"October 16, 2012",2.4551429730000976e-05,0.0013663399093206611
BRCD,"August 6, 2012",0.01286573297464,0.3145449206039059
WHR,"March 11, 2010",-0.006199633896019999,-0.3510257047808451
PRKR,"October 28, 2013",-0.8187060538426,-16.64393102829142
NUVA,"September 20, 2011",-0.00912024640821,-0.3602122657886369
GE,"March 8, 2012",-0.0022845809350599995,-0.16326839706549381
CIX,"February 25, 2010",0.0969277294667,2.321179428175197
BBY,"December 7, 2012",0.0168665710251,0.6352326789168095
LLY,"December 6, 2011",-0.01164291992602,-0.8468512977151074
DECK,"November 21, 2014",0.03236208327311,1.1404966688589226
EXTR,"November 5, 2008",0.05102271591245,1.579320281099159
AAPL,"January 5, 2011",0.013531719088939999,0.9327488241855676
DEPO,"July 17, 2014",-0.0988722466135,-1.3906589539894143
