Event_Window,Mean_CAR,Var(MCAR),z-stat,p-value
"[-5,0)",-0.010167424230819115,2.1418483633971894e-05,-2.1969318458309113,0.028025314053043666
"[-2,0)",-0.008572052169968305,8.567393453588758e-06,-2.9286026394223517,0.0034048939553317698
"[-2,3)",-0.013507832279190996,2.1418483633971894e-05,-2.918712372829424,0.0035148036623188429
"[0,2)",-0.0036243799476450658,8.567393453588758e-06,-1.2382529259597392,0.21562229252376364
"[0,5)",-0.000812194340070457,2.1418483633971898e-05,-0.17549534377603684,0.86069042913511995
