Stock_Ticker,Decision_Date,CAR,CAR/Sigma,Bootstrap(CAR>%)
CDW,"June 30, 2015",-0.05197281131781,-2.107802558904555,0.02457
INTC,"December 28, 2016",-0.010938753962366,-0.5114595260893935,0.20638
IBM,"March 7, 2017",-0.0141464459202,-0.8436294340048133,0.17347
BBRY,"February 27, 2017",-0.06655489268906,-1.9745841457043627,0.01499
AAPL,"August 16, 2016",0.01467074522055,0.5145101472866866,0.70265
AVID,"March 1, 2016",0.06712980711632999,0.5808592934455459,0.76726
V,"February 9, 2016",-0.028170260635680004,-1.2468690602768815,0.07794
CNXN,"June 30, 2015",-0.02985786657944,-0.8625740107122917,0.19317
FB,"July 16, 2014",0.013795684607580001,0.26643157931097705,0.63185
JNJ,"January 14, 2014",-0.00601635403494,-0.42722361395434966,0.3292
ZNGA,"March 17, 2015",-0.0163551857952,-0.29201462518199073,0.40926
F,"April 21, 2017",0.008725465925029997,0.33680077301235856,0.66466
INTC,"June 6, 2014",0.0068437711666000005,0.31870748270418425,0.63983
FDX,"May 9, 2017",-0.0038603093070299997,-0.2006429864673191,0.40239
ODP,"June 30, 2015",0.0023121577447159994,0.04226656835907501,0.62367
ADSK,"April 12, 2016",-0.00019985035080999618,-0.004163629630859962,0.52906
EA,"December 7, 2016",-0.001765297953764,-0.050143441893738226,0.555
MSI,"April 13, 2015",-0.02368752676879,-1.0165329566894743,0.12135
AAPL,"May 11, 2017",0.01236014567892,0.6044589318146882,0.79661
BBY,"January 15, 2014",-0.43808998065339,-8.67662708774846,0.0
ADBE,"December 4, 2014",-0.029670756571796998,-1.1308879706709472,0.09762
ACTG,"December 3, 2013",-0.07776971535094002,-1.1238116390987427,0.08704
FIS,"October 13, 2016",-0.008382504605411,-0.38371953919634066,0.36092
MSFT,"December 4, 2014",-0.02683042578323,-1.4453134245316976,0.06311
AAPL,"December 11, 2014",-0.01314792210654,-0.5988798634083291,0.25537
AAPL,"August 1, 2016",0.03385905000911,1.151920497203989,0.89782
AMZN,"September 23, 2016",0.025709362911861,0.8360988206496575,0.85757
INTC,"January 14, 2014",0.04865013932207,1.8892189021462957,0.98266
ALG,"May 26, 2016",0.041069502959862,0.9325880349183483,0.85162
HON,"March 14, 2016",-0.01891331669142,-1.1494087875028862,0.107
HPQ,"December 2, 2015",-0.019253306669192,-0.629160138671343,0.2628
AMGN,"December 5, 2014",-0.004288616161279997,-0.1923866237691275,0.44382
CAR,"February 26, 2014",0.02123060304154,0.5344947029041333,0.73868
TESO,"October 30, 2015",0.1112175986874,2.2259074564010963,0.98301
AMZN,"June 11, 2015",-0.0142969313219333,-0.3003022687876192,0.41549
CSCO,"August 8, 2014",-0.0017092546298249998,-0.07771860683222694,0.52202
ILMN,"July 17, 2015",0.027423485024397398,0.7487028488749019,0.78915
YHOO,"January 13, 2017",-0.009848252620655,-0.39761968889787597,0.35124
OSTK,"May 15, 2013",-0.04821936132981999,-0.6851954358515997,0.21199
AAPL,"December 16, 2015",-0.0593662704487,-2.0963211697428012,0.02569
AAPL,"February 17, 2017",0.001675187469381,0.06589565422959019,0.57385
MSFT,"May 22, 2015",0.01026482223895,0.3781735709379479,0.63572
MON,"June 10, 2013",0.03830961723694,1.8948405959929195,0.96484
CL,"May 29, 2013",-0.04529547912047,-2.7675341196948873,0.00694
AMZN,"February 26, 2014",0.017335932800975,0.5990977560961696,0.7878
AAPL,"July 14, 2014",-0.012340624302329998,-0.37735096310119803,0.30523
BMRN,"June 14, 2016",0.011373125392710001,0.18321182195747465,0.57578
SLAB,"November 8, 2016",-0.027686418675750002,-1.0291196300665124,0.14529
MS,"January 27, 2014",-0.01061569322657,-0.49995564338105564,0.30354
MSFT,"May 9, 2016",0.009206208933765,0.33685866227979283,0.69812
NOK,"January 10, 2014",-0.04180972351312,-0.5920908782239339,0.24359
XLNX,"February 15, 2017",0.00969774376779,0.4444912089577127,0.7115
NVDA,"March 15, 2017",0.042373017572685,0.592001281388045,0.83942
AMZN,"November 26, 2014",-0.007779123170842998,-0.2009100326810028,0.34855
PRSS,"November 10, 2016",-0.046927598629619996,-0.9031806638720888,0.1744
SPLS,"February 8, 2016",0.017623564929050005,0.38326067655117363,0.64372
AMZN,"December 30, 2014",0.036856096830260004,0.9578583985636695,0.88111
AMZN,"July 22, 2013",-0.032044691686709995,-0.8825294074956642,0.15989
DAL,"April 26, 2013",-0.0069886456942299955,-0.16241447547571566,0.43722
PHG,"December 11, 2014",6.556778539999926e-05,0.002774906732662009,0.51791
AMZN,"April 14, 2015",-0.0009943874721599988,-0.022476225500648685,0.50505
BWA,"June 10, 2014",-0.00659393160797,-0.30931011736627423,0.37863
AMD,"January 14, 2014",0.07415654545190001,1.1464345147381942,0.91199
JKHY,"October 13, 2015",-0.00798098183961,-0.4815525210616474,0.28985
INFN,"June 29, 2015",-0.005719839757429998,-0.09952779086549282,0.48608
MNTA,"November 10, 2015",0.022248660351980004,0.37391215645127124,0.64898
COF,"March 7, 2017",-0.02573262633253,-0.9725424702892608,0.15494
MSFT,"November 6, 2014",0.016752828515824002,0.8866724498642922,0.82013
GRPN,"February 17, 2017",0.16420328227306502,1.9056512060832134,0.95911
AAPL,"December 15, 2015",-0.05616624402652,-1.9832571478687708,0.03122
MSI,"December 5, 2014",0.002504479237429999,0.14685406341357723,0.58877
AAPL,"November 18, 2013",-0.01495181088224,-0.39964659659448426,0.3322
NWY,"April 25, 2016",0.04769617196393,0.5652970994888094,0.73936
YHOO,"July 22, 2013",-0.07380865709585,-2.4903937338510502,0.00545
