Stock_Ticker,Decision_Date,CAR,CAR/Sigma
ODP,"June 30, 2015",-0.06968823504487,-0.774920488960904
EA,"December 7, 2016",-0.03165107762066001,-0.6425629837966128
MMM,"January 13, 2016",-0.023006632561357997,-0.8608831603555954
DD,"August 19, 2016",0.0028325242962910007,0.05379367307733412
AAPL,"August 1, 2016",0.05942410762117871,1.550398843722586
ALG,"May 26, 2016",0.07714308893215209,1.259290812716158
HPQ,"July 9, 2015",0.021676349599318197,0.518537143542385
LLY,"July 8, 2015",0.07065695744932399,1.9833334687316029
ATHX,"May 7, 2015",-0.08632279745419999,-0.5094588861395316
HPQ,"September 14, 2015",0.015926187400790007,0.3658145904811865
AMZN,"November 26, 2014",0.067987128750518,1.2052538004849958
MMM,"February 10, 2016",0.08872003270444,3.0957329577379773
MSFT,"November 6, 2014",0.017130871149877998,0.6215086980482377
YHOO,"July 22, 2013",0.07390042667590999,1.8303390337985608
XRX,"February 13, 2017",0.029463757609947,0.5453388399397487
F,"April 21, 2017",0.038582487471377,1.1374415078667421
TXN,"April 25, 2016",-0.019904782842367002,-0.4924215218174353
NVS,"May 21, 2015",7.919425875999725e-06,0.0002514678597978083
YHOO,"February 26, 2014",-0.066301383161704,-1.2282991381475235
PFE,"July 1, 2014",-0.0040979394089699995,-0.14828501838110683
CSCO,"May 31, 2016",0.059563046940841996,1.5676053274682737
ILMN,"July 26, 2016",0.06409174446526,0.7101724859626011
NK,"May 3, 2017",-0.08527979186561314,-0.7323527819974641
CNXN,"June 30, 2015",0.04041802399190801,0.7631200491319378
SBH,"April 25, 2016",-0.040312407487738997,-0.625519206965512
CBS,"September 30, 2016",0.04157452918556,1.0243242998517428
PHG,"May 10, 2013",-0.025293299796623002,-0.6044984647239279
MMM,"July 8, 2015",-0.0082444871680667,-0.41281718104689774
AAPL,"May 26, 2016",0.07396416262036,1.7653852967405597
HPQ,"December 28, 2016",-0.056451094246902,-1.264286991587996
GE,"July 8, 2015",-0.017545871335885997,-0.5521438747789734
F,"March 27, 2017",-0.049901106317079995,-1.2414656726506887
DEPO,"February 21, 2017",-0.11678241991189998,-1.2386252788786347
BAC,"January 27, 2014",0.003381493932074001,0.11530686468216844
AAPL,"October 7, 2016",-0.0006118559756680001,-0.014674254620974818
BDC,"April 17, 2015",-0.01770803729331,-0.43625736042149155
AAPL,"December 9, 2016",-0.00827524311468,-0.21006852089129363
MSFT,"February 17, 2016",-0.051745097149092006,-1.5253218702254492
NVDA,"April 25, 2016",-0.044581315203012006,-0.7190857313600538
MMM,"July 9, 2015",-0.007434455380995999,-0.37274500060210486
CBS,"February 1, 2016",0.016352626819020007,0.4270398099380754
XLNX,"February 1, 2016",0.15588579214415,4.853716038933832
EBAY,"March 19, 2013",-0.12879547242108,-2.859758255360575
OSTK,"May 10, 2013",0.13185111976670502,1.051806701237023
DD,"May 9, 2014",0.01403337452623,0.625688007146598
HPQ,"April 25, 2016",0.023353984182702996,0.32726717253490073
LLY,"July 1, 2014",0.04056250525848899,1.3737272088271957
JBLU,"June 24, 2014",-0.021645141424499997,-0.36901043670128786
NOK,"November 26, 2014",-0.025640621926799997,-0.5283557326702173
HPQ,"May 10, 2013",0.052304121233124,0.65537971865116
TDA,"May 6, 2015",-0.007066812577141001,-0.4224286010914194
HPQ,"November 14, 2014",-0.0019382577602389981,-0.04621291769846263
SPPI,"October 2, 2015",-0.14735101032956,-1.7639387927046961
CDW,"June 30, 2015",-0.052422549621926995,-1.5969520574986535
AAPL,"August 16, 2016",0.03560181951709,0.8612412956873329
AVID,"March 1, 2016",0.14131509648224,0.9797368521271921
ZNGA,"March 17, 2015",0.136304795879081,1.579603137979684
BMY,"January 13, 2016",-0.025483297195037995,-0.6672736283988067
ACTG,"December 3, 2013",0.014564945442425698,0.12150776516598227
BMY,"June 12, 2014",-0.052648567329802005,-1.2550061600458913
HPQ,"April 5, 2016",-0.013487221245477998,-0.18817886490261385
TWTR,"February 17, 2017",-0.11888181028553,-1.0409257906457432
NVS,"April 12, 2017",-0.0011686427782119993,-0.03946433135933291
IDCC,"January 13, 2016",-0.02308276957728,-0.5119271276340402
AMZN,"September 23, 2016",0.020708214845738003,0.37171432335890364
INTU,"May 10, 2013",0.017076723898080005,0.45742334196061396
MON,"June 10, 2013",-0.029918262113593004,-1.052849487008142
TWTR,"November 14, 2014",-0.05473163243621699,-0.5054586545856268
DAL,"April 26, 2013",0.028090769138840007,0.43472707605244193
INFN,"June 29, 2015",-0.05639007981381999,-0.5711449473305498
F,"September 14, 2015",0.027925023595820005,1.0072751007887324
BMY,"April 8, 2016",0.06723622978341,1.6946322577251638
DEPO,"March 24, 2016",-0.11397153753754,-0.8199224193420518
JNJ,"July 8, 2015",0.009056576761976,0.42110120653811073
TGT,"March 19, 2013",-0.008362791691376,-0.27316113726725044
ITW,"January 13, 2016",-0.047921954877699,-2.20695025582996
GE,"July 9, 2015",-0.0271649320929339,-0.8578992719490229
IBM,"May 10, 2013",0.03828831498415999,1.1477832027649926
FB,"November 13, 2015",0.03470825110548001,0.9026773975578635
NVS,"April 4, 2017",-0.0031650801544959983,-0.10679245509294381
GRPN,"February 26, 2014",-0.33510430901349997,-3.2395619794134785
LLY,"January 12, 2017",0.021673953817986,0.49775228643578756
RF,"September 25, 2014",0.0016775697526800054,0.05595266934060174
AMZN,"July 22, 2013",0.024380097679109997,0.5294368927295593
RCII,"April 25, 2016",0.048580357004026,0.3730300258626852
INTC,"April 25, 2016",-0.029499600321450003,-0.8368120895023924
