Stock_Ticker,Decision_Date,CAR,CAR/Sigma,Bootstrap(CAR>%)
AAPL,"November 6, 2012",-0.0013246040016316998,-0.06189454202355792,0.50452
AAPL,"October 1, 2010",-0.02046379887784,-1.0873539770738305,0.10492
BKS,"November 4, 2014",-0.00755106284674,-0.1945198994073759,0.37016
OSTK,"January 16, 2015",-0.021400366334399998,-0.5662708543594526,0.29628
NOK,"March 19, 2014",0.01814945728108,0.4055482208214741,0.82423
PX,"May 26, 2010",0.00700412024324,0.6743816205980276,0.74583
MRO,"September 4, 2015",-0.011862945708199998,-0.5250764706731169,0.29847
CME,"April 15, 2011",0.0144494226946,0.7884836457800534,0.79921
VAR,"February 23, 2012",0.030762971123799998,1.490901722782244,0.94073
AAPL,"September 21, 2016",0.02305974111636,1.2970187254215007,0.94158
BBT,"March 26, 2010",-0.02284341980625,-0.9558413417149872,0.14763
BXS,"March 26, 2010",-0.01023631406826,-0.564663568222905,0.28439
GILD,"December 15, 2016",0.00665552327877,0.3525684800448177,0.66568
MASI,"October 1, 2014",-0.012408937692989999,-0.4279612644386579,0.22416
INTC,"April 9, 2008",-0.02371506173718,-0.9268464393309799,0.11211
AVT,"May 18, 2012",0.015306175028929999,0.8950728244714272,0.85753
MSFT,"May 20, 2009",-0.011629396516699999,-0.36468853712130517,0.3267
BWA,"February 27, 2015",0.00821225399653,0.41140002806508424,0.69634
MSFT,"April 8, 2009",-0.00022541292010000089,-0.006968940939484814,0.47669
AAPL,"February 24, 2015",-0.00781982708836,-0.5328365468299257,0.27882
STI,"March 26, 2010",-0.00012639771569999958,-0.0038537012424222847,0.50456
TECD,"November 19, 2008",-0.008441737631109999,-0.48543174535809946,0.27812
EXTR,"May 30, 2008",-5.36426140999996e-05,-0.0016327189116596634,0.54123
SNPS,"October 10, 2014",-0.0006178534180199986,-0.05008530943363588,0.50176
MSFT,"March 16, 2010",-0.002730009078156,-0.1771838425076105,0.44711
DD,"August 1, 2012",0.001645577892466,0.18984756770292657,0.60157
CHKP,"February 6, 2015",-0.0028976054554100002,-0.2320085303339701,0.42161
VLO,"November 25, 2013",-0.0454567769235,-2.0750939957468164,0.01664
USB,"November 25, 2013",-0.01196241439122,-1.4120054194362452,0.08018
