Stock_Ticker,Decision_Date,Category,"SM_[-60,-30)_[-20,5)_NBS"
DEPO,"January 13, 2017",TB|TVBF|TVB,-0.00640824445227|0.00527497574787|0.0183131530741|-0.0135971696411|-0.00956875288123|0.0105697775694|0.00740139992356|0.0336526632897|-0.00774406421291|-0.00678950561614|-0.0128496006045|0.0322571424549|0.125102798525|0.0511980003208|-0.0114096304888|-0.0818883553723|0.00849749225937|-0.00476499993737|0.00257414246658|0.00291369026|0.00965095942884|-0.0144395833782|0.00705041039035|-0.0154199262639|-0.00907327526986@0.0399323535911
PHG,"June 26, 2012",TB,-0.00175153276602|-0.00588433646427|0.00887583460362|0.0110739686058|0.00459083991997|-0.0130756940309|0.0128195199363|-0.00995388101713|-0.0153176363703|0.00636705737383|-0.00524613448451|-0.00632212633228|-0.00165341240103|0.0290932851013|-0.028282583166|-0.000824501014145|0.0284050688293|-0.00114361985017|0.00473299594614|0.00959087417106|-0.0268606892804|-0.00667361405101|0.0106259373033|0.00821585780336|0.006119189951@0.0149676624033
NKE,"February 29, 2016",TB|TVBF|TVB,-0.00809690409696|0.0196694863371|0.00802355130937|-0.00550965362147|-0.0383167745978|-0.0324506636198|-0.0245130993882|0.0124718121091|0.0323539816915|-0.0118341925996|-0.0103825298263|0.00952109694489|-0.00742402835859|0.0121097525314|0.013436087443|0.00210274464701|0.0133437531324|-9.7691017183e-05|0.0221164848127|0.00660536733726|-0.00804577808228|0.000902938301537|-0.014359516531|-0.0121985501237|-0.00545616767224@0.0101887471386
NVS,"August 4, 2014",TB|TVBF|TVB,-0.0126482213168|-0.00816364807615|0.00467422737167|-0.0029111305861|-0.00415941412693|0.00657782355307|-0.00159421881315|-0.0024284739966|-0.0156676588349|0.000854943907342|-0.00296784533531|0.00610510084454|-0.00376055576922|0.000534091853172|-0.00800787425216|-0.00802635383969|0.00503819497775|0.00188580939237|-0.0144180605361|-0.000633794274512|-0.000417003805985|-0.00561191270232|-0.00445328796648|-0.0101579323595|-0.00146948649169@0.00631439177013
P,"February 21, 2012",TB|TVBF|TVB,-0.0343762031622|-0.0180403807338|-0.00311884079897|0.021495886005|0.0804962848486|-0.0074154600301|-0.0268645206819|-0.0225604054957|0.0393007311644|0.0321701333832|0.0557677735443|-0.0110246359892|-0.0174097337642|-0.0455897774539|0.0261411776434|-0.0180873803929|0.0240301937224|-0.00183626474581|-0.02538751606|0.0102590865539|0.00900555269819|-0.034632544598|0.0585530719418|-0.0048408364682|0.00562903730024@0.0392413773329
COST,"June 21, 2011",TB,-0.00162066666051|-0.0178931592393|-0.0186261120063|-0.00093591850165|0.00254019992985|-0.00058697392312|-0.010489746565|-0.017155450535|-0.00914218047896|0.00506761305356|0.00623651280807|0.00809664899204|-0.00844095763383|0.000346190112319|-0.00169231161535|-0.00416393141812|-0.00352116970064|0.00686042508868|0.00427263746224|0.0126689699528|-0.0133609919386|-0.00824557628942|-0.0018210675511|-0.00837677422254|-0.00178460630737@0.00980180784216
WMT,"June 30, 2009",TB|T100,-0.00957029114717|0.0240110833186|0.00236090098356|0.00756047303044|-0.000955614191644|-0.000882646992796|-0.00696628899944|-0.0117554415774|0.0138265394042|-0.0216825853048|0.000929689225586|0.01018111405|0.00526922447528|-0.00730471576045|0.0159334833296|-0.00138328345631|0.00595329766425|0.014230268101|-0.00666722060605|0.00523112645997|-0.00196491419599|0.00172840577692|-0.005138061493|0.00241788777599|0.0082710626302@0.0155686980433
CPLA,"April 12, 2013",TB,-0.000633335056996|0.0125611176634|-0.0253397264115|-0.00130424195311|0.00616913111284|-0.0114143506347|-0.00105577816746|0.000189262387321|-0.0242188408272|-0.0233682977062|-0.0132510059969|-0.0216923170862|-0.0164305670574|-0.0112389224357|-0.00478446728149|-0.0312589723588|-0.0180090205054|-0.00854531229015|0.00542740386069|0.0283252526996|-0.0115153418276|0.0121822936983|0.0202279864827|0.00490539093874|-0.0359758341554@0.0235244985203
ITW,"December 13, 2013",TB|T100,-0.00140941752333|-0.0033241493892|0.000402891315774|-0.00188403246387|-0.00415537857581|-0.00139400750038|-0.00104022112014|-0.00275625944519|-0.000191928353693|1.48404933522e-05|0.00120693404329|-0.00425064527185|-0.00735758786683|-0.00147714994519|0.0138384783098|0.00877269721482|-0.0109664553268|0.00324788318163|-0.00427244840564|-0.000709460494446|0.00628343726859|0.00671850257346|0.00223619283952|-0.00134124672883|0.00840230992146@0.00744814522039
YHOO,"March 8, 2010",TB|TVA|TVB,0.00922442626147|-0.00956803067008|-0.0045145229113|-0.0180157969758|0.0195646840804|-0.00400041075968|0.00371317402065|-0.00257644276068|0.0011454028629|-0.000130107206309|-0.00719755873996|-3.08715852937e-05|0.00600424167569|-0.0230583350282|0.00286855677605|0.0225075353701|-0.0069846749243|-0.0121151109856|0.011943378752|0.00467920035014|0.026839412845|-0.00181461617946|0.0112780990537|-0.0197435480519|-0.0141259543395@0.0137652867648
PRGO,"February 28, 2017",TB,0.0142667092923|0.0270297048754|0.011594416016|0.0245898372137|-0.00596382618949|0.00597228727365|-0.000406536670126|0.00511147305216|0.0193080085759|0.000819495395569|0.00994064581761|0.0255719186169|0.0337200235263|-0.0169420109341|0.0188766235801|0.00246807246815|-0.0026045683661|0.00307587373936|0.00722607225625|0.00573047730638|-0.119086269538|5.68164559027e-05|0.0154214543114|-0.0344179077123|-0.0106638714538@0.0186278035857
CAJ,"March 12, 2012",TB,-0.0192825373585|0.0100274084448|0.0126469999922|5.21721165963e-05|0.0120277273649|-0.011067147742|0.00421818720265|-0.00897641030975|0.00944246784043|0.00097241278898|0.00552412930881|0.0105026609777|-0.0104565678511|0.00827495700096|-0.00100076602035|0.00103503490168|-0.003372779216|0.00159832025866|0.0126155463002|0.00193067092631|-0.0192198994195|-0.00928780363692|0.00790409357026|0.028400342509|0.0057203664312@0.0104766503593
RMCF,"January 20, 2016",TB,0.0224778268372|-0.00279872805101|0.028485675558|0.0123734538394|-0.00362878191536|-0.0378300519325|0.0169345282741|-0.00852864762398|0.0385420512747|-0.00601413235355|0.00693903254888|0.0123880829073|-0.00125769140154|-0.0285594733347|0.0158082400676|0.0217540505237|-0.00204090992604|-0.0643332232241|-0.0340405330975|0.0421220369763|0.0498893787625|-0.00132288826434|0.011109454293|-0.00688715845886|0.0132908311797@0.0115685623726
COST,"September 29, 2008",TB|T100,0.00116873272883|0.0261141057954|0.00481458811112|0.0148705235968|0.0162796454574|-0.00727561495748|0.0244369686214|0.0111857616421|0.00423307273632|-0.0126045708156|0.0360380231754|-0.0121396318253|-0.00994847529063|0.0208989867644|-0.0620795701405|-0.00452979643013|0.0202238432083|0.0100930448092|0.00799966590137|0.00731827330466|0.0250267050505|-0.00458287682964|-0.00116312732085|-0.00914590318998|0.0255878175837@0.0291100182545
NTGR,"March 2, 2017",TB|T100|TVBF|TVB|TV100,-0.00300137118134|-0.00691319138563|0.00419306704761|0.00869969337247|0.00186368535191|-0.0701973948218|0.022221167383|-0.0175746688161|-0.00807183227765|0.00396261888525|0.00225918653606|0.0148053461858|0.00518478126429|0.00546463022582|-0.00569818859339|-0.0249713517899|0.0146720171141|-0.00373141075882|-0.0125117077013|-0.00941673167656|-0.00506164252944|0.00204083226147|-0.0134512639168|-0.000555446473935|-0.00116317577663@0.0152771523628
IBM,"June 20, 2014",TB,-0.00398288709421|0.00052462752385|-0.00809129260747|-0.00798488200514|0.00231018452407|0.00346251367722|0.00760241605355|-0.00597214039067|0.000776733050169|0.00593406091501|0.00087290768123|-0.000338047541101|-0.00953601971672|-0.00863348149556|-0.00153743159063|0.00692338412158|-0.000593750374637|-0.000816213062771|0.00495803747533|-0.00383407086023|-0.0069566717137|0.00431072009541|-0.00329050976581|-0.00198897841417|-0.000687795341704@0.0108158732146
NOK,"November 10, 2010",TB|T100,0.0226344191148|-0.0239368840691|-0.0108390049955|-0.000763097840464|-0.0205130835998|0.0106087745841|0.0370432249634|-0.0230363642507|-0.0034811414189|-0.0171971721112|-0.00988679093595|0.0212045853961|-0.032662277443|-0.024568074421|0.0022902155623|-0.00539610240778|-0.00479794262702|-0.00236282585619|-0.0185104659116|0.0147533314816|0.00206291617389|-0.0148352919256|-0.0179874789259|0.00270777051997|-0.00910038405177@0.0162725673398
GE,"January 3, 2014",TB|T100,0.00122577322713|-0.00450079445895|0.00496925208656|0.00471596945551|-2.71107058767e-05|-0.0110707038573|1.50810094727e-05|0.00945960089518|-0.00311657582843|0.00324774798221|-0.00543538486705|0.00406823049314|-0.00642943982692|-0.00594401998919|0.00347524065519|0.000797936147095|-0.00184068359784|0.000425463498169|-0.0017706836496|-0.0110315868064|-0.00245472525377|-0.00693486687301|-0.00712643208636|-0.00505794401944|-0.00220499143628@0.00927059595198
AMZN,"September 28, 2010",TB,-0.00988878355968|0.00627346634809|0.027273441305|0.00873495713421|0.0108389034906|-0.00185764631409|0.00463421289011|0.0020592931528|0.00731691685412|0.00487261475047|0.00321985165827|-0.00805567180317|0.0164368166646|-0.00119312725018|0.00225691305935|-0.00380259923118|0.0102233979136|0.0129450539654|0.027268107308|-0.00567210544401|-0.00360331836824|-0.00476057407681|-0.0112591512239|-0.0279519084842|0.0164922724833@0.0125525063753
DEPO,"July 20, 2015",TB|TVBF|TVB,0.0175168598659|0.0496484669805|-0.00997592581557|-0.0211176496362|0.0214862580796|-0.0340463771289|0.00687640470802|0.0518088356379|-0.0364848607844|0.00862728591372|0.00379220117938|0.322160242371|0.0365350435865|-0.00891110991852|0.0525854244119|-0.0018834250223|0.00893255918624|0.014894523313|0.00689798323728|0.0382715052733|0.0134771194127|0.0323073085059|-0.00593747127301|0.0232708232135|0.0208753238289@0.0396341416335
VLO,"October 22, 2015",TB|T100,0.00261526544391|0.0159769408224|-0.0223152512147|0.0130434227454|0.00137421641664|0.0310461638113|-0.00374249980616|0.00260773066566|-0.00722030603528|2.98235783555e-05|0.0061893594513|-0.0249661720855|0.00255986277174|-0.0310164117403|-0.00836855872827|0.0135131269472|0.000374326428996|-0.0386737899541|-0.0218640420614|-0.00724052393291|-0.00187851956553|0.00964519699112|0.00409050685503|0.0100881605374|0.00167888403556@0.0216014199658
CAJ,"June 24, 2014",TB,-0.00172426571243|0.00558318321972|0.000902364036413|0.00427700739595|-0.00488365849944|-6.0914944363e-05|-0.0035328712051|-0.00165521739237|-0.00468519372036|-0.00178888664356|-0.00342963154216|-0.00581716808501|0.0144001954498|0.00558991385525|-0.00228129365094|0.000289208329118|-3.0553112122e-05|0.00441545436736|-0.0017210483938|-0.00792575925284|0.00225873019397|-0.0135430491136|-0.00935555345803|-0.00900076512437|0.0036115381932@0.00852703005741
REGN,"January 5, 2017",TB|TVA|TVB,-0.00995873034921|-0.05266854127|0.0138283221216|-0.00526717550238|0.0413888662234|-0.0301186498289|0.0214520533943|-0.0193028741814|0.00819381551715|-0.0239035729256|-0.0113925937442|-0.00802221076986|0.0252206159054|0.0218325518832|0.00507505399453|0.00395802584373|-0.0119961194863|-0.00740691947362|0.0143484534651|-0.00600582954487|-0.00284235825923|-0.0688464567446|-0.000593448710074|0.0500744149947|-0.0298348604345@0.0303304184024
INTC,"June 8, 2015",TB|T100,0.011093670766|-0.000291128195176|-0.0114035950159|0.0125281352635|0.00532584155053|0.000654717339359|0.0116596103562|-0.00703781812989|0.00758264136798|0.00448850797555|-0.00114844968187|-0.00434905220606|0.0140044229749|0.0100466802109|0.0169581476161|-0.0165309062809|-0.0179370871541|-0.0171202972115|-0.00794367091471|-0.0131651958897|-0.0133245423756|-0.000919109788959|0.0125451645626|-0.000108443388727|-0.0122198388725@0.0197208356438
BPOP,"May 20, 2016",TB|T100,0.0137834628906|-0.0154680341429|0.0236018566814|-0.00243422562633|0.00338797210872|0.00870324029624|-0.00608760429422|-0.00309000061727|0.0041655587294|-0.0121518247384|0.00442802887818|0.00286712459918|0.00789075268531|0.0158412296872|0.00228375467586|-0.00962697415145|-0.00617369602003|0.0164861182402|0.0255653470184|0.0100562765293|0.00982564002223|0.0122724178468|-0.00713646184848|-0.008993485913|-0.00224728621108@0.0123310071184
AEO,"May 15, 2008",TB,-0.02153534302|0.0341637906832|-0.0124574818157|-0.00674238143887|0.0454533595561|0.0232546854008|0.0298539968505|0.00711423003083|0.0388161364036|0.00694090432867|-0.000366802279467|-0.0179054701213|-0.0124451588048|-0.00242536226379|0.0367498801714|-0.0125336017991|0.00539182420707|0.0218883048518|-0.0123221902069|0.0187529361932|-0.012318484985|-0.023930071301|-0.0381555232522|0.0287757472665|0.00654382639735@0.037562561231
CAJ,"March 11, 2015",TB,0.0150190475759|0.00507121279158|-0.00656823996787|-0.001677477078|-0.00908411202356|2.41231630871e-05|-0.00174571467181|0.00294464798767|-0.00418730693022|0.00416179249335|-0.007200936843|0.00186668846888|-0.0031631878383|-0.00432052923603|-0.00251057474644|-0.000302061539419|0.0077722296089|0.0131642188769|-0.00689126120532|-0.000938961974184|0.00120292054511|0.00129647831436|-0.00447875523812|-0.00720916794749|0.00963071677195@0.0107390666921
IPXL,"December 6, 2013",TB|TVA|TVB,0.00957728579204|0.0129457321885|-0.0049482216568|0.0167647557664|0.0323278893764|-0.0213327809147|0.00446730830899|-0.0157811422771|0.00136616699354|0.0173549027|0.00585696960167|0.000907759879575|-0.0025100185853|0.00460008578746|0.00881953007109|0.0153176369455|-0.0248260481901|-0.00422440260862|0.0240921447297|-0.00446723047107|-0.000522035262774|-0.00143408893029|0.00926404472645|-0.0191671468622|0.00226673101098@0.0153505836127
CHKP,"June 8, 2015",TB|T100,-0.0120922740417|0.013335805681|0.00143763590828|0.0096823901023|-0.00314821599474|-0.015347011391|-0.0067597180074|0.00155904119848|0.00683132641231|-0.0123205071204|0.00928686099507|-0.000563628142939|-0.0375376435849|0.0173645439475|0.00360392300104|-0.00388333096087|-0.0112927291631|-0.00350216591271|0.0120736398337|0.00383244786821|0.00209348996552|0.0044516150326|-0.00439976561376|-0.00508957065175|-0.00136109660787@0.0117977081595
KMB,"January 14, 2010",TB|TVBF|TVB,-0.000610229463697|-0.0052702971867|-0.00874380808696|-0.0192234902687|0.00782216055327|-0.00993953611748|-0.00464507059146|-0.0102580798854|0.000851570506227|-0.00203553246245|-0.00353443638396|-0.00753620046617|-0.00612946584912|-0.00448202118301|-0.0163011751495|-0.0129581682428|-0.0120785719579|-0.0056889513627|0.00910232078984|0.000301056041891|-0.0147743348327|-0.00857949805242|-0.0026160423042|-0.0078977225288|-0.00619535755019@0.01124717428
DECK,"April 18, 2014",TB|TVBF|TVB,ERROR
TXN,"May 18, 2016",TB|T100,0.00890595650182|0.00160581205377|-0.0038850916451|0.00676174954763|0.00403980644702|0.00573934829783|-0.00564809835028|-0.0236665622104|0.00498268630759|-0.00296241650118|-0.00851387364606|0.00309656717217|0.0051892889669|-0.00677064744582|-0.00119800020793|0.00902596814675|-0.00931566577789|0.00764859023486|0.00452487333826|-0.00121738240292|0.00891940008679|-0.010722533459|0.0150404252483|0.00401764889266|0.00857582228382@0.00609307477961
ECL,"March 20, 2012",TB,-0.00519054454212|0.00513330785228|-0.000827660362929|0.00523481829395|-0.00387653952191|-0.0175543201609|-0.027849965011|-0.00320273847217|-0.00570111984814|-0.00152243835384|0.00692992237099|-0.00586030209375|-0.00862450199661|0.0022028774108|-0.00978391731747|0.00010401400911|-0.00447055982466|-0.0054284684593|0.00160344526311|-0.00188787389516|0.00487500849188|-0.00606646506875|0.000718557680935|0.000387665566432|0.0125357266169@0.00561481678768
IPXL,"October 6, 2011",TB|TVA|TVB,0.00767163849236|0.0198159140695|-0.0345458638176|-0.00768736124179|0.00857922175019|0.00836087117866|0.0274267204973|0.0307578355456|0.0349715003633|0.0348573124893|0.00114037551451|-0.0249484634478|-0.0474473808476|-0.0283940441424|0.0048578396418|-0.0050287054571|-0.012812131355|-0.00267782883249|0.0309620543814|0.00427042119339|0.0198925932772|-0.0295629134206|-0.0113120670805|0.00880759132872|-0.0243153042925@0.0307439875854
AMZN,"April 11, 2012",TB|TVBF|TVB,-0.00290409805774|-0.011519783233|0.00918434124893|0.00316377658724|0.000927198329359|0.0382656453043|-0.00162331156657|0.00812153839104|0.0124025998239|0.0321352068416|0.0149147363494|-0.0176858375186|0.0185459291367|-0.0120461500698|-0.0257700781229|0.0109747652795|-0.0226466075364|0.00292306150428|-0.00613785268839|-0.0157502472708|0.0013468818212|0.0076771477006|-0.00448031836039|-0.0148805563265|0.00780462865145@0.0244897967896
CENT,"May 1, 2015",TB,0.00591093617979|-0.00920250486477|-0.0400114656388|0.0215231620297|-0.0422687394266|-0.0125254782623|0.000698758009945|-0.00381278482015|0.00473168967137|0.0250828590938|-0.0414622730075|0.00981798780452|-0.00886117169746|-0.00901535018652|-0.0073476317957|-0.00410164460383|-0.00163690889942|-0.00573745078543|-0.0237165858543|-0.0135986667267|0.0103052183115|0.0287827158547|-0.0318602684956|-0.00807184370165|0.0127251144197@0.0134056108649
CTAA,"October 30, 2012",TB|T100,ERROR
ILMN,"July 12, 2016",TB|TVBF|TVB,-0.00194424245011|-0.00625612147367|-0.000238813045171|0.00152139965462|0.0141139927564|0.0240605975516|-0.00304665320888|0.0206453167987|0.0372979732351|-0.0226683623653|-0.00637633828736|-0.00917856321113|0.0138241299183|0.0173692068023|0.00746462345645|-0.00346554845432|0.0175197217245|0.00161607554607|0.00485148741796|-0.00745194841704|0.0663081134682|-0.0147428629803|0.0119749172605|0.017305639426|0.0103446419726@0.0521648065312
CSCO,"May 2, 2011",TB,-0.000879193756698|0.00842986224679|0.0170815010464|0.0542731369051|5.62796409731e-05|-0.00521655697297|-0.00106562066298|0.00971965757313|-0.00324427182703|0.00264097329619|-0.00234442123399|-0.00444197708849|-0.00240283342155|0.0199553610513|0.00570339492022|0.0175980064519|0.0276341748529|-0.0146111377938|0.011845967179|0.019707425334|0.0118636136615|-0.000236225401156|0.014451711685|0.0128077427507|0.0100254698235@0.0288463473841
EGRX,"July 11, 2012",TB,ERROR
CSCO,"February 28, 2013",TB|T100,-0.00825156775403|-0.00035919132382|0.00139677634684|0.00749905821483|0.00141376323204|0.00249022141788|-0.00514722485381|-0.00415960989696|0.00329376056518|-0.0177350919671|0.00524686896329|-0.0100056282642|-0.00101648314313|0.0134410676568|-0.00736440156166|-0.0133669404897|-0.00399008607651|0.00345655294526|-0.0105538801891|0.000299756231615|-0.00174775101523|-0.00643284292226|-0.0111177136543|0.012885974042|0.0200131200077@0.0088972349106
