X,Y
0.0038985917775238364,569245
-0.0069000766618943134,569245
0.11651304760830128,250000000
-0.04879016416943217,8123110
0.04348511193973889,764839
0.10536051565782634,47845402
0.10536051565782634,133584129
0.10536051565782634,215451713
0.04717521937421491,250000000
-0.003430582243754556,8123110
0.056122113644606,764839
0.1760470372096216,47845402
0.1760470372096216,133584129
0.1760470372096216,215451713
0.10939137802013515,250000000
-0.02825466765759975,8123110
0.04942605462739818,764839
0.15917581602993136,47845402
0.15917581602993136,133584129
0.15917581602993136,215451713
0.021842777024564816,4511111
0.021842777024564816,10886112
-0.06380529145172656,2600000
-0.06380529145172656,6300000
-0.03390756320682591,1372680
-0.03390756320682591,1368514
-0.03390756320682591,290489
-0.03390756320682591,291137
-0.03390756320682591,881195
0.03927614878433912,943675
0.03927614878433912,16791107
0.03927614878433912,53494282
0.044439388922006565,943675
0.014651389909939722,53494282
0.05855474227300059,53494282
-0.008291098834944739,900000
-0.008291098834944739,1258682
-0.008291098834944739,900000
-0.008291098834944739,1258682
-0.008291098834944739,442209362
-0.014647020833829544,442209362
0.010852073019915181,197597
-0.0001395216512709806,197597
0.011053196069745558,755663
-0.03390756320682591,1372680
-0.03390756320682591,290489
-0.03390756320682591,291137
-0.03390756320682591,881195
-0.09751450907360379,423712
0.04516189893211639,75000000
0.02093449518761625,75000000
0.010381391771609266,1892551
0.04136853119663966,75000000
0.02758011262742025,75000000
-0.015118922914697625,1892551
0.036090044290244046,7721183
0.036090044290244046,50723061
0.05006246422708999,61039566
-0.06392708730623259,1725000000
0.0010429222587450826,1318247
0.0010429222587450826,3003465
-0.07129019909788616,3003465
-0.03339009374820719,1318247
-0.03339009374820719,3003465
-0.028923014426560714,3003465
0.12129966495792205,9186075
0.0065082959173893605,1900000
0.0065082959173893605,18558987
0.0065082959173893605,19000000
-0.03406054691994891,185589870
-0.003689585173517058,9305254
-0.003689585173517058,14266000
-0.0028379037828512588,2905429
-0.0028379037828512588,14266000
-0.020246576828435867,45300000
-0.029229613713112942,45300000
0.027361915931464878,675154
-0.03260722342136084,938957
0.0036210460732809947,938957
-0.04343998298130983,388000000
0.043825403597641435,388000000
-0.018750549878093235,138399
-0.018750549878093235,2245263
-0.041910981184155004,5800000
0.059555837458740206,90000000
0.059555837458740206,110000000
-0.03444379470290153,5367544
-0.03444379470290153,10317108
-0.03444379470290153,73991964
-0.03444379470290153,103068836
-0.03444379470290153,103068836
-0.04577787628584375,164608
-0.04577787628584375,323140
0.03098178204289625,224123
0.0030487021277886338,5949050
-0.0009366853697209861,5949050
0.0034542348680873976,12428728
0.09531017980432464,48587500
-0.03663413317978019,48587500
0.28517894223366247,48587500
-0.021747850633147943,12428728
-0.011461410386742523,48587500
-0.014654571391192434,48587500
0.007030578381689586,48587500
0.07494967147540901,448033
-0.006353470548023984,642500
0.005229057207088023,815512
-0.03607949815920474,994241
0.02048727755348112,448033
-0.0060132618981362405,642500
-0.0014462710977046905,815512
-0.028060450464221353,994241
0.0030487021277886338,5949050
-0.0009366853697209861,5949050
-0.03548316255786363,113516
-0.03548316255786363,240500
-0.05295119431678029,240500
0.00979356939036201,240500
-0.09059395843214452,184812
-0.09059395843214452,147184
0.008293598682407005,184812
0.008293598682407005,147184
0.0015905721502412731,184812
0.0015905721502412731,147184
0.03428261459652373,184812
0.03428261459652373,147184
0.13765230954249755,633206
0.13765230954249755,6116720
0.13765230954249755,6116720
0.0032805351329398755,633206
0.0032805351329398755,6116720
0.0032805351329398755,6116720
-0.0917689012871298,6116720
0.11261204774408791,6116720
-0.025733115959135827,342610
-0.058840500022933374,234499
0.007736982502152655,726579
0.22134012431505898,726579
0.021521741203025732,549258
0.021521741203025732,6750000
0.05375954102888514,6750000
0.02225736512317034,158885
-0.030407206729752636,185000
-0.030407206729752636,650000
-0.030407206729752636,650000
-0.030407206729752636,185000
-0.030407206729752636,400000
0.005601090742623482,158885
0.010362752785511999,185000
0.010362752785511999,650000
0.010362752785511999,650000
0.010362752785511999,185000
0.010362752785511999,400000
0.019730194753926844,158885
0.03357326605755864,185000
0.03357326605755864,650000
0.03357326605755864,650000
0.03357326605755864,185000
0.03357326605755864,400000
0.07405850516056296,2561641
0.07405850516056296,22829596
-0.0054464373888314654,177109
