Stock_Ticker,Decision_Date,Category,"MM_[-60,-30)_[-20,5)_NBS"
COST,"May 15, 2013",TB,-0.00402449168303|-0.00549592765815|0.00270132504534|0.00158264530694|0.0201319017863|0.019281731185|0.00904247835087|-0.000876706295071|-0.0109675707788|-0.00321997864414|-0.00238624035494|0.000374139726985|0.00586605340255|0.0022884073575|0.00364407855424|-0.00363280393409|-0.0051393006956|0.00332836625194|-0.00108088310328|0.008200821182|0.0143569890443|-0.0106613074242|0.0103164381906|-0.00204194785109|0.0105113592507@0.00743055537884
PHG,"March 1, 2013",TB,0.00409465830656|0.0110191484787|-0.021639968177|-0.0118044431666|0.001820116774|-0.0119471578688|-0.00895997911686|-0.00172105372186|0.00590747986736|0.0105504524625|-0.0198653835101|-0.0289444282991|-0.00265534233006|-0.021687001914|-0.0177631985315|0.0121952316198|-0.0192330609289|-0.0125323926506|0.0083829609332|-0.00889517623231|-0.00706854355986|-0.00750575351244|0.0238293927064|0.00824118882138|0.00336886279897@0.0108361895724
RCII,"February 9, 2009",TB,-0.00633338526758|-0.00304149167403|0.0120809068057|-0.0372579100883|-0.0228143852244|-0.0261692947887|-0.0105521213569|-0.0429706046411|0.0272827338368|-0.0145549973966|-0.00262242899779|0.0286614077685|-0.0133562832519|-0.0281226338181|-0.0191169284163|-0.00735786268835|0.0962443716227|0.0418329599446|0.00976647165161|-0.0263611461227|0.0249665511018|-0.0215055184564|0.0228925397383|1.64380051046e-05|-0.0323965401961@0.0308945903568
IBM,"August 20, 2015",TB,0.01355444384|-0.00411815264467|0.00217154315903|-0.00724838125856|-0.00297643050912|-0.000452225749983|0.013341702491|-0.0179798318214|-0.00475330066753|-0.000855909935495|0.00221568265742|-0.00551437322056|-0.00257324774119|0.00118729933935|0.00374162729384|-0.00733598565014|0.000431802704019|0.00108554309804|-0.00153937980526|-0.00482595607509|0.0121478041523|0.0128280981553|0.00450174108089|-0.00167715276866|-0.0023409977556@0.00363452023246
DECK,"July 31, 2014",TB|TVBF|TVB,-0.00349862838589|0.000975290864915|0.0101251852611|0.0143193197278|-0.00402863238947|-0.00983327350417|-0.0226295598464|0.0131714613628|0.0134906216094|-0.00926465518926|0.0194534359006|0.00119667376813|0.0129812222528|-0.00444906952574|0.00632238318619|0.00604468953304|0.0719432207843|0.00979113362175|-0.0141305578667|0.00051528595916|0.0164443095604|0.00973975852661|-0.00935434482347|0.0405659198135|0.0106505760755@0.0128766198842
MSFT,"March 20, 2015",TB|T100,-0.00696218502387|0.00860744093743|0.00372186886295|-0.0020759062189|0.00947326581967|0.00621428302651|-0.00940738404301|-0.00131234523571|0.00336174659964|8.72445909231e-05|0.0190668905762|0.00923835349498|0.0156447069694|0.015882274444|-0.0339438228928|0.0257317375324|-0.0282049271135|0.0169139719476|-0.00353297220206|0.00347560430222|0.00652518928835|0.0122531826976|0.0180815138435|0.00050925697773|0.00289751196526@0.0163592888349
AMBA,"March 4, 2011",TB|T100,ERROR
BBRY,"February 26, 2016",TB|T100,-0.000808241701193|-0.0265769094121|-0.00841654168192|-0.00411618234597|0.0334161265496|0.00865734098265|0.0150953627017|-0.0307735463781|-0.00244375958358|-0.0199114483991|-0.0146856062169|-0.00975264138309|-0.0153287889438|0.0018225978165|-0.00275930433636|-0.0348532116429|0.00169216047663|-0.0147214898318|-0.0316196849983|-0.0205292611702|-0.0131372956371|0.0205982319888|-0.0345468116935|-0.0229407902243|-0.0285714696143@0.0305953672935
CSCO,"January 24, 2011",TB,0.017046786821|0.0299220539872|0.0225203407571|0.00137977329514|0.00823276946946|0.0160613774209|0.00498601111924|0.0269529420656|0.0102544406303|0.0210976559712|0.0158906338545|-0.003169457699|0.00902189491329|0.0121846274994|0.00901740051809|0.00832120739546|0.00802705620621|0.0175413470595|0.0204000494011|0.0149656114029|0.0211520546648|0.0274925828446|-0.0144181964936|0.00907699265975|0.0153934273938@0.0338124731096
ACOR,"August 5, 2016",TB|TVBF|TVB,-0.00693968854908|-0.0381403370487|-0.0299078886674|-0.0117406156001|0.030472911909|0.00840736559488|-0.0037424806864|-0.013503055985|0.0569073710588|-0.0137075046845|0.00243281154467|0.0241625211801|-0.0161302573495|0.0206120304843|-0.0562808386374|0.016325450036|-0.00468629172912|0.0168057957206|-0.0127281710592|0.00560259051727|-0.0233640621004|-0.0160016940964|-0.00453704121778|0.00697130225831|0.00818715554383@0.0179054307952
SSNI,"July 25, 2016",TB|T100|TVBF|TVB|TV100,-0.016163507888|-0.0172587085773|0.0434105792567|-0.0172456543341|0.106464497502|-0.00615040398759|-0.0180672454651|-0.00831441749947|-0.00585566317255|0.0325373569569|-0.00902634262915|-0.00889790686839|0.0249716436286|-0.0138638333886|0.0110162014937|0.00957467803627|0.0174254779043|-0.0093680901057|-0.00103493173395|0.000840860437186|0.0101211062523|-0.0118623329052|0.00396907282752|0.00840824802422|0.00060489273881@0.0186350719432
AMZN,"March 22, 2012",TB,-0.00830018890238|-0.0116751546645|0.00175688636594|0.0213126007241|-0.0179647410983|-0.00452155802144|-0.00571475718896|0.0192424799725|0.0170618446649|0.0138157980101|0.00877326517293|-0.0124651810414|-0.00414065853477|0.00341980905779|-0.0159280303664|0.0166769422455|0.00916993106721|0.00203348128486|0.0430095638076|-0.00439641454538|0.00599690170929|0.0207306260769|0.0246974227717|0.0105245122504|-0.00665454329429@0.0242961973959
ZION,"September 4, 2015",TB|T100,0.0023885728702|-0.00921435091951|-0.0264535086419|-0.0197172986575|0.00686533384075|-0.00585331106788|-0.00119895722577|0.00897147037066|-0.00350196887799|-0.0273600454195|-0.00551269110319|0.00907875891173|0.00335504398216|0.0103250448739|-0.00179916223989|-0.0108421159389|-0.0245989460379|-0.00497173661664|0.0124262510914|-0.0056355008321|0.00134597769829|0.00170515791345|-0.00205121728169|0.00695109205193|-0.0016453947102@0.012823124971
CCV,"March 2, 2017",TB|T100,-0.00758209216651|0.00223445813006|-0.00261229622151|0.00103628744979|0.000244414499715|0.0038678707061|-0.00875080007169|-0.00235747993661|-0.00211702147788|-0.00328546436682|-0.00280732182726|0.00139782906104|-0.00385680941092|-0.00666999286752|-0.00811618871461|0.00297902568494|0.000842783434112|-0.00161566567099|0.00072759454419|-0.0095951264579|0.000562881295217|0.000997918169266|0.00250645846225|0.000380846076648|-0.00319488457776@0.00479277459851
INTC,"January 18, 2016",TB,ERROR
MSI,"August 14, 2013",TB,-0.00202321758712|-0.00802101697208|0.00604780735932|-0.0028001305297|0.001759444993|-0.0653086204242|-0.0357640655182|-0.000952168772206|-0.00212924865244|0.00548608831264|0.00713573525533|-0.00358716136647|0.0104848433591|0.00183446389629|0.0100548065196|0.00373831111953|0.00670016802107|0.00601431078078|0.00149985374157|0.0043149801439|0.000625521866057|-0.00257592040165|0.00449686836264|0.00444989654781|-0.00555165855003@0.00595282084527
AMZN,"April 26, 2012",TB,-0.00754361408805|0.01998475846|-0.0185687406881|-0.0220285929827|0.00896086475777|-0.0196720553473|0.000302575068198|-0.0020930071642|-0.00631451851186|0.0123206257062|0.00700926226226|-0.0043544277821|-0.00031355406859|0.00102873282264|0.0123403330544|0.012696354268|0.00265587566606|-0.000487818864444|0.0249710104391|0.00390724868576|0.00322498450676|0.153142103814|0.02474257962|-0.0153257160008|0.00894813821312@0.0223299016851
EBAY,"March 22, 2012",TB,0.0280236523937|0.0181997381596|0.00193993874667|0.00549106933761|-0.0148961334453|0.0139487248254|0.00940911092953|-0.0174251956321|0.00169356688717|0.00252326003849|-0.00266665539884|0.00115685367883|0.00050017573992|0.00597588405353|0.0163926757512|-0.0339410306697|0.0204294473566|-0.00320286597848|-0.00615271720427|0.00383703331863|0.0167905144393|-0.0249381798906|0.0140002701986|0.00274754100015|-0.0169408595784@0.0133423891099
MLHR,"March 22, 2012",TB,0.0127819312565|-0.0208064467523|-0.00512954950664|-0.00158660034258|-0.00862059503873|0.0107547159284|-0.0273458884548|0.0255011380247|-0.000444300700912|-0.00329283454996|0.00824028158298|0.00204538418556|-0.0116533277502|-0.0332483540364|-0.00751760370203|-0.00747380082852|-0.00354300963685|0.00642644215721|0.0076769555208|0.00286323935826|0.059681812027|-0.0258264763521|-0.0124184126945|0.0101519727898|0.00208239257517@0.0147105646251
BBOX,"July 22, 2016",TB,ERROR
FDC,"September 11, 2009",TB,ERROR
IBM,"June 22, 2012",TB,-0.00232366107742|-0.00832083482686|0.000280084860405|0.00326848704984|-0.00769033635063|0.00289140792775|-0.0022895632544|-0.00337266374366|0.00351991642105|0.00296593550132|-0.00467216280034|-0.000739641090158|-0.000495187586743|-0.00110154536848|-6.55661995292e-05|0.0102680724531|-0.00550417674092|-0.00779870292444|-8.48976841058e-05|-0.00793031026004|-0.00662967406377|0.00969219769087|-0.00966323655263|-0.00418327298675|-0.00735871340846@0.00776461632821
CAJ,"September 30, 2014",TB,0.00554417444797|0.00233760728239|0.00567483203626|-0.00645785341561|-0.000258761788479|-0.00742177366824|0.00772157995088|-0.00308676852025|0.00135033173663|-0.00369743143312|-0.000227467792388|-0.00961906326533|-0.00382754971187|-0.00173099014648|0.019044773101|-0.00344150869326|-0.00646674710953|0.00040628366215|-0.00404952713421|0.00404485822548|-0.00901842497426|0.0021448246414|-0.001270827036|-0.0146552527484|0.000668429497565@0.00554674800941
GE,"November 15, 2011",TB,0.000782206925409|0.000610259968152|-0.00154552216248|-0.0407723207225|-0.00428631853892|0.00890074594839|-0.00641609149071|0.0205248495382|-0.00622630081121|-0.00112934933689|-0.00754276065782|-0.00744793244533|0.00535811603479|-0.00893105403089|-0.00850003821384|-0.010036676956|0.00363256393085|0.00152612763152|-0.00555094986246|-0.00019510316594|0.00244402267445|0.0027414532109|-0.00200059756723|-0.00233700778677|-0.00669682312944@0.00927257113875
MON,"September 30, 2009",TB|TVBF|TVB,0.00078679818252|-0.00187918933654|-0.00654999234237|-0.0045497462154|0.00588709564768|-0.00167015551319|-0.0583314278866|-0.0129843929975|-0.00436191788979|0.022696828691|-0.018497269218|0.00765994861783|0.00233159302963|-0.0101031348044|-0.00657321327692|-0.00530319786317|-0.000126856322172|-1.88635212332e-05|-0.00535537559454|0.00572234853301|0.00280536847426|-0.00387050822327|0.0019965093731|-0.014759649237|-0.00157362629441@0.0161742586506
POWI,"August 7, 2015",TB|T100|TVBFA|TVB|TV100,-0.0248589937487|-0.0150828776352|0.0206185862322|-0.018254580859|-0.0217380305983|-0.0192313019721|-0.0180114029634|0.00663289328834|0.00371136296856|0.027973296949|-0.00546091353159|0.0143779193383|-0.0021751476028|-0.0059468940923|0.0197452550892|-0.0321418333259|-0.00622469496839|-0.0192283760757|0.0218728249233|0.05219599153|0.0192936871982|0.0151256064909|-0.00345755128981|0.0164109209026|-0.0159761105337@0.011080157363
DECK,"December 10, 2013",TB|T100|TVBF|TVB|TV100,0.0441592060233|0.0163704200515|0.0380552247984|-0.0134835012398|0.0103074297188|-0.0196288771932|-0.0257965086583|0.0213616489655|0.00699620176005|0.0120344730718|0.0211995517934|0.0164119688344|-0.00624000291349|0.00340033954062|0.00219959302212|0.0241962203972|-0.0151347878139|0.013323229396|-0.028329733774|-0.00219432745498|-0.0131084068817|-0.0125063332694|-0.000829262044026|0.0130053760892|-0.0210699383062@0.0414857413018
BCR,"July 30, 2008",TB|T100,0.00403015063886|0.0114672969865|-0.000515200785179|0.000160514869115|0.0347174885508|-0.0128588114963|-0.000347590183321|-0.0124250207168|-0.00638921405246|0.00350297636994|0.0395647097396|0.0241037690471|0.0272862985556|-0.0168887142057|0.0408436570548|0.00739976894282|0.0231914183162|-0.00276901974227|-0.0108908965134|0.00360339630154|0.000861569308014|0.00722590009878|0.00144941510538|0.0217185575714|0.0174939695177@0.00912629263823
CSCO,"May 20, 2011",TB|T100|TVA|TVB|TV100,-0.00106948098067|0.0118692869121|0.0213279893407|-0.0181201920823|0.00450062172857|0.0130435189246|0.00973301330175|-0.00828211312116|0.011125399326|0.00789529790101|0.00533495400529|0.00392277031982|0.00359289701386|0.0119930547348|-0.0463934078879|0.00692466071438|-0.0143840350354|0.00394986715625|-0.00132575925232|0.00201160659033|-0.00112369346489|-0.00264353635153|-0.00225845860162|-0.00451568656789|0.00238616535445@0.0123159640357
BKS,"March 22, 2017",TB|TVA|TVB,0.00219381730245|-0.0150132663281|0.0168836887481|-0.0198408645951|-0.00386227747016|0.0101285967857|-0.0760578934125|0.00224137803411|0.0210127285725|0.00347402881538|0.0138529169249|-0.043086508208|0.0118721782042|0.0234380612265|-0.00291520513562|-0.0199798439028|0.0632961559472|0.0204715732498|-0.0291766740691|0.00182189776643|0.00818616182515|-0.00121791308669|-0.0199522562341|0.00354403005724|0.0320437738526@0.0249559036749
BKS,"March 22, 2012",TB,0.0461167650786|0.00198870270956|0.0217032762067|0.0105343394874|0.00788395712297|-0.00581910560491|0.00634731748491|0.0246440732346|-0.0058170073147|0.0423474931962|-0.0376815747971|0.0127397607773|0.0217044248145|0.0550645818384|-0.00980417400821|0.00612217888433|0.00135752782368|0.0153103500917|0.0170541298637|-0.0087317509926|0.000495983452108|-0.014853151349|0.0258019959363|-0.0119992994228|-0.021834672715@0.0474998983357
LPL,"July 8, 2010",TB|T100,-0.0180484588948|-0.046718145071|0.00583388947128|0.0184034597027|-0.0137355672589|-0.00360070839469|0.011579164827|-0.0129944832809|0.0323187906209|-0.00613544388902|0.00287655382425|0.0052474269689|-0.0108151777331|0.0368367465482|-0.0131637232977|-0.0281425454082|-0.00171190308505|0.00196028336295|0.00409699346149|-0.0139952313826|-0.00628329967042|-0.00270519124819|-0.0145075647505|-0.0360635966763|0.0260430142732@0.0215209832628
AMGN,"October 2, 2008",TB|TVBF|TVB,-0.0488228231321|-0.0189291655957|-0.019886699176|-0.00117919228193|0.0207412194888|0.0133906078652|-0.015822617524|-0.0226621169638|0.0493074016488|-0.0782579390586|-0.0361217351331|-0.00872350066196|-0.0507094082972|-0.011455765061|0.00540279101958|0.0189808049267|0.00156911473418|-0.103794377267|0.0584062562691|-0.0136996463392|-0.0253117595141|-0.00166821378745|-0.0827171277015|-0.0713145654423|0.00412342345478@0.025435539214
AKAM,"March 20, 2015",TB|T100,-0.00399201743099|-0.0168600830141|-0.00449561574717|-0.00822241818246|0.00348421440236|0.00491295480024|0.0174304780009|-0.011554739455|0.023248933678|0.000343038102135|-0.000513273589297|-0.00807877022288|0.0142173839687|0.0173304641591|-0.00482844879576|0.0047617631479|0.00639287714489|0.00278718251372|0.00100528760739|0.00361620448184|-0.00648671832231|0.00682780361385|-0.0004849468975|-0.00771116155494|0.00935515576991@0.00925401967819
BAC,"September 27, 2010",TB|T100,-0.0108072344059|0.00546872726212|0.0013910297307|0.0143674068108|0.00281337933133|-0.000251089805265|0.0113264221293|0.00489631423081|-0.00335542741467|0.00425949114941|0.0157071567496|-0.00516570013464|0.00651747412647|0.00468737515072|0.0045092617536|0.00708045870994|0.00756011927222|0.00293405181185|0.00941848368409|0.000560669011284|-0.00665225162253|-0.000989145314344|0.00225820301788|0.00274346387798|0.00994625857132@0.0129249174375
NKE,"February 17, 2016",TB|TVBF|TVB,0.0153354519921|0.0051519136371|0.021507957378|-0.0196924527757|0.00170719501483|0.0100277092291|0.0137547983136|0.0417468812384|-0.00775275576099|0.00398826116836|0.00664110069172|0.000774228375363|-0.036246984505|-0.00191892377095|-0.00720781653835|0.0081717853655|0.0215032754478|-0.0351533357478|0.0031062716048|-0.00401537706023|-0.0224525396749|0.015833004238|0.00172413857025|0.00227253816779|0.00620210683894@0.0124916427428
SHLD,"October 15, 2014",TB,-0.0296935972502|-0.0512408085048|-0.00999657658896|0.00494006221236|0.0170578351284|-0.0834906055507|-0.00166917965765|-0.0445762542345|0.036476275807|-0.0226039394041|0.0283191103825|0.0703986805304|0.0188647270931|0.0482843129121|0.0631119500624|-0.0597090401545|-0.084745178558|-0.023629033593|0.0886573005186|0.108510375707|0.0114057939529|0.0352753100003|-0.0648234949669|0.193516770815|-0.0190044248648@0.019394566666
LLY,"April 14, 2016",TB|T100|TVBF|TVB|TV100,0.0174130772286|-0.0431867358431|0.0282374262394|-0.00859295083164|0.0260479352711|-0.00578349617535|0.00505331974434|-0.00270013262954|0.0144999188811|0.00191795026742|0.00786607761395|0.0166965044259|0.000358599770977|0.00765438342241|0.0181630354084|0.00937625441257|0.00336885105868|0.00451843590746|0.0101465456354|0.00978649914295|0.0108394850274|0.00405097782227|0.0225745813791|0.0082352290189|0.00370796381247@0.0172988995534
PFE,"December 10, 2013",TB,-0.00479841072521|0.00645299832861|0.00607571923713|-0.0032986638105|0.00116234788051|-0.00395558576136|-0.0107963760123|0.0111868289279|-0.00585399881059|-0.00149783565661|0.00108551874011|-0.00747884412279|-0.00299054662532|-0.00458304768671|0.0012466391973|-0.017574925574|0.000388700790713|0.00415199465784|-0.00270652423993|-0.00308862118531|-0.00769721385842|-0.0136740650359|-0.0106661481561|-0.00110549179884|-0.00533622521834@0.00656014422531
CSCO,"June 1, 2017",TB|T100|TVA|TVB|TV100,ERROR
UUU,"May 12, 2009",TB|T100,0.0152045238639|-0.0154860936747|0.00893149281738|0.0608574705568|-0.0842808084935|0.0239881055298|0.0447071857088|-0.0289984968286|-0.00621999700531|-0.0106232936777|0.0451581166265|0.0393176564215|-0.0702613846574|-0.0336479092589|-0.0537071622454|0.0415025201747|0.0110165673334|-0.00132183116006|0.0361688834836|0.12162881021|0.0127781964906|0.0504587402366|0.00214958534249|-0.0846670392058|0.010580503063@0.0395475008917
GGG,"March 14, 2017",TB|T100|TVA|TVB|TV100,0.00181359256031|-0.0148682638565|-0.00118511804105|-0.00275470736421|-0.00098851290195|0.00306611808303|-0.0017290657838|-0.00717409298839|0.0113995801052|0.000456294269506|-0.0185140863536|0.0202173954299|-0.0035700605002|0.00415575498238|0.00107874624667|-0.001016103385|0.00515580913758|-0.0103221113853|0.00879116273332|-0.00150746360567|0.000173697629965|0.00468952479787|-0.00974302385318|-0.00292449109007|0.00195414928721@0.00739477950892
PII,"September 17, 2009",TB|T100|TVA|TVB|TV100,-0.041530364906|0.0025148285913|-0.00638400817088|-0.0162101655293|0.00562514889208|-0.0167510348477|0.00335247873766|0.0229045214841|-0.0267972174432|-0.00464330563915|-0.0264723547246|0.0140802299219|-0.0135369248272|-0.00725690517133|-0.0102881290173|-0.0108614334913|-0.0184502837997|-0.0145157650742|-0.0040740408732|0.0798485701406|0.00098577244548|-0.0193380640696|-0.000833653740565|0.00140594972253|-0.00373683750195@0.0281814099107
