Event_Window,Mean_CAR,Var(MCAR),z-stat,p-value
"[-5,0)",-0.01145971542530265,2.1928416354535007e-05,-2.447204140769441,0.014396927004736593
"[-2,0)",-0.00966413167628662,8.771366541814007e-06,-3.263091175320559,0.0011020405899945665
"[-2,3)",-0.015392819429606108,2.1928416354535004e-05,-3.2871122927778575,0.0010122046243328368
"[0,2)",-0.003584002845167226,8.771366541814007e-06,-1.210137490684797,0.22622613930826974
"[0,5)",-0.0015466519552783063,2.1928416354535004e-05,-0.33028508377521626,0.74118456256762155
