Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-180,-10)_[-20,5)_BS"
ITGR,"February 9, 2017",3,A1,ERROR
FB,"May 17, 2016",1|13|435,A1,0.0118055889639|-0.00114717553955|0.0136955902029|-0.0269740777089|-0.00353451421531|-0.015134102554|-0.00232151236275|0.0782780607968|0.0119411826391|-0.00156704628081|-0.00132109689492|0.010234493706|-0.00316405181921|0.00889086695589|-0.00425978528639|-0.00431540591258|0.000895853208571|0.00476122905597|0.00443687857171|-0.0215982826358|-0.00214708149632|0.000973227206113|-0.0046126332051|-0.00356080014074|-0.0115906279042@0.0179603333735@0.0128507472143|-0.00986435752511|0.00710678408238|0.00813338172214|-0.0215913704603|0.0167364397533|-0.0142252289301|0.023636293934|0.00966718156146|-0.00547609153587|0.00564379912728|-0.00852661831952|-0.00483089916614|0.0106914168346|0.0174693805593|0.00519072291316|-0.014393345528|0.0113049430576|0.00739029749812|-0.0184974251088|-0.0124791388565|-0.0307857141064|0.0150328439817|0.00749232145312|-0.00529986205145|0.000226001465933|-0.0104441132763|-0.0145348818048|-0.0103682730213|0.00637953388833|0.00858613451676|0.00419709218243|0.00348694259315|0.00190209022533|0.0100919496918|0.00769093877611|-0.0148945715427|0.0067079071456|0.0063671364742|0.011739774489|0.0167866743664|0.000190835599684|-0.00886771300598|0.00587720825277|-0.0246540102565|-0.00111729063532|-0.0115285515932|0.0152481432306|0.0451682764203|-0.0160642330842|0.00332420123604|0.00945807798204|0.0132093740455|0.00505484352149|-0.0272659106251|-0.0169649413458|0.00996516046114|0.00625849766895|-0.0144212211553|0.0046735152509|-0.00345233714635|-0.0141060590711|-0.00422672975044|-0.00213712895894|-0.00823125663168|0.0155745282805|0.000154301993335|-0.00183541310646|-0.00536942003586|3.17699598944e-05|0.0144429369051|-0.0105901863483|0.0037199181748|-0.0115720138673|0.0177764822838|-0.0137768898957|0.00399042135038|0.0102506781759|-0.00225750328504|-0.00328699409285|-0.0041390312677|-0.0231475806174|0.00427585761334|0.00988128811249|-0.00043709008772|-0.00319143687613|-0.00501431929234|-0.00938975670612|0.00186288319947|0.0150142270923|-0.02488053783|0.00481736114711|-0.000497145496242|0.00881326162169|-0.0138779032471|0.0110999952626|-0.0126059719797|0.000329916316521|0.00330518029018|-0.00940803371972|0.015802777574|0.00592584619121|-0.0127417596418|-0.0193821462603|0.137322647998|0.000311077345955|0.0244808022261|0.0145319022416|-0.0247157053402|-0.0226947356398|-0.0400000592512|-0.0287739524852|-0.00342496123379|0.0142504291891|0.0220882199577|-0.0226855163819|-0.0235655242821|0.0156717065061|-0.0133331736759|0.00983119591781|0.00742335147298|-0.00329350407238|0.00710377837987|-0.00340510374504|-0.000117611652852|-0.00192220641481|-9.38224427181e-06|-0.00499709040299|-0.00892467804511|-0.0157440086227|-0.026981717265|0.0126855877105|0.00813636638317|-0.00390772187504|0.000451147335828|0.00452799684893|0.00760551019344|0.00595746480236|-0.0185968313273|-0.00169904323288|0.00076749043387|0.00290166726091|0.00859251495429|0.00374959377172|0.0037382898373|0.00995221295536|-0.0185420316658|-0.00383490892033|0.00831921743389|-0.0284067579225|0.00682755213475|4.73326496822e-06|0.0113441275537|-0.0310597449749|-0.0136131772863|0.00331762124857|-0.0131984228575|0.00167051815205|-0.0109290172037|-0.00158621600503|0.0118055889639|-0.00114717553955|0.0136955902029|-0.0269740777089|-0.00353451421531|-0.015134102554|-0.00232151236275|0.0782780607968|0.0119411826391|-0.00156704628081
FDX,"May 9, 2017",4,A1,-0.000223625283785|-0.0128756426593|-0.0299772754575|-0.00612426895795|-0.000937386741983|-0.00690491597422|0.00188933431965|0.00590670385433|-0.00265824749976|0.00424543751936|-0.00491480360829|0.00391861763884|0.0100924803763|-0.00796499600348|-0.010890846149|0.00371942978516|0.00610260976287|0.0051792119318|0.00159205145049|-0.00669477414404|-0.000629911721072|-0.00770266578555|0.00813719424612|0.00624613818312|0.00931339974968@0.00946036173892@0.0102813596978|-0.00440790824964|0.00166086350925|0.00400283503951|-0.0154113392709|-0.00129410150536|-0.00467761882845|0.00047742524134|0.00338128163337|0.00417481652546|-0.00641500991452|-0.00771386792445|0.00228739828703|0.00633475345255|0.00135861881062|-0.00243358344493|-0.000526816655831|-0.005239964613|-0.00821798814474|-0.00277736880441|0.0145134450324|0.00846057760273|0.0530507844621|-0.00881855251784|0.0107786380154|0.0152127179989|0.00356096618262|-0.0165467282955|0.00905098367247|-0.0116794240489|0.000669910275721|0.00209561148959|-0.00161466902451|-0.00764353004908|0.00362975490496|0.000559693778455|0.0145699654498|-0.00475909781351|-0.0111318889083|-0.000514705562605|0.00332468868563|-0.00820599674765|-0.00493017760679|-0.00227275104305|0.00231092919664|0.00578393206103|0.00312420227743|0.0119755871839|0.00782164082388|0.00265615650122|0.000279228011546|-0.0073997116271|0.0121835821439|0.0128270338072|0.0078693136497|0.00295630421525|0.00163646075328|-0.0136011198406|0.0100785343896|0.00338064645663|0.0123413431041|-0.0136166549027|-0.00629475858155|0.000560240114759|0.0145156282865|-0.00458870883402|-0.00279917858339|0.0100645350631|0.00283538508948|-0.00223278544284|-0.000898572086526|0.00990986225597|0.00710017588916|0.00249739105251|0.00146329192647|-0.00992640548903|0.000572437931043|0.00180692893937|-0.00974143302797|0.00660047777351|0.00884172073022|-0.00557612741128|-0.00503793059234|-0.00499847153207|0.00308766452073|0.00092659001164|-0.0305705013413|-0.00439593691978|0.00323253946526|-0.00991565180242|-0.00110390140545|-0.00778744425883|0.000346230365945|-0.00126474276373|-0.00187742730949|-0.000694626550699|0.00533099443379|0.00098802977785|-0.00678306013283|0.000861863793692|-0.00690152518776|-0.00481684306429|-0.000940339158896|0.00358532105279|-0.0012515031796|-0.00686993887883|0.00163308498445|0.0248225855727|-0.00352643148658|-0.000718921245396|0.0190306454616|-0.00625842341225|-0.0216149741945|-0.0156755600975|-0.00981450900751|0.0109341676055|0.00204690363764|-0.00107530871303|-0.00196930996547|-0.00398382069201|0.00723897944278|0.00228538741908|-0.00546235285467|0.00505060111842|-0.0058384446051|-0.000163151827186|0.00128233248993|-0.00685271169368|-0.0146509887642|0.00844470124287|0.00454821110716|-0.00397153612986|0.00585896806337|-0.00624227836942|-0.00267772714942|0.00148368721743|-0.00182197907962|0.00223521581917|-0.00790402883287|8.22331846692e-05|0.00435924384113|-0.00447625529266|-0.000717527523688|0.0015408971649|0.00969656914596|-0.010731327669|0.0133346638332|0.0181348819196|-0.0337279126307|-0.00485781430345|-0.00458039336982|0.00628242958936|0.00421326519569|0.012966677385|0.00778914991643|0.00311685107646|0.00381069148258|0.00139520796158|-0.00274812637419|-0.000567434630966|-0.000223625283785|-0.0128756426593|-0.0299772754575|-0.00612426895795|-0.000937386741983|-0.00690491597422|0.00188933431965|0.00590670385433|-0.00265824749976|0.00424543751936
ODP,"June 30, 2015",110,A1,-0.0098220747312|0.000408582649247|0.00544476862333|-0.00476962907674|-0.0132233822458|-0.00645620556538|-0.00580032863101|-0.01099833313|0.0068013627187|-0.0142488593716|-0.00893294178857|-0.0116450467231|0.00584306303711|-0.00639262975115|-0.0130052386162|0.00256001851137|-0.0202332663838|-0.00355190727681|-0.00424940437842|-0.0100808816753|0.00147568187275|-0.00122454287961|0.00899320956252|0.00413660410778|-0.00979234234135@0.0284382142424@-0.0108770318847|-0.0216886117461|0.00183523510996|0.0518450054431|0.0455456076923|-0.0339446878679|0.0273577050252|0.00586276920497|-0.0253883875553|0.00251433849613|-0.0230461418551|8.21509219141e-05|0.023667294676|-0.0267793038462|-0.0177452949334|0.0101576116557|-0.0330367999975|0.222232369331|0.0135997397807|-0.024564736446|0.0159203900376|-0.0081026246749|0.0215277907543|0.0244649173896|-0.022180629714|0.00679280374355|-0.0188108431642|-0.00926385889894|0.00132772605148|0.0184378763561|-0.0132054063286|-0.0224240905642|-0.0175395270597|-0.00595665121551|-0.00112575743884|-0.0392632618797|-0.00839830855226|0.0251857158974|-0.0473173068702|0.00134251761643|0.00834452699074|0.0283935554296|0.0404863906977|0.105106932882|0.0461315673636|0.0102010979353|0.0151526037965|-0.00833348799835|0.0140624081426|0.0228162445061|-0.020855888084|0.0127018880348|0.00346451595377|0.00359067613647|-0.0149366358719|-0.0138884996598|0.00232730929244|-0.0192349831552|-3.32384797617e-05|-0.00201159186518|-0.0197603461489|-0.0117767844139|-0.0182202320185|0.00233122703186|-0.0216983244883|0.0328653971981|-0.0364776742504|0.0135307623305|-0.0500257990629|-0.0124269110043|0.0160767321539|-0.011606574086|0.0170240129946|0.000348269320262|-0.0103933667854|0.00632435710841|-0.0302253151483|-0.0120902979439|0.177626354979|0.0230007519428|0.00199070947365|-0.0171933408524|0.0138952929699|-0.0194845747323|-0.00182413047805|-0.00903195239488|-0.00964336127271|0.00336705013411|-0.00238161923299|-0.0171479375021|-0.0147514803988|-0.00845281586095|-0.00730652840112|-0.0120287837615|-0.00638794558014|0.00770618369851|-0.000258560323569|0.000930992558687|-1.08816475164e-05|-0.0161550021709|0.00702203132292|-0.00758931326844|0.00926654071632|-0.00089542265791|-0.0120563805665|-0.00668762915457|-0.00945420237733|-0.00132012812278|-0.0145822215223|-0.000751821085201|-0.00700937050403|0.00831833941479|-0.00282977415441|0.00656933287978|-0.00840952103391|-0.00459632726762|-0.00400773401262|-0.0104228162324|0.0154449586119|-0.0232163772273|-0.000502760966762|-0.00598252243338|-0.00788317714927|-0.00246744120746|-0.00893841268888|-0.00404279956055|0.00656891800457|-0.0165529129696|0.0141271557285|-0.00743476165009|-0.000902597339028|-0.00529264150242|-0.01806294554|-0.00483220763661|-0.00787322376909|-0.00770884164071|-6.62961368893e-05|-0.00667935900888|0.0147068312012|-0.00366733445779|0.000163145617489|-0.00645742570091|-0.00448176942921|0.00339301980034|-0.0114603098084|0.00269505447336|-0.00450972271528|-0.0143130886728|-0.0227561050664|0.00102587459227|0.0010751102812|-0.00405901038007|0.00173023225497|-0.00201978038941|-0.00191998692324|-0.00295053187767|-0.0076609294329|0.00215951050367|-0.000110408626662|0.00103313855379|-0.0098220747312|0.000408582649247|0.00544476862333|-0.00476962907674|-0.0132233822458|-0.00645620556538|-0.00580032863101|-0.01099833313|0.0068013627187|-0.0142488593716
ADSK,"April 12, 2016",4,A1,0.00246601150021|-0.00543773387767|0.00405590677611|-0.00649195737944|0.00781354090241|0.00390851011733|-0.00327112852704|-0.00481515012793|0.00128475906108|-0.00586878219409|0.00795916958118|-0.0114647759514|0.00928274353868|-0.0179212385243|0.0104271306575|-0.00755855007893|-0.00174494280922|-0.010822711607|0.00274049650161|0.00406853683668|-0.0283810961119|0.0190549402458|0.00570268103781|0.00650641610671|0.00338130590412@0.0199275031755@0.000684241935585|-0.00796749134348|-0.0181308088452|-0.0245406931544|0.00921954933228|0.000759835768794|0.0557223587696|0.0174909672465|-0.00524065034371|-0.012820863453|0.00332728067919|0.00977966241255|0.00412805071221|0.0119203235485|-0.00300497722293|-0.000340701027413|0.00261020366408|-0.011948444217|0.00374573429909|0.00147451327193|0.00976097342623|0.00310013665323|-0.0117193866258|-0.0252137418027|-0.0118193090255|-0.0515631069599|-0.00742643241946|0.00768977915782|-0.0118176526214|-0.00256185117043|0.00482388850809|0.00141905095009|0.00121972475649|-0.00549989797623|-0.00445185904162|0.000495724754476|-0.00511021328141|-0.00479398890016|-0.000546649801157|0.0123152948662|0.0131166414412|0.00455954822379|0.00103726343657|0.00639564950835|-0.00202848540625|0.0114368726821|-0.021018013614|-0.0469920409808|-0.0266125476966|0.00166672186632|-0.0148097568439|0.014854660315|0.0140304095261|0.0190547265487|0.0848854046175|-0.00212908786313|0.0170334053744|-0.00870585092999|-0.00329383303664|-0.00827061864019|0.00644666965008|-0.00755284000947|-0.0101844091914|0.00781761095398|-0.017265773101|0.0252826564075|0.0107420674366|0.0116130671556|-0.00791544575204|0.00680683299664|0.0158716727578|0.0140785886712|0.001213875218|0.0939179576641|0.00610790694607|0.00458704648673|-0.00570663042695|-0.0157627023016|0.00993035072419|-0.00862705629606|-0.0104752302378|0.00546484684801|-0.0191478173802|0.0188243935689|-0.0348460160039|0.0357690867964|0.00367693960374|-0.00300296518019|8.45375527263e-05|0.0109010582787|0.00770791361609|0.00880360625536|0.0137842192074|-0.00978138505338|-0.0173532921485|0.0105876296497|-0.00260788549437|-0.0038220000562|-0.0120360218158|-0.0124688420603|-0.00716984260945|-0.00406148196324|-0.0019719581355|0.000222019021348|0.000400335300262|0.00244496496901|0.00196125355831|-0.00175610003207|0.00222084393081|-0.00731538146526|0.00821696838658|-0.0102387884921|0.00569999409391|-0.00129396748939|0.000125187271653|-0.0337214421664|-0.00422015673152|0.00128717600354|-0.0180825782253|-0.0451576047094|0.0146077714693|-0.0388229765837|-0.0395242787526|0.0210323130114|-0.00782918457767|-0.000575245950315|-0.00457162913925|-0.00723387236479|-0.0284358208678|-0.0333358405069|0.0047041511579|0.0173656139672|-0.0168750767432|0.0692746345227|-0.00348443372183|-0.0478521662231|-0.0454098975458|-0.0195131994878|0.0253965662336|0.00419208359374|0.0130188229012|-0.0209872383026|0.0191961422115|0.0270735809457|0.0441618100728|-0.00876363656999|0.00112375421384|-0.016318297215|-0.00992451979548|0.0372672063588|0.0193166316513|0.0205152106258|-0.00406453130529|0.00172649761503|0.0218459419532|0.0319932875985|-0.010496506543|-0.00942214336594|-0.0147143234025|-0.00773448385038|0.00246601150021|-0.00543773387767|0.00405590677611|-0.00649195737944|0.00781354090241|0.00390851011733|-0.00327112852704|-0.00481515012793|0.00128475906108|-0.00586878219409
EA,"December 7, 2016",33,A1,0.00045116736382|-0.0352098864917|-0.0368211507965|0.00974007376123|-0.0153556591536|0.00872774248752|0.0162875061089|0.00484081640464|-0.0068195042889|-0.0164494632156|-0.0089721967982|0.0191308155979|-0.00619709283866|-0.00235486841587|0.0305507481005|-0.0252632862934|-0.0449404589081|0.00249532156977|0.0148792156946|-0.0109792753292|0.00214029536349|-0.00503716285442|0.00650347558153|0.0236663350106|-0.00469002546143@0.0155766046604@0.0231512057422|-0.0129313967481|0.00492850852595|0.0126806570852|0.0012439572502|-0.00324181504653|-0.00941966360267|-0.000757888874945|0.00332452369857|-0.00421062126962|-0.0198432805557|0.00177339250734|-0.0157369386466|-0.0118193706646|0.019032321422|0.00180317213922|0.0289998288571|-0.0115214815665|-0.00842438366759|-0.00749556276998|0.00956003736702|-0.0054724700233|0.0015969771455|-0.011180194444|-0.0332996008804|-0.00942881218761|-0.00375134567126|0.00917573882004|-0.00631866657463|0.000745333139404|0.00518910682357|0.0230689259411|0.00755140462255|-0.010959189273|0.135568973041|0.0209460388214|0.00918365701279|0.00959458287208|-0.0123204343925|-0.00971420458202|-0.0112097892815|-0.0114443305949|0.00215681405983|0.0166899714823|-0.011973193882|0.00124519062385|0.0034045986916|0.0146149310678|-0.00421059211471|-0.00387987663867|-0.00111430332015|-0.00338581629839|0.00778503201198|-0.0161765863891|-1.04269656988e-05|-0.00549506293716|-0.00811557458132|0.00465875607683|-0.00133896295739|0.00485917114476|-0.00402995463647|0.00431762823831|-0.000531729038834|-0.00883845808408|0.00481035389124|-0.00778682584977|-0.00906755116934|-0.000686961513846|0.000467516177671|0.0147402744007|-0.0011078933532|0.00561570661386|0.00528347545141|-0.00181538682402|0.0078514864702|0.00779410623661|-0.00263657940323|-0.0247164612177|1.96943492553e-05|-0.00245987675183|0.00245365354094|-0.0226596213325|-0.00169363591194|-0.0149238887956|0.00794717409885|0.00897164955462|-0.0019497993747|-0.00209075596424|-0.00685675979393|-0.00162274249236|0.00398036102653|0.00663587672025|0.0205538942751|-0.00678025474959|0.0126779812671|-0.0074361959072|-0.0086269094861|-0.000199473073653|-0.0139144838122|-0.00544875238907|0.0229087924639|-0.0145425575605|0.0194248479446|0.0123743558935|0.0100509899059|-0.00404634081562|0.00752706715176|0.00491219145032|-0.0108041526046|-0.00335471916815|-0.00126083350212|0.00331912793787|-0.00449568193123|0.00568724224238|0.0159829715865|0.00156087953056|-0.0141437014542|-0.00599218296415|-0.00860166637925|-0.000675612846168|0.0118879301043|-0.000953487969428|0.021720649754|-0.00326305291728|-0.00238523299578|0.00183738748776|-0.00450493435565|-0.00971139432366|0.0169082947624|-0.00293072387767|0.0141227700195|-0.00733139890023|-0.00180463523247|0.00627846256018|0.0013835270623|0.00531664374933|-0.00557877393615|-0.0118351980936|-0.00700607854995|0.00584732918498|-0.00628496143625|-0.0120172802255|-0.00736530745994|0.00888474923597|-0.00109865232508|0.014243959338|-0.0180298336812|-0.00209511722961|0.00305839223579|0.0109472107527|-0.0124111205319|-0.00342088385808|0.00318388025059|-0.0385978602454|-0.0125918179878|-0.00330120498002|0.0206586511335|0.0206576608751|-0.00357411568189|-0.00863794275083|0.00045116736382|-0.0352098864917|-0.0368211507965|0.00974007376123|-0.0153556591536|0.00872774248752|0.0162875061089|0.00484081640464|-0.0068195042889|-0.0164494632156
AAPL,"May 17, 2016",1|265,A1,-0.00744965329096|0.00241355702094|-0.00333543093808|-0.00130268881802|-0.00230136656742|-0.00721691738924|-0.0655146355906|-0.0192699613662|-0.00398603962827|-0.00860476420666|0.0276594625188|-0.00267656113685|-0.00240846151763|-0.00829522214355|0.00125602887079|-0.00580421811175|0.00230403173724|-0.0226281805056|0.0133503132377|0.0267555169757|0.00790556465769|0.0124857671152|0.00155808767755|0.00506881846872|0.0156105713236@0.0132875880288@0.00465210561942|0.00594455713447|-0.00993682586612|0.0221163162811|-0.0170655512289|0.00871198534521|0.000741516939853|-0.00272108817514|0.0170176077151|0.0107615733185|0.015236956268|-0.00426697631164|-0.00722741262544|-0.0176331857333|0.0159820322124|0.0109890371752|0.000413090240731|0.0113319729763|0.0114744804108|-0.000793265909302|0.0102646269414|-0.0297466505492|-0.00821364953539|-0.00806535799574|-0.00809685123941|-0.0149405666314|0.0101014395283|-0.0125822625283|-0.0203710911187|0.0244070402202|-0.00428020072189|0.010305763712|-0.00734896841537|-0.00097598546276|-0.0110622913753|0.00707480514066|0.0209817308543|0.00840433734991|-0.00237391392992|0.0196035641617|-0.0282042082322|-0.00272198519617|0.0289940237834|0.012597986755|-0.00224823268626|0.00206516342908|0.00956097983491|0.000220281864708|-0.00205040734671|0.00318826354498|0.00801025519081|-0.0331987071638|0.000235571007362|0.0140101781753|-0.0154050119526|0.000574653647608|-0.00203565856531|0.0147664855478|0.0150395702352|0.00168236242756|-0.0103394740961|0.00947140011298|-0.00557553822701|-0.00172681436643|0.0103045281021|-0.0174691767738|0.00399146788604|0.00809262565086|0.012247135461|0.00200604092103|0.00865827724454|-0.0120313725771|0.00326100666466|-0.00245039017897|-0.0104793205026|-0.0282515120344|-0.00736596711933|-0.00257867428432|-0.00562692920825|0.00431090131993|-0.00973491097057|0.000273072400483|-0.00204418472196|-0.00723264273918|0.00721819243732|-0.00364323322904|-0.00654649448095|0.0182517682108|-0.0258566792346|-0.00393477688569|-0.014154201607|0.0192238734952|0.0163785858043|0.00673693475865|0.00402341566056|0.00461309904011|0.00172934159186|-0.00492080896362|0.01740322334|-0.00997042004189|0.0302181870257|-0.00101064149467|-0.00840818993093|-0.0541217047377|0.00269405791374|0.00809231488025|-0.00754507204468|0.00162562320955|0.0142612280097|0.00766409108535|-0.00382910552325|0.027275995129|0.00116606793075|-0.005192190843|0.0102161082988|-0.0186064937634|0.0102678762416|-0.00173191984245|-0.0130476425988|-0.000319110218243|-0.00615045575517|-0.0070182002691|0.0110432743808|-0.00536566709168|0.00559853639624|0.00809079284488|0.0140438120965|-0.001457409322|0.00441945234599|0.0125228308102|-0.0105955434936|0.00560272755366|-0.00325782386727|0.00102291464205|-0.00599363882803|0.00543164819835|0.0231812112109|0.00809990389835|-0.0073371321955|-0.00187459817499|-0.000263985904263|0.00966588542216|0.0034004285025|-0.00240382710303|-0.00378460298949|0.0143952639328|0.0137830321177|-0.00102377205425|0.00287483315437|0.0153358295873|0.000958180789978|-0.000457694820224|-0.00696628119484|-0.000510401936374|0.00740928235318|0.00387043175124|0.00442789132889|0.00191857221697|-0.0175836027727|-0.0283110520674|-0.00744965329096|0.00241355702094|-0.00333543093808|-0.00130268881802|-0.00230136656742|-0.00721691738924|-0.0655146355906|-0.0192699613662|-0.00398603962827|-0.00860476420666
MMM,"January 13, 2016",125,A1,0.0139175824269|-0.0705559198975|0.000498392439808|0.00520319495853|0.00164378609163|-0.00278124500635|0.00280202475865|0.00468362582148|0.00163003071712|0.00214654016663|0.00244720835554|-0.00056152472312|-0.000137227185749|-0.0141574746715|0.0030657684024|-0.0099426240403|-0.00484309886554|0.00564659700338|-0.000928092411739|-0.00359616442473|0.0053018567992|0.0044370602091|-7.36059775573e-05|-0.00315689176082|0.000182053701144@0.00845101443899@-0.000276054017216|-0.00518747825404|0.00457041780467|-0.000457028903709|0.0062413733816|0.00244318315494|0.00172998418226|0.00298875598983|0.00192996673858|-0.000391639022371|0.0035863114057|0.00765109917394|0.00300277823905|0.000128451302873|-0.0050678773209|0.00189046375393|-0.000542132284068|-0.00128565791403|-0.00465402514973|0.000200435495695|0.00133415773183|7.46057546753e-05|-0.00603619488359|-0.00219253428754|0.00152513354139|0.00470572564386|-0.00438411071514|-0.00656982006684|0.00197702514992|0.00269370999141|0.00344024086666|0.00261737819522|-0.00511756195447|-0.0102469911145|-0.000358239263593|0.00171192916068|0.00855183913779|-0.000501791339919|0.000519667536717|0.000515861206025|-0.00848175948984|-0.00777284147925|0.00772015351979|-0.00288193157259|0.00066141376691|0.00231369222074|-0.00090229744308|0.000472456095238|-0.0027497972776|-0.00381808116967|0.00540799494345|-0.00230286958574|0.000932365791241|-0.00144808634264|-0.00462832813578|0.00106757539072|-0.00365767263243|0.00240940097828|-0.00538746045356|-0.000700467929526|-0.0340938047533|0.00742300657286|0.000669353702148|0.00618002882839|-0.00323326522863|0.000688688702001|-0.000194799429825|-0.00525951060206|0.00354229956239|0.00146372180737|-0.00488671212862|-0.000831041729688|0.0055766226542|-0.0109637959707|-0.000614008496785|-0.00646847834218|0.00308790084655|0.00201604245394|-0.00380478039058|-0.00311550040902|-0.000191179239702|0.0160948506513|0.0100298431029|0.00290158061205|0.00572101334819|-0.0115294935523|0.00220060809346|-0.007777657367|-0.00123187662081|0.00440180278835|0.00304158179722|-0.00101351551302|0.00527088637841|-0.00705319602099|-0.00488825080103|-0.000190719830235|-8.099390746e-05|0.00961708346995|-0.00275270495432|-0.0067882651643|-0.0100937557481|-0.00109474540689|-0.00382489781846|-0.00122243153304|0.00245119545168|0.014589032822|0.012250447936|0.0222635250537|-0.0133780541182|-0.00889334417669|0.0049440847577|0.00731172729514|-0.000750704396616|0.00539375245439|0.00585133795946|0.00241085446188|0.000389747825283|-0.0011246338101|-0.00131822635639|-0.00644306141691|-0.00688611789156|-0.00502875546808|0.00860100602182|0.00989578642834|0.0268991706762|-0.0101157467924|0.0068913209954|0.00287421270438|-0.000523821470521|-0.00242151753827|0.00105775496205|0.00762427404775|-0.00960608646589|0.00356504750945|0.0014043129853|0.00221154008832|-0.00359619375287|-0.00102100894406|0.0125120799025|-0.00592942493787|0.00509668487763|0.00414001132234|-0.00680387599849|-0.00386225820077|0.00706109964954|0.000726323134243|-0.000867785956341|-0.00668691417259|-0.000555141488669|0.00143956223743|-0.0054950138167|-0.00558028904451|0.0007462378411|0.00303326782747|0.00896488572571|0.00205220557863|-0.000536576568115|0.00170416444495|0.00737099210611|-0.00123345843305|0.0139175824269|-0.0705559198975|0.000498392439808|0.00520319495853|0.00164378609163|-0.00278124500635|0.00280202475865|0.00468362582148|0.00163003071712|0.00214654016663
DD,"August 19, 2016",72,A1,0.00381277354838|0.00950925679143|0.00362738767086|0.000612335544578|0.000568541246338|-0.00266601110186|0.00354263868156|-0.00208068384313|-0.000427629769564|-0.00194066028373|-0.00324409484373|0.00185057683602|-0.0078135108348|0.0067591289904|-0.000651526386269|-0.0184799244879|0.011378372724|-0.00336428195588|0.00669780747795|0.0096999767765|0.00635860714358|0.00254349589392|0.00490240679942|0.00452253643755|-0.00105493463568@0.0166510814221@0.0108250110971|-0.000517925569745|0.0022050254665|-0.00311418118731|-0.000245604071147|0.120330094725|-0.00187528411841|-0.0358272415718|-0.0417303906562|-0.032176417401|-0.0194595530685|0.00118262282023|-0.00927161075945|-0.00207518659302|0.00306389358667|0.00839969640226|0.00740653248789|0.00354890881797|0.00518216116219|0.00407028732001|-0.000144708388032|-0.0394215488893|0.0172671739018|-0.000534062951341|-0.00421634827892|0.00642264598973|-0.0340643285907|-0.0183359424522|-0.00444463584038|-0.0065767252176|-0.0362491234072|-0.0175686312964|0.0056697803911|0.00859962970326|0.000250459180797|-0.0162261678533|-0.00552328398071|-0.0264264367448|0.00516563142909|-0.0112427181275|0.0106289964821|0.0720330078597|0.0386036817089|0.00416416752534|0.0169629424943|0.00183336344834|0.015870958845|-0.0125699724821|-0.00853760312675|0.00930591124144|-0.00989787160372|0.011958133699|-0.00602261418853|0.000560072915866|-0.010904853621|-0.00993606766487|-0.00157052230212|0.010698202209|0.0203920050469|-0.00202179411163|0.0087855898567|-0.0173377524839|-0.00796931043462|0.0169123413825|0.0231405043141|-0.0066636931737|-0.00644039807976|-0.0213320684501|0.0095434503561|-0.00691154909855|-0.0056559631042|-0.000838521025617|0.0157222708539|6.10107040769e-05|-0.00592782669139|-0.0093279282009|0.004285971335|0.00366520639732|0.00317905223651|-0.0183388386865|0.00369768893219|-0.0106880762642|0.00211426729705|0.00178904872951|0.000816477238012|-0.00628321693013|0.0019421320299|0.00338664585017|0.00287786446626|0.00729480707496|-0.0030394863643|0.00585747978756|0.00261827988396|-0.0161585748475|0.0117447607776|-0.0155214001675|0.0113446311078|0.0134908726673|0.00189567543069|0.0221499303795|-0.0033108855376|-0.00607469277529|-0.00173729864017|-0.00593605195106|-0.00958574799067|-0.00281867189266|-0.00895492860348|0.00540018436009|-0.00346625440987|0.000861173837115|0.00540593588771|-0.000714210028015|-0.0121710008569|0.0120946724301|0.0129861008521|-0.0086534779326|0.0102960683916|0.0139532396875|0.0203447658839|-1.25019534728e-06|-0.00257588946824|-0.0190324308509|-0.0013708699636|-0.0244641091682|0.0129056724313|0.0221088119131|0.0131797964478|-0.00577408500539|-0.00174362031398|-0.00879745735553|-0.00538286984877|0.00517165998744|-0.00376442919618|-0.0114189895287|0.000178008490115|0.0143773749099|0.0101389883001|-0.00350546161837|-0.00295377455608|0.00946678625181|0.00290632191169|-0.00852647998708|-0.0102353768885|-0.0399279276243|0.00088664713495|-0.000996037304467|-0.00898377523177|-0.0142513969576|-0.024087531704|0.0018527234627|0.0125221692882|0.0049146399304|0.0184819976169|0.00248209827958|0.00572183280144|0.00596704620267|0.0105183695281|-0.00726667672694|-0.00154653739178|0.00659616587321|0.00381277354838|0.00950925679143|0.00362738767086|0.000612335544578|0.000568541246338|-0.00266601110186|0.00354263868156|-0.00208068384313|-0.000427629769564|-0.00194066028373
