Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-60,-30)_[-20,5)_NBS"
HPQ,"July 7, 2014",27,A1,-0.00370552073733|0.00150126275713|-0.00351496710362|-0.00799378385294|0.00943191659986|0.0500042455473|-0.00756563641966|-0.00117983780441|-0.0102872048933|-0.00699301876092|-0.00852899793802|0.009351112654|-0.0121401060938|-0.0133021060331|0.0103815779011|-0.00090186152121|-0.00604450686188|0.0106298256277|-0.0090886933874|0.000625377063794|-0.00105241226451|-0.00619750126264|0.00184991365779|0.00902793764764|0.00302212284346@0.0105526626139
XLNX,"July 9, 2015",141,A1,-0.00316366690419|-0.000851857396583|-0.00587502800388|-0.00471137957859|0.00260393872271|-0.00742757105409|-0.00192852695982|-0.0156334324999|-0.00218265214631|-0.0123038257344|-0.00199559237096|-0.000279368349239|-0.0212873804307|0.00217951221444|9.08702382191e-06|-0.0120352509044|-0.00696349874595|-0.00812467480967|-0.00468631804231|-0.00599625686814|-0.0231658567118|-0.013426004776|-0.00017821123681|0.00170855150226|-0.00729477268807@0.00979210906369
ENR,"January 12, 2015",4,A1,-0.00437776653229|-0.0101110005095|0.00292791876772|0.0115242998277|0.000907028087315|0.00774809620261|-0.00625073508175|-0.00704434191688|0.00401512466865|-0.00283290165058|-0.00335552836484|-0.0103974433912|-0.00435600478029|-0.0140043022266|-0.00172881589836|0.000557924166787|-0.00437062144661|0.00363745919378|0.0103533847729|0.00869077063225|-0.0023974436913|-0.00562552741007|-0.003622693738|-0.00397417902472|0.000883903758338@0.00863330254741
AMTD,"October 11, 2016",7,A1,0.00715623827494|-0.00896665289246|0.0194873160366|-0.00324827937844|0.00531782175814|-0.0103473815736|-0.0150499284794|-0.00724923714243|-0.0101193087356|-0.00691969743381|-0.0124320186692|-0.00548291506008|0.0625996227154|0.00653158841901|-0.00448096700998|0.00940258669358|0.0156771699362|-0.00838935305792|0.00679472207815|-0.0178117955376|0.0127328574157|-0.00553109645541|0.00209663823226|0.00887587624247|-0.00284345681659@0.00990634002893
DE,"February 20, 2013",13,A1,0.0145329230249|0.000230241233493|0.0051728816746|-0.00170292693772|0.0068445774556|0.00839907927474|0.00232660352578|-0.00699587650003|-0.00162919414454|-0.00656531275474|-0.00515832415644|-0.00777361038196|-0.00422894772128|0.00279939591076|0.00500880139488|0.0069186591879|-0.0359903214791|-0.0016177292784|-0.00781148933847|0.00122446938305|-0.0135617115723|-0.00811994409334|-0.00667005071572|-0.00254298086141|0.00590080450486@0.00937593202634
CTXS,"March 19, 2013",6,A1,0.00307208405472|-0.00848768942271|-0.00718472007886|0.0105058392417|-0.00847877572413|-0.0141991268959|-0.0089386638902|-0.00206772246467|0.00172206379964|0.0146878243281|0.00323905356693|0.00357425939389|-0.0043794983965|-0.00330774564037|-0.00223109252872|-0.00792746998532|0.00364376271815|0.00149105105981|-0.0189365761548|-0.0188770159871|-0.0121923503194|0.00953531353973|-0.00187677601492|-0.0228845677491|-0.0109003777122@0.0241713427744
LLNW,"November 12, 2015",59,A1,0.0406591417435|0.020435549708|-0.016116107907|-0.00470760217422|0.00164375257135|-0.024130544433|0.0223734543656|0.0111115479629|-0.0136842590101|0.00255308636933|-0.0257919060576|0.0333791912686|0.0307125002626|-0.00547174289973|0.0492645922701|-0.00468460267566|0.0269755094913|-0.0122018826634|0.00479096776225|-0.00597516846448|0.0264953607865|0.00829765174481|-0.104073709534|-0.0747986941527|-0.0667776494387@0.0342284663562
GRMN,"August 8, 2016",33,A1,0.00268031657364|0.0119055023344|-0.0106514428123|0.00152154243488|0.00571636858781|0.00442225091415|0.00438033109131|-0.00565739939748|0.00268673260485|0.000513594025118|-0.0015662234451|0.00783699559617|0.109494188681|0.0301005810973|0.01099556315|0.0249182475449|-0.0106275359334|0.00574563317118|-0.0197562460089|-0.00411555885359|-0.00224013492711|-0.0116544783565|0.0141449041493|-0.00326707500011|-0.00427960975251@0.00623292040405
PFE,"July 8, 2015",75,A1,0.00221784759966|0.000191166500448|0.00293173251563|0.00025779785921|-0.00023099538247|-0.00325608802217|-0.00187645251706|0.0041172941916|-0.000665906325801|0.000809348433281|0.00615744748638|-0.000642811128115|-0.00243165605033|-0.00156969017007|0.00887724837831|-0.00229121651548|-0.000590827540648|-0.00757290297196|-4.05146786699e-05|0.0103922374723|0.00680159705749|0.0119126908186|0.00558089327311|0.00548511792024|0.0050952854091@0.00540063987249
HPQ,"July 18, 2013",6,A1,-0.00748795535908|-0.035241424376|-0.0306838312335|-0.0373799931401|0.0103148120705|-0.000770389567148|0.0237670719638|-0.00603335842135|-0.00216719431769|-0.00368873614271|-0.000938921176984|0.00829103668083|-0.0235508843584|0.00443250188469|0.0105872175581|0.00969329338955|-0.0145414291472|-0.000136015188409|-0.00459944296695|-0.0126525089938|-0.00662979500144|-0.0535823265071|0.00727417061763|0.00131286000838|0.00741022306149@0.0330007496886
NTAP,"August 9, 2016",4,A1,ERROR
HPE,"August 9, 2016",4,A1,-0.00314129296077|-0.014721865868|0.00737291066215|-0.0134736796386|-0.0101579827364|-0.00311594872861|-0.000817603713015|-0.0126687708633|8.76305035457e-06|0.00853697800757|0.00547203461229|-0.00792118234043|-0.0098074461832|0.025521540348|-0.000674353767025|-0.0061574647663|0.0233287897285|0.00391215733412|-0.0161835203326|-0.015970317393|-0.00431900400746|-0.00687348375021|-0.00478732097622|0.00160040689115|-0.00612855602222@0.0174144826234
ALNY,"March 23, 2017",70,A1,0.00519176631486|0.0050377410771|0.0921234293659|0.0143291490335|-0.0440501526906|0.00247236051859|0.0168610827206|-0.0125364527226|0.000331603418895|0.0506371211729|-0.0175837914847|-0.023699367208|-0.00578530420983|0.0315958386039|0.0288004378022|0.009775302173|0.0193709745096|0.0811634988641|-0.0607935712565|-0.0237552994811|0.00213560083838|-0.0109215261112|0.000476273407605|-0.0238731542384|0.0122791844396@0.037079149806
AMZN,"March 19, 2013",13,A1,0.0115862798538|-0.000508321295165|0.00445506790777|-0.00980576318259|-0.0032519644857|-0.00723131756377|0.00455422581146|0.00642360187388|0.00341855773118|0.0234330211641|0.00190854786245|-0.00696333760989|-0.00048237032765|-0.00185314178872|-0.0133867101926|0.0133943069285|0.00307544445551|-0.0385383752223|-0.0128876221952|-0.00940416953951|-0.00288878226329|-0.00200289159047|-0.00680767825059|0.0107451154143|-0.00221345580651@0.0217949187855
DAL,"June 24, 2014",14,A1,-0.00657837299122|0.0196058465662|-0.0155382765207|-0.0110672017115|0.0169216535094|0.0081453610388|0.0183567612979|-0.0309596097386|0.0058961684615|-0.0127270060515|-0.00116025509783|-0.0245890199347|-0.0439878768945|0.0108965565419|-0.0140194744156|0.00898320334517|-0.00997920402867|-0.00763323471837|-0.00740583122323|-0.0142661519803|-0.00314327578149|0.00899535986344|-0.00201476886605|-0.00521172730205|-0.0167785683412@0.0195399080181
CGNX,"December 16, 2013",178,A1,-0.00496602104778|0.011582119579|-0.0185111148295|-0.0122267701958|0.0180190624024|0.01493843915|0.0127966576539|0.00289152033625|0.0125978407133|-0.00067323311519|-0.00195455052981|0.000317681879213|0.00356135857519|0.0121298853603|-0.00282922367678|0.00413248871175|0.00283473908239|0.0165894418501|0.00504667729973|0.0186402738727|0.0169440132048|0.0072744498773|0.036257237943|-0.000314886601827|0.00177279962812@0.0139852496165
COF,"September 4, 2015",122,A1,-0.00367335906733|0.00807439512739|-0.0132967377171|-0.00555141713012|0.00142030277304|0.00170320291337|-0.0016235523787|-0.00365162313718|-0.00857891091548|0.00351552536407|-0.00571657970138|-0.00487103981731|-0.00859341379112|-0.000405285390054|0.0115020930957|-0.00196717088657|0.0112486916906|-0.0199692794488|-0.00478366406828|0.00932277768142|-0.00565711990951|0.00269847503133|-0.00179374036059|-0.0060297597561|-0.00828323854533@0.00410557340152
CALL,"April 6, 2017",2,A1,0.036527395473|0.0154742749238|-0.00922766452832|0.0103500935894|0.0771772020745|0.029918783812|0.086778204156|-0.00232780036336|-0.00229530403219|0.0280206957768|0.00888301655073|0.00206921656555|0.0145580823875|-0.0159149099867|-0.00288272050512|-0.00960852106532|0.0126470619128|0.0167204494627|0.0038005430586|-0.00895539179728|-0.00863894758247|0.0265452409468|-0.00197379102013|0.00924901993459|0.0246916487967@0.0223847317872
CAT,"July 9, 2015",141,A1,0.00942441907065|-0.00806328809619|-0.000674964272718|-0.00760460732712|-0.0122997717031|0.00414451941512|-0.00729095495945|0.00164587358574|0.00267572900823|-0.000786157897494|-0.000481742486028|-0.0168187455145|-0.00105136050026|-0.00539035059162|-0.00941979456907|-0.0181481221863|0.00340533441908|-0.0150550506748|0.00339524630444|-0.0113648461257|-0.0106558270908|-0.00534459814222|0.00807401390902|0.00443765532934|-0.00566481098273@0.00892161974792
CELG,"June 17, 2015",68|414,A1,0.0104335059147|0.00728116384441|-0.00691713478043|0.0101949134089|0.0166908346395|-0.00301040957552|-0.00125040673309|0.0158521281558|0.000876990202591|0.00287839173455|-0.0112333015428|0.00964477420743|0.00775434792118|0.0207882753072|0.00507212509265|-0.0103049523213|0.00610920944027|0.0088073543657|0.0127144488287|-0.00617755765698|0.0111754037062|0.0229144816583|0.0185170443276|0.0131115873158|0.0106469429043@0.0137114522657
GE,"May 8, 2014",91,A1,-0.00661309617892|0.0161378963232|0.0075051064736|0.000598816569995|-0.00470043984584|-0.00241774181099|0.0154170247093|-0.00308868661768|-0.00607282659918|-0.00207088006377|-0.000658798933596|0.0175162096404|0.00297478841291|-0.00659864461509|0.00133525492549|-0.00394854136371|-0.000678858655689|-0.00576856119601|-0.00182670706047|0.00532229877861|-0.00122831292969|-0.00217805678887|0.00320614469658|0.00201889685034|0.00138409631393@0.00542694956014
MSFT,"November 30, 2016",510|498|29|532,A1,0.00480373918813|-0.000639540778706|0.000401214611001|-0.007874290123|0.00627437169354|-0.00419264414279|-0.0160780902759|-0.027741934093|0.00725448091956|-0.016658012068|0.0112386098569|0.0145506622834|0.0108035837406|-0.00304389307337|0.000349827405526|0.00179912876799|-0.012898784869|-0.0020805081341|0.00554969878342|0.00542745187232|-0.0117669001689|-0.0145473292296|-0.000161293777129|0.00971405944718|-0.00817509457945@0.0043230696841
MU,"May 9, 2017",4,A1,-0.0363423710981|-0.0190941358692|-0.0156830352714|0.00758061196105|-0.00290970371913|0.000765236262124|0.00307886253976|0.00904160848682|-0.0224530170433|-0.0484138721362|0.00284140320589|-0.0105948678348|0.0255059049876|0.000628107684031|0.0142643813293|-0.0232244389905|0.00597409284487|-0.013399950872|0.00462351958395|-0.00883019525502|0.0236561263571|0.01074070467|-0.0109649630337|-0.00503641609727|-0.0158628981435@0.0206692436987
SUPN,"June 18, 2012",3,A1,ERROR
MOD,"June 10, 2014",5,A1,0.0131684915478|-0.0396711448463|-0.0285795762324|0.00577534227866|0.0167240842263|0.00749086395758|-0.0122622022313|-0.0140125878106|-0.00978577506934|-0.00771246993524|-0.019587384869|0.00131043698079|-0.024365026927|-0.0299359825604|-0.026759586963|-0.0309745384763|-0.00281212934177|0.0037849383669|-0.00392040779719|-0.00397330201895|0.0100566507753|-0.000835736086996|-0.00390913864265|-0.00526879642701|-0.0183732849796@0.0254285235336
MDRX,"April 12, 2017",5,A1,0.00852139015167|0.0253795479911|-0.0177348854231|0.00613075337005|0.0364515796898|-0.0560026603707|-0.00235699517544|0.032862412619|0.0696542538078|-0.0176474361609|-0.0078063208922|0.000293543064571|0.00439453670689|-0.0122695652138|-0.00110902816573|-0.00116622626317|0.00565470795328|-0.00292645932059|-0.0010554864675|0.00129877222689|-0.00825112198757|-0.00649289938162|-0.0202565218428|-0.0115398598793|0.00465709587855@0.0119287446275
FB,"March 28, 2016",5,A1,-0.00168566316254|-9.02062291249e-05|-0.0171676711039|-0.010707789236|-0.0142872213928|-0.0207012958625|-0.0304433090575|0.0164126413387|0.00215386271517|-0.00737168565502|-0.0122956726076|0.00233678700764|0.00562673641216|-0.000539546393783|-0.0254318423852|-0.00706762153458|-0.00307245344609|0.000255323718741|0.00966019787262|0.00104558751961|0.000403258409699|0.00135693772475|-0.024189107639|-0.0053259672746|0.00120046117073@0.0292645178849
PFE,"January 13, 2016",5|125,A1,0.00109618678116|-0.00526144937191|-0.00173018606903|0.00892270448476|0.00852856465356|0.00894551176839|-0.00456564680281|-0.00827573145561|0.00552206364337|-0.00186853756279|0.00466047396305|0.00639985463424|-0.00283744234266|0.00514355149407|0.00769728204675|-0.00375943108385|0.0183941230025|-0.000273966421125|0.00344141694644|-0.00772564806966|0.00544684513275|0.0108130677693|0.0129288173807|-0.00303842801911|0.013326272589@0.0150984785625
MSFT,"June 23, 2015",1,A1,0.00374823374291|0.00584488883186|-0.00550332207651|-0.00805088306152|0.00163726517826|-0.00889795520553|-0.00851106655508|-0.0031432811949|-0.00613624633516|-0.00454671241181|-0.00516187588589|0.0017999142435|-0.01141207107|-0.00383323396645|-0.00876020469537|-0.00296063566885|-0.00263569401313|-0.000790544120108|-0.0112035597685|-0.00738809462622|-0.0114578354388|-7.02452652644e-05|0.000559330548776|-0.0119305849711|0.00394607002467@0.0207229716849
COF,"March 7, 2017",91,A1,0.00196150698388|0.00747759266082|-0.00699120210926|0.00669751446841|-0.00707232154482|-0.00121481143777|0.0072516604218|0.000385421601587|-0.00102942535943|0.0132558066597|0.00198059977312|0.00410050870488|0.00628160714533|-0.00902352831934|0.0102946551404|0.00924593467411|-0.000601215261298|-0.0048261721652|-0.00335345179986|-0.00241322259794|0.00572293375427|0.000975082157495|-0.00356452755311|-0.00378604234266|-0.00332225677887@0.00919435347911
USB,"September 25, 2014",49,A1,-0.00323449242904|-0.00144272307532|0.0036832526095|0.00159205015157|-0.00167514902989|0.00562837932751|-0.00579284278613|0.00155620550642|-0.00256533299674|0.00330157598651|0.00636602745847|0.00959447506926|0.0061063093573|-0.006228996408|0.00749735915868|0.00391138400261|0.00687186540672|0.00425885302257|-0.00294194320165|-0.00698768956545|0.00111481980923|-0.000766890710186|-0.00018935480205|0.00637298260267|0.0013357764739@0.00660252579074
FB,"May 10, 2013",46,A1,-0.0199774794572|-0.0254418389881|0.0134536284075|-0.00562611602212|-0.0326642403754|0.00141190505979|0.0101078363398|-0.000125196125271|0.006683222196|0.00205924911021|0.0290405055293|0.00513907927697|0.0301520313941|-0.0084670666804|0.0543448122751|-0.0235177704464|-0.025230697658|-0.0242939571414|0.00931484270337|-0.000472177515948|-0.0123096325106|0.00688846926714|0.00876245709608|-0.016907343704|-0.014913449312@0.0189302730067
LLNW,"July 9, 2015",141,A1,-0.00252154473085|-0.0270126813157|0.0184362255421|0.0252070127531|-0.0245142996223|-0.0355047089881|-0.0453191143903|-0.00831334076798|0.0298030351894|0.00949622059542|-0.013473773589|-0.00860914536482|-0.027292660909|5.92080999142e-05|0.0103837166871|-0.0204523478401|0.0696350440623|0.000650977913011|-0.0334640330281|0.00474517460094|-0.0193633210005|-0.00600567208416|-0.0199251405473|-0.0126278634584|-0.0387442727646@0.0263767938512
RHT,"May 10, 2013",46,A1,0.0183014894301|0.00387746881404|0.0289605745472|0.000454965096187|-0.0122812561598|-0.00172862158381|-0.0133149911822|0.00373350088516|-0.0055667807651|0.0089760402075|-0.00484399150469|0.00310167264851|-0.016229622316|0.0098096694676|0.0107976285578|0.0169078723262|0.0148041442681|0.00602455034631|0.00299506940046|0.00991458376427|0.0197035879887|0.00482560759535|0.00799476491056|0.0256984737338|0.0196878273114@0.0156083873358
FDS,"January 27, 2014",54,A1,-0.0172059078226|0.00559974622836|-0.000112978271527|-0.00823186925589|0.00692389580292|-0.00103129032493|-0.0180420950499|0.000253485994402|-0.00250780757087|-0.00845083928661|0.00154809395403|0.00918320187736|-0.00572222313052|-0.00151767875055|0.00456479864426|-0.00869190499111|0.0118708610516|0.00216491391635|0.00645166854898|-0.0079515698983|0.000275292584886|-0.0153377325324|-0.00383953524124|0.00861960567959|0.00540157587655@0.00552747296496
SBUX,"January 5, 2015",63,A1,0.0103933381531|0.0259547450379|0.00575698879112|-0.00945218213964|0.00360872523277|0.00225574953986|0.00970844548462|-0.025648867576|-0.0182680117546|0.00543258086077|-0.0187828488134|-0.0102587087937|0.0107083783063|0.00968286367699|-0.00260270218341|0.00455775834364|0.0053951182012|-0.004889115202|0.00793292572014|-0.00775942639559|-0.0101606146295|-0.00368416281719|0.0170941722322|0.00599931126248|-0.0295521917957@0.00934124143831
FB,"February 17, 2017",11|249,A1,-0.00852681199628|0.0214778740688|-0.00599040664567|0.00279364182403|0.0137571308091|0.000329198865013|0.00406343087744|-0.0028487176247|0.0234213564805|-0.017235830664|-0.00918364495241|0.0134608707491|0.000299757797334|0.0174431474755|-0.00899201403817|-0.00463315765962|-0.00871620066609|-0.00658646407206|-0.0103446248538|0.00656342589359|-0.0030934159448|-0.0071630838047|0.0214248224943|-0.00476556394617|0.000366159412755@0.0102118259584
PRGO,"August 15, 2014",129,A1,0.0114048124239|-0.0277538035362|0.0219696368128|0.00754857627482|-0.00547050444997|-0.0157309668295|-0.0117116039747|0.00264538977737|-0.00903355316595|-0.0194287324281|0.00455169565026|-0.0172252467281|-0.0133667447078|-0.0405330142719|-0.0109920421026|0.00375419704066|-0.0123891720437|-0.0267184026983|-0.00550478843754|0.0644991188062|-0.00914524061965|-0.0115535862956|0.0137985935938|-0.0144833671423|-0.0164877031434@0.0132928313982
CME,"January 27, 2014",54,A1,-0.00993360669191|-0.013120640919|-0.00672502903015|-0.0073153958924|0.00607002607709|0.0150300290493|-0.00708018904949|-0.0169515818094|-0.0110972301681|-0.00137277115006|-0.0127179211794|-0.0151066871582|0.000903326147648|-0.00225982531082|-0.00260129335989|0.00480510515205|-0.00190375116816|-0.000305444426927|0.0060124193297|0.0145851245621|-0.0143199516366|-0.00557166775413|0.000675033735365|0.0113050877071|0.013125369608@0.0103770272591
FB,"February 25, 2016",72,A1,-0.0177288857704|0.137570299737|-0.00108646947644|0.0252124571172|0.0168160767534|-0.0245361101344|-0.0221310457462|-0.0376246689925|-0.0268933998835|-0.0027294766718|0.0150257883872|0.0239287858798|-0.0237627508357|-0.0243231243778|0.0149606693779|-0.0122755222172|0.0105721872261|0.00687147692151|-0.0014863141488|0.00740633329461|-0.00375348608888|0.000783221984724|-0.000536267491007|-0.00133289906651|-0.00468731251855@0.0104684053052
