Event_Window,Mean_CAR,Var(MCAR),z-stat,p-value
"[-5,0)",-0.0018624191308453152,2.450645778545919e-06,-1.1896991549514675,0.23416465765108085
"[-2,0)",-0.0010864486745107023,9.802583114183695e-07,-1.0973342832358464,0.27249528945499313
"[-2,3)",-0.0033382637518913623,2.4506457785459192e-06,-2.132457457536784,0.032969258249103586
"[0,2)",-0.0017196840453614984,9.802583114183695e-07,-1.7369143187171256,0.08240229562724978
"[0,5)",-0.003361523473797534,2.450645778545919e-06,-2.147315590723818,0.031768165452974256
