Stock_Ticker,Decision_Date,CAR,CAR/Sigma,Bootstrap(CAR>%)
PKI,"July 31, 2015",0.006000693468899997,0.36730168864414914,0.66092
WMT,"September 11, 2013",0.008139051558059999,0.4739379036700038,0.6824
HLIT,"January 29, 2016",0.05732527440859,1.0768001429798348,0.91455
BBBY,"January 25, 2013",0.0065712976478999995,0.1463382561558897,0.47981
RHT,"November 21, 2016",-0.018971270419297,-0.8241245288063457,0.19815
EA,"September 13, 2016",0.02529379206778,0.645906665401941,0.83948
HON,"February 5, 2013",0.0012303329889129999,0.05912537073885505,0.58903
MSFT,"May 1, 2013",-0.005070236732479999,-0.2594240438444725,0.38741
JCOM,"March 29, 2017",-0.031016416871010002,-0.9535427238162276,0.1539
MU,"November 16, 2015",0.0032728560724599974,0.04599269312209375,0.4971
CRM,"July 10, 2014",-0.01669278802202,-0.3766247001772985,0.32553
JKHY,"May 12, 2016",-0.000772760049109999,-0.042154001496619554,0.48682
AAPL,"August 10, 2016",0.010516557565130001,0.3616933188416067,0.63269
CTXS,"October 14, 2014",-0.011857549136692,-0.4493073321330639,0.31066
AVP,"February 12, 2015",0.032875364109961,0.8129120135655528,0.80419
INTC,"September 30, 2016",0.012519570226442001,0.7403441192077327,0.77683
LLNW,"September 17, 2015",-0.0221487258134,-0.38752479832537,0.35843
WMT,"August 5, 2016",0.002084697750934,0.06754511291394763,0.56488
TXN,"August 13, 2015",-0.03248324006871,-1.3844430536998518,0.066
BWA,"December 12, 2016",-0.048887918258410004,-1.3710520489810876,0.09248
NOK,"November 10, 2015",-0.005343476047940001,-0.12506155706808197,0.42136
POWI,"December 12, 2016",-0.01226938491593,-0.466547895188937,0.30935
CSCO,"September 23, 2016",0.004718221761858,0.3118442025119415,0.65127
NVS,"June 18, 2015",-0.0015285195085900007,-0.0629145078709625,0.49735
HPQ,"February 7, 2017",0.022559651467578996,0.7500179557768499,0.78827
XLNX,"August 4, 2015",0.05370158990406,1.8604961200378685,0.97072
ALGN,"November 10, 2015",-0.023070866544959996,-0.7700198913740922,0.17457
NOK,"December 4, 2014",0.009005716730730001,0.2843048607504319,0.65532
EBAY,"November 16, 2015",-0.007807942862958,-0.33243283857269,0.36674
SHLD,"July 30, 2015",-0.012699476074100005,-0.18166118409851018,0.36293
AKAM,"November 16, 2015",-0.064949385327771,-2.8733120232241234,0.00134
HPQ,"August 4, 2015",0.01351031960302,0.41914019077367476,0.666
INTC,"November 16, 2015",0.041403333104041,1.7116350439547576,0.95299
RHT,"December 16, 2015",0.036026129401950005,1.7101192546417059,0.95976
AAPL,"March 1, 2017",0.009604741884489999,0.37999754481169623,0.70437
IBM,"August 13, 2015",-0.012261063218033,-0.7078392939651394,0.21304
AAPL,"September 30, 2015",-0.04296950285589,-1.7962065205927213,0.04613
AAPL,"November 16, 2015",0.021901716869337,0.8321688591180595,0.80045
TESO,"October 30, 2015",0.010146961323300008,0.20308114125742086,0.59056
XLNX,"May 1, 2013",-0.013901093912286,-0.6844754444602245,0.23935
TG,"August 6, 2013",0.00303961805956,0.0656911897091026,0.51005
IBM,"October 2, 2013",-0.01831316459306,-0.7321014483561983,0.12459
BSX,"May 13, 2013",0.03820711227648,1.3779806580836218,0.91003
ABT,"April 4, 2013",0.005435453026707999,0.2462160506687799,0.61768
CSCO,"November 16, 2015",0.01849629424732,1.009142320345435,0.85121
LLNW,"April 27, 2015",0.10033936514625999,1.8317701856170605,0.95959
ABBV,"July 21, 2015",0.010630552656199001,0.3092145372739364,0.60191
NTGR,"December 4, 2014",0.02480577032907,0.7743937719256664,0.81062
WMT,"July 30, 2015",0.034667540429329,1.7483474372185193,0.97592
AAPL,"December 16, 2015",-0.02611841253287,-0.9222843324820995,0.17106
ABT,"April 21, 2014",-0.022904493121314002,-1.113065086344005,0.11051
DPS,"July 10, 2014",0.004635614933753,0.2160822049735935,0.60476
SNPS,"March 16, 2017",0.025671944515902,1.2741263659550435,0.92524
CSCO,"August 15, 2014",-0.003820972810092001,-0.1745879937836181,0.46602
MSFT,"November 17, 2016",-0.002721995186014998,-0.11789695958763034,0.39867
NTGR,"March 16, 2017",-0.023228828574952003,-0.7102120064598191,0.19124
INTC,"December 4, 2014",-0.005621172819088001,-0.1935215231839096,0.46341
DD,"November 16, 2012",-0.015156008918119999,-0.9001393726044521,0.17523
AKRX,"March 17, 2017",0.02416034917031,0.34192545600993285,0.63881
SYMC,"September 30, 2016",-0.0045309290152099994,-0.15903493143470107,0.45665
AAPL,"March 3, 2014",-0.004982357253152299,-0.15151815303088917,0.43641
NUVA,"November 9, 2016",-0.005312469724700005,-0.22611024338926294,0.429
PINC,"December 19, 2014",0.003646095573049999,0.14251410440322912,0.57081
AAPL,"August 12, 2015",0.013967149592702,0.5230751830105094,0.74263
SYMC,"November 16, 2015",-0.003217594365453,-0.11577349611133994,0.40795
NTAP,"May 9, 2014",0.03617567617063901,1.1420576170544974,0.89342
TXN,"February 12, 2016",-0.01629109594143,-0.5238129672380916,0.29179
GRPN,"March 1, 2016",-0.023791471692370003,-0.2666395493011642,0.31496
GE,"February 21, 2017",-0.010356304006806,-0.6988214803762371,0.23373
ORCL,"November 17, 2016",0.00037960999497499995,0.021167715167177012,0.46471
ALLY,"February 21, 2017",-0.020600673130626003,-0.7940526641581086,0.20012
AAPL,"November 18, 2013",-0.016201126017200005,-0.4330395110510069,0.31974
XLNX,"February 12, 2016",-0.03166126336304,-1.337236088185437,0.08096
AAPL,"February 14, 2017",0.006550550570042998,0.25643879542043063,0.65569
