Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-150,-30)_[-20,5)_BS"
AAPL,"December 9, 2016",32|310|368|462,A1,-0.031889001834|0.00630076468547|-0.0276057758272|0.00512463359115|0.0265571367577|-0.00618837958449|0.00132447580095|0.00723547789832|-0.00254749486707|-0.00711038837029|0.000381595103722|0.000412584916389|-0.00415767763206|-0.00800956098124|-0.00783519105555|0.00177459223309|-0.013759447871|0.00348449095225|-0.00261715988809|0.00618292511514|0.00961858616045|-0.00630704889149|0.00944683499163|0.00537267535087|0.000479915376863@0.0111518647918@-0.00147985239291|-0.00509219274528|-0.00348918778886|-0.0255241667265|0.00775038705575|0.0267079929242|0.00211871230411|0.00959048216855|-0.00246262297654|0.00396890656319|0.0122200214259|0.00283507712391|0.0102289599696|0.00611462158793|-0.00572362663385|-0.00485036543362|-0.0173724209276|-0.0116258434072|0.00299620405957|0.00144333180275|0.00120012155008|-0.00517037310203|0.00674574356186|-0.00186018549881|-0.0102747854488|0.00133021764382|-0.00366969743793|0.000179611220695|-0.0214515356712|-0.00931854135129|0.00457047843788|-0.00394315974084|-0.00660436813401|0.00047895720856|-0.00112954264801|0.000235841963842|-0.00701960085846|-0.000225435184322|-0.000267430429686|-0.00494989076587|-0.000867407221615|0.0032554288812|-0.0061979672669|-0.00138551724035|-0.00305862024445|-0.00709018848329|0.0134342447188|-0.000525647674034|0.00678845832505|-0.000295541720816|-0.00411164297125|-0.00370280351771|-0.013054465263|-0.0127448768401|-0.00883711928996|0.0622812367904|0.0109030250132|-0.00413813968565|0.0166496291269|-0.0110952124931|0.00847944048051|0.00372585898729|0.00674911268139|0.00719885919559|0.00200946321705|-0.00694888710566|-0.00605782095489|0.00149416137158|0.00799671945342|0.00185695874205|-0.00457733078642|-0.00469854892891|0.00223976798001|-0.0093097889325|-9.56221616713e-05|-0.00482687042512|-0.00523734192508|-0.0058455479208|-0.00676789371744|-0.00787407461378|0.00177491456982|0.00433696164036|0.00402657392772|-0.00434258102535|0.00464070676583|-0.0261960154512|-0.00423571393588|0.0087171450683|0.0340662372331|0.0335430043398|0.0235892110913|-0.00395275662355|-0.0134303615811|-0.00167223294194|-0.0110547147807|0.00259112989539|-0.0137635755448|0.00675185335061|-0.00485186932822|0.00189823456626|-0.00961457634997|-9.41865659748e-05|-0.00423545353468|0.0069774095964|-0.00478802791666|0.00527743526303|0.0028136755769|0.0114155935486|0.0112149368691|0.00626318857543|-0.00187944918997|0.00356513085715|0.000677547495051|-0.00743631647246|-0.00675221256684|-0.000498117159293|-0.00587253289812|0.00387768094716|0.00634314466955|-0.0226193528289
GRMN,"August 8, 2016",33,A1,0.00276544523772|0.0113228672605|-0.00990859453054|0.00123882281498|0.00667542361905|0.00465777774519|0.00528086138181|-0.00568610668339|0.0040845003249|0.000427241593164|-0.000359772724804|0.00847183137764|0.110402714003|0.0306110048446|0.0114234623289|0.0257850231931|-0.00875476865798|0.00593900424301|-0.0192295637345|-0.00486143867651|-0.00141528445453|-0.0110437950886|0.0153079427756|-0.00338124826679|-0.0034056311537@0.0157399816791@0.00738270288245|0.000472347994357|-0.0121527048156|0.00170674617945|-0.0260575414983|-0.0128917782837|-0.0131675939427|0.0110362916316|-0.00085652194648|0.0076077816827|-0.00995017771976|0.017692822267|0.0153825034371|-0.00657526684066|-0.000191439447153|0.000189366982575|0.010605461873|-0.00408535881473|0.00491152224136|-0.00319193290809|-0.00495590370439|-0.00632262907426|0.0233662880187|0.0112705900617|0.00684687274876|-0.012888833037|0.0152292558646|-0.00235237800489|-0.0126611647281|0.00191470287212|0.130748644857|-0.00280185177801|-0.0203069326964|0.00496742687722|0.00971618756607|-0.0105440268637|-0.0240870631596|0.00415128397091|0.0119560901301|-0.00892707349629|-0.0196206027773|-0.00575474931143|-0.0102690274656|-0.0088026654405|-0.0142422042101|-0.0101208797603|0.0120011514918|-0.0120109529864|0.00210905495939|-0.0053492056753|-0.000263039161529|-0.00333138598592|-0.00524674146685|0.00407285226244|0.00110330677116|-0.00854912084746|-0.00971871221949|0.00144929695847|-0.00327466654691|0.00247013667325|0.00459219475672|-0.0168022241146|0.0111853080253|0.0130795681755|-0.0161221444439|0.00339913072681|-0.00312731096777|0.00977339321878|-0.00133474029485|0.0316286359689|-0.00661774546879|0.00366870613754|-0.00935580665525|0.00253504589826|0.00442805569513|-0.00929225802133|0.00996045364215|-0.0137010084691|0.00192267813557|0.0331021176732|-0.00335976881199|-0.0086644580584|-0.0026300803029|-0.00674157324646|-0.0176935286612|-0.0061924434479|-0.0112749287572|-0.0127749137037|-0.00699664396508|-0.00232151333636|-0.00422149327788|0.00640040291657|-0.00380467570847|0.00226624801907|-0.00448990847978|0.000444969125393|0.00235722032287|0.00464915804823|-0.00135085351316|-0.00610224012498|0.00238586588605|-0.000487092317376|0.0206300803381|-0.00874508956777|0.00641760075502|-0.00703715287673|0.00185582785946|0.00684462585831|-0.00537977673913|0.00115254774139|-0.0056237653252|0.00718032609479|0.00383507757071|-0.00658849226449|-0.00119074033076|0.00879895036337|0.000864817681872|-0.00506356424761|-0.00391304718017|0.00480341340468
FDS,"January 27, 2014",54,A1,-0.017137930904|0.00663671067571|0.000944576167736|-0.00809786069937|0.00977122846799|2.64032746538e-05|-0.0164667099482|0.00012254879086|-0.00152229546758|-0.00754772721873|0.00206069097631|0.0127423140128|-0.00674472986281|-0.00150733096234|0.00583741008968|-0.00686388764168|0.0123424212767|0.00306845330045|0.00903377270408|-0.00284742121805|0.00223432834796|-0.0154335237007|-0.000988096913409|0.0076527536348|0.00753909170963@0.00757910919235@0.00919984864967|0.00464937151933|-0.0067028576962|0.00456961674279|0.0100685405491|0.0017791467059|0.00559663733293|-0.005929886419|0.00441499897654|-0.00595303713663|0.00776293868585|0.0095607904376|0.000370787009643|-0.00865997627279|-0.00331903827675|-0.00330101704823|-0.011140402914|-0.00179603296751|0.00750542932012|0.0151949993744|-0.00123609271945|0.00668462872569|0.000576293177087|-0.00095542030414|-0.00893401729931|-0.0074205367212|0.0018818868754|0.0100072788433|0.0090216479557|-0.00258807920983|-0.00346388613338|6.41756675586e-05|0.00038215245803|-0.00178856204942|0.0064259533126|0.00125566638277|0.00420713205025|-0.014267999192|-0.0151144302013|0.00806330264539|0.00691054816522|-0.00141288656578|-0.00455946534074|-0.00604037374196|-0.00231717004295|0.00475902469881|0.00306337276637|-0.00719335514448|-0.0112081410941|-0.0028515371763|-0.00911823644862|0.00640244077694|0.0215283824519|-0.00466939545123|0.0306836672143|0.0127546073184|-0.00918943464752|0.00317553339661|-0.00463463134148|0.000193335265957|-0.0224721463383|-0.00650348419059|-0.000806599296439|0.000794465045728|-0.00236833827574|0.00155949354323|0.0044523292075|0.00820991662395|-0.00281876642909|0.000600878638535|0.00785219069994|0.00351215242651|0.0132462165954|0.00565687036536|-0.00613359491827|-0.0115210179499|-0.0078921953473|-0.0119147783757|-0.00267077576236|-0.01165225327|-0.00273076126699|-0.0036567299974|-0.00741405968097|-0.00227979222966|-0.00424132707673|-0.00788981348383|-0.00105029477369|0.00349530646903|-0.00607202145547|-0.00625220590252|-0.00150344468804|-0.00445519226224|0.0120517885375|-0.0054876979429|0.00206850327931|0.000271332424759|0.00220035454037|0.00325353537361|-0.000866101605125|0.00616983392097|-0.00167980715487|0.00387057953608|0.00786943771123|-0.0102188915533|0.00331905892531|0.00272084691114|-0.00234439796077|0.0108240810141|-0.00528892112047|0.00453769774942|-0.00352316153924|-0.00208080342142|-0.00988758238854|0.00690251993887|0.00389040184539|0.00120603566265|0.00432702410867|-0.0079939468436|0.00252611809729|0.00333369941373
EW,"January 22, 2014",105,A1,0.0157123076914|0.00207739822844|0.00125590885971|-0.00613392004874|0.0107283777418|-0.0036371959284|-0.0011386581204|0.0110343537367|0.0214990578395|-0.0100049206258|0.00989635200497|-0.00652896940164|0.0254653853183|0.00019602241883|0.0152689074496|0.0196712495265|0.0152515649931|0.0130347644592|-0.0540242629836|0.0160772714793|-0.0208503563454|0.00841184399477|0.0253062169836|-0.030937202001|-0.00479184536079@0.0130672406428@-0.00931427333546|-0.00740874533618|-0.0110278808161|-0.00480318521622|0.00945564599565|0.00652343954235|-0.0206650899592|0.0056490149147|0.0100565106729|-0.00529752776892|-0.0130640894544|-0.0114187839828|0.0135332318378|5.37853400826e-05|-0.0203721417753|-0.00314288226241|-0.00420632371918|0.0317624725262|-0.00772326950598|-0.0112739888603|0.000195117908957|0.00516923787035|0.018229844894|0.0194926216918|0.0206715699823|-0.00558823929694|0.00649349622151|0.016158467409|-0.00746187503185|-0.0058162014865|0.0129695412187|0.0203799047415|-0.0108678829708|0.00511813257809|-0.00267253099372|0.00109391491881|0.00964039150364|0.00125779311665|-0.00267536873|-0.00516165633737|0.0155373682398|-0.0082607775767|-0.014619786951|-0.00159588301944|0.0116549400302|0.0234146867321|0.00265388540405|0.00749180784671|0.00478234493777|-0.0116176857756|-0.0107741457552|0.00258920309267|-0.000722325114085|0.000358665584001|0.0062319665929|0.0062908573273|-0.00358559156709|-0.00253653258856|0.00104468897129|0.00273216408943|-0.00629610362946|-0.00172158560658|-0.00301758828082|-0.000336970145898|-0.0203025583283|0.00069400922257|-0.00305526605012|-0.00611958274144|0.00909472953947|-0.0144926489699|0.00021632805647|0.00782604422979|0.0174669663789|0.019069159908|0.00923767077938|0.0133239730877|0.00403722558311|0.00471683124269|0.00757521516286|0.00744260140239|-0.00330774978746|-0.000405448691132|0.0106983612876|0.00841063956218|0.0122807571964|0.00136629451101|-0.00220550550388|0.00881956153393|0.00107318284033|0.00517198816177|-0.0100236133219|-0.00740771102651|-0.0508068475667|-0.0500613368297|-0.0474013576471|-0.0133139947673|-0.014785722127|-0.0174302444175|-0.0106591704556|0.000723178903276|0.0276117798772|0.00118234708149|-0.00199653012876|-0.00377603906599|-0.00422536839703|-0.00427974491877|0.0200259910278|-0.0118921155214|0.000877286852061|-0.0102376333907|0.0226833297639|-0.000400087446095|0.000313288131513|0.000266111240294|0.00862332879103|0.00527215396618|0.0023196685969|-0.000650119875724|-0.00266494824551|0.00984154042009
CBSH,"December 9, 2016",2,A1,0.0364010069537|0.0261788636413|0.0336481930017|-0.0136034171098|-0.0105948179922|0.00787740607414|0.00287749106944|-0.00301067885044|0.00438038648076|-0.000839726009288|-0.00553078104073|-0.00769522026847|0.00321672731795|0.00771896661236|0.031627011246|-0.0111374899673|0.00540335483588|0.00848703830839|-0.00771681107509|0.0169511130543|-0.00119617385301|-0.0249814556921|0.00537954490799|-0.00445733650051|0.00124871233284@0.00818098663772@0.000967004166292|0.00378857928746|0.010977110615|0.0051372111867|-0.00500031430934|-0.00211103550486|-0.00497079172315|0.0250276618931|-0.00415163296835|0.00307686167414|-0.00437433012228|-0.00163294469944|0.00149472205396|-0.00976422672003|0.00794154264365|-0.002364319981|0.00406368408841|-0.00102029000893|-0.0122727795965|0.00370381399523|-0.00553593661975|-0.00155639789747|-0.00840346894683|0.00532399753893|-0.00253232408209|-0.0115731011549|0.0051260843142|-0.0159780730504|0.00648142515341|0.00400575583569|0.000412530692861|0.0032712633888|0.0143048370771|-0.00762521716909|-0.0120875905763|0.00177682317114|-0.00354547322156|0.00879415872394|-0.018713737909|-0.0113743579815|0.000129599208655|0.00421331558789|-0.00890220633059|0.00841074517958|0.00643554661564|-0.000631583059863|0.00334329450782|-0.0117101107997|-0.00695143149448|-0.000613615618211|-0.00958372497606|-0.00462523320691|0.00592911252991|-0.00715273833586|-0.000108792914258|0.000470993941605|-0.00621911291255|-0.00213332738506|-0.00426668939638|-0.0030899395915|0.0152265579555|-0.00378975121377|0.0189098734648|-0.0029564869263|-7.92216860522e-05|-0.00628070266635|-0.00184450741043|-0.000579461367618|0.00479270952243|0.00257521073978|0.00206960195953|0.00324414429845|0.00240375280414|0.00129903440068|-0.00322585875371|0.00988295126472|0.00308259827005|0.00774829232686|0.0010929415946|0.0139260040192|0.00346075616685|-0.00478594476372|0.00561196395106|-0.0186417772093|0.00480630653884|-0.00200103998939|0.0231132769753|-0.0132029261355|0.00261773514715|-0.0060435210247|-0.0097606666603|-0.00204210166303|0.00634054791138|-0.0082195825223|-0.0128882181028|0.00507002716168|0.00666724650298|-0.0103986815074|-0.00313048686351|0.00610111659882|-0.000431553280884|0.00338992769986|-0.0060375817765|0.00702401471481|0.00869589490221|0.00681246627221|0.0063723695797|0.000695326805715|0.011619073455|0.00081474000447|-0.014231386103|-0.0226595792523|-0.00177272803486|-7.89260940535e-05|0.0135577161173|0.00349587391947|0.00167808459355|0.000721745416593|-0.00478670531483|0.0129186884599
NOK,"November 26, 2014",20,A1,-0.0242038002702|-0.00907965117891|-0.0125790914893|0.00889839180733|-0.0252956519549|-0.00402235936669|-0.0117736799815|-0.0173530763637|0.00799474835717|0.00359084277344|-0.0143972613631|0.0229942334745|-0.051133404058|-0.0265252746371|0.0239472426858|-0.0230950506952|0.00150042144711|0.0153418434316|0.013488199807|-0.000107896659829|0.00377959765291|0.00797989206124|0.0136852513834|-0.0091640334439|-0.0151455982395@0.0150904468785@0.00652720239271|-0.0392425092313|0.0475437878484|0.00396757269393|-0.00798546347324|-0.0126036611765|-0.0148269760858|0.00999799328341|-0.00542955719761|0.00175160103467|-0.0115325753917|0.0122304676356|-0.011879808722|-0.00663016965582|0.00873348885952|-0.00886161816957|-0.00777132306752|0.0106758080363|0.0366167828585|0.0187246336192|-0.00175859662428|-0.00737215168013|-0.00137037984955|0.000344430114764|0.0227194973396|-0.00647532009398|-0.0153275702931|-0.0242916723522|0.0172904568841|-0.0280786172544|-7.47743758392e-05|0.0187600313136|0.00260157460618|0.00778707685488|-0.00550354330833|-0.00981469928238|0.00237165963304|0.023817675503|-0.00390083765159|-0.0117608170892|0.0171975520029|-0.0312560275239|0.00678632510814|-0.00271963891237|-0.0130827014341|-0.00700478309296|-0.00410554343099|-0.00259706772235|0.00747543535091|-0.0104825363473|-0.0212031963654|0.0111904615627|0.00453329625865|-0.0124394316112|-0.00432922391171|-0.00649237275396|0.00292941043525|-0.0022363250371|0.0176095169963|0.00153838013999|0.00435459391646|-0.00951466105257|0.0788262027594|-0.00408647063609|-0.00781017748732|0.00380134849193|-0.00626443490345|0.00128147384056|-0.0132915856986|-0.00505780822949|0.0102579932609|-0.0131529435075|0.000149892704439|-0.0228316409013|0.00382027254508|0.000852109077875|-0.00821756468892|-0.000168513637862|-0.00728260131953|-0.00410222408247|0.0166550240803|0.00865764300642|0.00933840930319|-0.0074383907884|0.00134525246283|-0.00692838441389|-0.010352538968|-0.00158685275969|0.023875916846|-0.00402156567718|0.00561874312578|-0.00865291976325|-0.00636492498508|0.0227902824062|-0.0183037100463|0.00430146166056|0.00554857832426|0.000101899507412|0.0223814150406|-0.0107317975943|-0.00657870020446|0.00172648323965|0.00130476256367|0.0064797669775|-0.0046056207169|0.00516217764244|0.0105361384729|-0.00665363323796|-0.0055297070756|-0.00795199461626|-0.0128201245478|0.00955037265796|-0.0168238540023|0.0267244936334|-0.0196392533631|-0.013808021734|0.000580653018215|-0.00351383158689|0.0225749912961|0.00420747216733
MSTR,"March 12, 2015",6,A1,0.000307159343731|-0.0079357702092|0.00860382846432|-0.0109346187578|-0.000402160939057|0.000348911272468|-0.00787570129377|-0.012219625273|-0.00403889821368|0.0117834723158|0.0023050658102|-0.00272134655406|-0.000875349555249|0.00243092582433|-0.0206956139765|-0.0269973702996|-0.0349398793453|0.0139659211717|-0.00405266983649|-0.00263407939986|0.00196013602382|0.0146301113701|0.00869429556404|0.0124560054144|0.00444887425888@0.017100492646@-0.00149551358963|-0.00281098141851|-0.0144073308374|-0.0203557448316|-0.018157920873|-0.0140812197852|-0.0168902484202|-0.00492370545456|0.0123990650591|-0.00134550683097|-0.0132797622857|-0.00590476616154|-0.000607774691873|-0.0125350343109|0.0256501014293|-0.00634790056686|-0.00642817609547|0.00496558649211|0.00160680071863|0.0126612171591|-0.0205140867042|-0.0024955433332|0.0362686967671|-0.0132898292995|-0.00209539922796|0.00719566596642|-0.0100436304787|-0.0182270881594|0.00772594001236|3.33716249713e-05|-0.00417380232402|-0.0161035491001|-0.0161105054605|-0.00941790367055|0.0126971218953|-0.0141481374073|-0.00277387474211|0.0198783739887|-0.0179912113982|-0.00121660032036|0.0387953392867|0.00908774343968|-0.000707883822163|0.012186024477|-0.0101551633496|0.0123057368603|0.0979034462993|0.0160434113794|-0.013227155468|0.00181084397546|0.00344033213848|-0.0117962836098|0.019120269523|-0.0141973346794|-0.00963531145644|0.0228510100768|0.0112751209375|-0.0198075001523|0.011030420505|0.013416062547|-0.00797618534326|-0.00848376905827|-0.0102485225765|-0.00227318772755|-0.00571943825557|-0.00742794445192|-0.00736498950861|0.00276780955607|0.0091379088615|-0.000427047032342|-0.00164348824343|0.0408645260592|-0.0165241555757|0.0205939255925|-0.00907390321939|-0.00251607357738|-0.0140405437893|0.0441020849517|-0.0157666723743|0.0128725488123|-0.0100612773109|0.00524647463534|-0.0123703598538|-0.0103958684275|-0.00332880906163|0.00317821300968|-0.00562224381024|0.0169302409656|-0.00774710856722|0.00359337318426|-0.0370162591144|0.000712375273642|-0.0102707842314|0.00949134586894|0.0126240293907|-0.0177541913015|0.000448901839784|-0.00792500386837|-0.00388285536602|-0.00263367775994|-0.0147458600155|-0.00977310710651|0.0320523414653|0.00478044321763|0.0207819905512|-0.0201232499644|-0.0149982625165|0.00607764280767|-0.0079347345761|0.00326865998562|-0.000813340311705|0.0110392740445|-0.0214877518713|0.011192231805|0.0102993920044|-0.0131199046855|0.010978536605|0.016242813135|0.0154286673403|-0.0258635027502
TRIP,"May 17, 2016",1|435,A1,-0.0165080632004|-0.00266208338085|-0.00266965914734|-0.00672031021647|-0.0100540031674|-0.0016981154359|0.0173580266765|0.00890508021632|0.0218464793232|-0.0030702665362|0.0243037349932|-0.0352882771792|-0.0165378643868|-0.00270834666591|0.0160980652584|0.0342043217478|0.00409064790031|-0.0288374127933|0.0205384263046|-0.0029115985687|0.0242148757928|-0.024569456164|-0.0100956177064|0.0140446522825|0.0377354272775@0.031650529565@-0.00770768373646|-0.00441456182388|0.233180075597|-0.0197595447132|-0.00604824725179|0.0113868905961|0.00333268829917|-0.0177415838821|-0.000278082368963|-0.0187925454065|0.0122825768211|-0.0201340553052|-0.0169368622075|-0.0032810117859|0.0398521631778|-0.0191995968099|-0.0133938842138|0.00837525473516|0.00764269228639|-0.0696934775922|0.00670988917156|0.0140578259531|0.022426167723|0.00812067551911|-0.0026571538624|-0.00762844847784|-0.00404454311659|0.0527707600576|0.0119286834516|0.00189659222664|-0.000234037101406|-0.0224394006645|-0.00170985825914|-0.000298094054157|-1.16020387046e-05|-0.00259351513945|0.0114051292265|0.0182427714684|-0.0050782485162|-0.00842578931546|0.00937008742888|-0.000604344528636|0.0113242974304|0.00885023083198|0.0112175654175|0.0144902308403|-0.00346941140518|-0.00049620463314|0.0075549144158|-0.0107501303321|-0.00556235038993|-0.00667828553342|0.00911318834097|0.000163086296167|0.00469941403102|0.00402854220841|0.000808304973294|-0.0114202742049|-0.0138499342883|-0.00848507859985|-0.00418251768368|-0.00727693492208|0.00968251142022|-0.00251593802845|-0.0314365677091|-0.0306392566782|0.0055331120565|0.00716249695092|-0.0131654308991|-0.00163501549102|-0.0045467616332|0.00023367607421|-0.0107911024739|-0.0190860018086|-0.00808743471181|-0.0331642050261|0.00747531753821|-0.0444744322197|-0.00930901225625|0.015447199551|-0.0680844868541|-0.0285834687083|-0.0319416409602|0.00638116884729|0.131102425643|-0.0402639566003|0.0384879286013|0.0150850624841|-0.030496929872|0.00670242709161|-0.0194375603501|-0.0248147398062|-0.00481701215726|0.0105904817357|0.00841443738614|0.0125238774578|0.0304918367419|-0.0159405023437|0.000353394174259|-0.0099579560597|0.0059538438126|-0.0334762453836|-0.0302811490812|0.000479846135843|0.0267174609121|0.045648821455|0.00629815957242|0.00469524388099|-0.038704941218|-0.0189070963505|0.0207084360835|-0.0245019500888|-0.0288972496357|0.00904645485614|0.00453689427546|0.0388745328795|0.0111736809955|0.00204133987168|0.00440709858932|-0.0282445270298
AAPL,"May 4, 2016",386,A1,-0.000469268181772|-0.00720898848008|-0.000604426041232|0.00726435835621|0.00384278541845|0.00440812408218|0.00179785162645|-0.0177159744902|-0.0283615855541|-0.00753907353865|0.00230196460298|-0.00351106860893|-0.00142389468622|-0.00243997407581|-0.00732313694131|-0.0656150885959|-0.0194831876246|-0.00416188379096|-0.00864606233741|0.0274500293453|-0.00285422657372|-0.00253163537995|-0.00837956537016|0.00114316035768|-0.00580070253337@0.0130098743051@-0.0298619549606|-0.00814826822814|-0.00816026345052|-0.00806840491098|-0.0148837459386|0.00994559168035|-0.0126211373862|-0.0204015981762|0.024291851774|-0.00439188671705|0.0101207494398|-0.00751867731098|-0.000943393533329|-0.0111377136283|0.00695856388362|0.0208476127697|0.00822032426753|-0.00232603530766|0.0195923952036|-0.0283502504999|-0.00286271447848|0.0289869761731|0.0124709822701|-0.00241303111996|0.00206266636844|0.00946899565877|6.84148581301e-05|-0.00218169499172|0.00306177428336|0.00779442351251|-0.0332966564978|7.46039614694e-05|0.0137470813546|-0.015640186932|0.000605777208458|-0.0021642299235|0.0148041606076|0.0149096552162|0.00159787128956|-0.010472258316|0.00936370220611|-0.00569818994267|-0.00183645565389|0.0101413330201|-0.0174945939206|0.00376673213173|0.00782909067509|0.0123208795029|0.00182349905314|0.00846902083982|-0.0122314056249|0.00316581915494|-0.00276913133325|-0.0105496618944|-0.0282673142491|-0.00734056079261|-0.00285486444033|-0.00592956382492|0.00427261269314|-0.0097649419636|0.000276084338016|-0.00218206206443|-0.0073769379161|0.00720412840348|-0.00383623080838|-0.00676917388899|0.0179884709717|-0.0259608282568|-0.00418411001414|-0.0145205077403|0.0189912685712|0.0162673667632|0.00669683607197|0.0036472904384|0.00465624299088|0.00138911741976|-0.0050285881844|0.0171518386084|-0.0100352430217|0.0303019471005|-0.00128558406539|-0.0083926262063|-0.0543533572148|0.00262529212623|0.00821420025875|-0.00766992575219|0.00132085828469|0.0142003488431|0.00755870172907|-0.00414444083693|0.0270180032743|0.00104540576313|-0.00532210915322|0.00996275023567|-0.0185217272641|0.010315602432|-0.00168958952603|-0.0132102738896|-0.000445045861321|-0.00612656973572|-0.00726769060884|0.0109681462278|-0.00536536243655|0.00545407768418|0.00789011849378|0.0141571186286|-0.00153337449708|0.00433773085164|0.0124344089085|-0.0107086948649|0.00537072084359|-0.00332929508642|0.000909802488621|-0.0059532704647|0.00529749263664|0.0230435432823|0.00803693942324|-0.00739450826199|-0.00195621988886|-0.000370881692925
SBUX,"January 5, 2015",63,A1,0.0112402839019|0.0260496795652|0.00813864591645|-0.00872288590422|0.0085828058573|0.00141284849379|0.0147187684004|-0.0232156337171|-0.0155170863714|0.000653244583675|-0.0249363513864|-0.0108793230101|0.0099935903687|0.00985655585192|-0.0020856345821|0.00421855520497|0.00557052989025|-0.0028705938326|0.0112103637382|-0.00706918813132|-0.00462079525519|-0.000546259020923|0.0142424721306|0.001720525738|-0.026802944444@0.00749966654964@0.00732916081402|0.00483778743342|0.0049063281357|-0.00463682020445|0.00422499756347|-0.0028628273201|-0.00786799075039|0.00545710589783|-0.00557948872361|0.00731545226735|0.00463300281658|0.000636700969617|-0.00264972423798|0.0209125223631|-0.00987464463337|0.0019030717887|0.0139349202331|0.00517827074339|-0.000229229186673|-0.0031526907876|-0.00683810117856|0.00356180744047|0.000545396991563|0.00705055475169|-0.00190711744944|0.00353049080908|0.00760036374511|-0.00441014882989|-0.00432930688984|-0.00461814939756|0.00566919645323|-0.00506328535034|-0.00988908348893|0.000745646877111|-0.00276634172371|0.0108917706469|0.00323036172206|0.0163359062502|-0.0177249465522|-0.00520612925265|0.00714157271636|0.00300940071151|0.0005309729226|-0.00661454332249|0.00125079082114|0.00161977376654|0.00412403995785|-0.00110349026133|0.00243567838341|0.000831252113791|0.000445874957005|-0.0129856299555|-0.011915964124|0.00390242122855|0.00200322751764|0.00255079973211|-0.00335455796505|-0.00960152461601|-0.00123699537249|0.00475161731835|-0.00287794656698|0.00195244285833|-0.00100847810843|-0.00234429584468|-0.00388736476534|-0.00854204248946|0.00593841037272|0.00651259372516|-0.00154222534033|-0.00200300710743|-0.00191653547552|-0.0151892541695|-0.0038716446166|-0.00674466777763|-0.00385732466215|0.00219284637589|0.000816770187068|0.00516894745685|-0.0132747903739|-0.00400711113024|0.0118649138747|-0.00292555148772|0.00761559629853|0.00276348406517|0.00461535380617|-0.000317725136774|-0.00231276416816|0.0102481752043|-0.00889090547299|-0.0021863081755|0.00212411737641|0.00576656512812|0.00898892248798|-0.0175857033746|0.00629640702012|0.00049667474492|0.00424022239078|0.00276308666155|0.00778302804486|-0.0204918909129|0.00896170734954|-0.00619024814611|0.00662812378062|0.00318162792119|0.00483749989048|-0.00545627391601|0.00492278327447|-0.0322761254979|0.00663838469467|0.0107580594717|-0.00579257268205|0.0069756282899|0.0035823403125|-0.000265260454776|0.000195009644496|0.00237496471096|-0.0004400786198|0.00270941157178|-0.00427511425918|-0.00805039554577
CSCO,"June 15, 2015",12,A1,0.0149255742666|0.00257647938472|-0.00115759616767|-0.00408838345133|-0.0107130540259|-0.00386141937745|0.00114377586684|0.000419092219329|0.00181599372055|0.00506791612408|-0.00769963383683|-0.00313983915171|-0.00362652474676|-0.00757036671181|8.96012579932e-05|-0.00419533401461|-0.00211740585219|-7.57808770884e-05|0.00231304130509|-0.00301708313803|0.00205700050327|0.000802442172184|0.00487019765991|-0.0033600877477|-0.00183885546898@0.0113871228762@-0.00118706566372|0.000801671446294|-0.0116840670387|-0.00201882419708|-0.00119903412007|0.0202555745589|0.0234589535884|0.00406726625837|-0.00271683397792|0.000635825030428|0.00531579096723|-0.00451546681666|0.00141121598598|0.00918417634681|0.00161863771644|0.0092415802208|0.0054902037659|-0.00011767618061|-0.000726025024324|-0.00603441039071|-0.0125575198645|-0.00288111491518|0.00687722218983|-0.00219730143346|-0.0023393958564|0.0133915689865|0.000482008109179|0.00518470137955|-0.0153788672023|0.00135931476594|-0.00151479055928|0.00982688202699|-0.00138801523646|0.000785113116138|-0.00287752028994|0.00142922672763|0.00191375101672|-0.00841059173693|-0.000967252921984|0.000361356776213|0.00984803312642|-0.00618092620112|-0.0138164930953|0.0186832827447|0.0176564597446|0.00421064888955|-0.000201983974994|-0.00852314823042|-0.00633378770206|0.0106248002295|-0.0149977897195|0.00526434051721|-0.00465641604129|-0.0121551335297|-0.0243189363196|0.0109012684417|0.00352586010332|-0.0177685346754|0.00200245874208|-0.00694187479154|-0.0123829365975|0.00849240781406|0.00164010088121|-2.97134739496e-05|0.000264314439862|-0.0221315179617|0.0777082018538|-0.00670226553814|-0.00679797878996|0.00514049900401|-0.00615644878286|0.00230327480268|-2.87567192213e-05|-0.00419407823382|-0.0046103744613|0.0146559240106|-0.010336556046|0.0145371611094|-0.0178174034605|-0.00305512311508|-0.00317524844454|0.00301709816461|0.00903733259138|-0.00583846230353|-0.0121788007979|-0.0163809368751|-0.00434325530546|-0.00361851857984|-0.00269694865036|-0.0148718660762|0.00838648952588|-0.0048180301743|0.000359402868336|-0.00880497026583|-0.00304823262653|-0.0116425890315|-0.00207479626366|0.00390746097618|0.0126890067715|-0.00694273150137|-0.00949111514395|-0.00542124354553|0.00846020842578|0.00100399956379|-0.00314210693777|0.00748302766562|0.00229869158988|-0.00920415654106|0.00958180366283|0.0117767739083|-0.0113773246819|0.00833156652979|0.00787257404043|-0.00905665771485|-0.0017206571439|0.00128326037657|0.00643730497939|0.0101853211407|-0.00529110972746|0.00332730900383
