X,Y
0.0014468922101621947,0
0.0014468922101621947,1
-0.05544275506326562,1
-0.14298168291022118,1
0.1199281659549447,0
-0.0945612453463301,1
0.1232506075729349,0
-0.06815288823722633,0
0.09647478360366997,1
-0.018642372385540545,0
-0.04949070756568747,0
0.2279853672678509,1
0.05055467082651211,1
-0.2910547569304202,0
0.060713212949518564,0
0.05755714644511629,0
0.024238562912719645,1
0.0030257209165370363,0
-0.08733121906005288,1
0.02153414678196297,1
-0.06565094774857012,1
-0.12921740218110866,1
0.08027652861367902,1
-0.032716806963605564,0
0.0306095911806291,0
-0.00025340261192495755,0
-0.08678979154140393,1
0.14161826368045075,0
-0.21541145532415024,0
0.014726000146400308,1
0.0043955235605258325,1
-0.05834564802654553,1
-0.0692438600445801,1
-0.03132927488426621,1
0.02925685275225712,1
-0.05082197850328508,1
-0.06333946449082473,1
0.04924165129566997,1
0.054937254072931256,1
-0.0449515919874675,0
0.07676403520879883,0
0.011453413242476073,1
0.015910816284710277,0
0.08021002748185754,1
0.015037877364541102,1
0.012240176009533477,0
0.05058287867503618,1
0.009752174721534917,1
0.016758006757656912,0
0.014265431708541717,1
0.09091870003440825,1
0.03256786699605803,1
0.12653353301998113,0
0.06387538981686645,1
-0.0010763813822316933,1
-0.1861022546588358,1
-0.0971427497679597,1
0.12224489996255503,1
0.02206181097191115,0
0.007282174749183996,0
0.005126210302950244,0
0.011414412671028752,1
-0.01438885855559781,1
-0.026555633305446705,1
-0.004252221000312695,1
-0.05813117656257063,0
0.01570179947516709,1
0.00010625944890314473,1
-0.14089551513965748,1
-0.02608481708070661,1
0.017165140932139028,1
0.026541721199773084,0
0.08623530564940143,1
-0.006187226746523187,0
-0.02072219306420679,0
0.09815445761658241,0
0.024303816236357335,1
-0.03391320383595882,0
0.03397956651547401,1
-0.26400213329298994,1
0.10506432299223983,1
0.10641312626106844,0
-0.20000507436534076,0
0.041017885534309434,1
-0.0662112843450103,1
0.012683627184539477,0
-0.013396552628263385,0
0.08688979269754324,0
0.008262051032973387,0
-0.03196936605605866,1
1.199178678674061,1
-0.06609017016751033,1
0.01112122783627865,1
0.04123054257815388,1
-0.0950547845788278,1
-0.15674156191692473,0
0.057820578377190165,1
-0.02153187605177721,0
-0.17941105626222228,0
0.08607299461129152,1
0.1383030620727954,1
-0.03336344168298587,0
0.05271190718209984,1
-0.04235106560632207,0
0.08144445086380568,1
0.24319085238204607,1
-0.019772446696374117,1
-0.029967086434122315,0
0.06937531604099079,1
0.06483281259838386,0
-0.091235627773047,0
0.08435127400561418,0
-0.00474909868368249,0
-0.027058794684380723,1
0.01866102104333537,1
-0.028074457599388477,1
0.19010086972619364,0
0.04557772301419897,1
-0.0011602043436275238,1
-0.014042408069958679,1
0.07173024450220913,1
0.013124822494110885,0
-0.056887374402051334,0
0.00985229644301154,1
0.013996050187986005,1
-0.06683076424507595,0
0.031254233528403126,1
0.11506932978478684,1
0.10344182149539648,0
0.0121196703656149,0
0.0777282536946094,0
-0.04124057389112703,0
-0.09604085359012338,1
0.05694611953588567,1
-0.05558301108454787,1
0.08902655849545156,1
-0.006530659518829559,1
0.02876541860014723,1
-0.1006651921394149,1
-0.06761260395102026,1
-0.07960877950231222,1
0.1634060439862198,0
0.025461091073785597,0
0.016951449271351175,0
0.0671086469442348,1
0.00048326725563092757,1
-0.09763846956391592,1
-0.06796565968626893,0
-0.08170288487822831,1
0.1381857473649098,1
-0.07513603107526617,1
0.10719288607390003,1
0.00640956004943338,1
-0.06044135415350092,1
0.10998340013565804,1
-0.019004555053725315,1
0.008339737547384951,1
-0.03334643545476054,0
0.06774417174441824,0
0.006441246102857163,1
0.009555193903606436,1
-0.025392331173559157,1
-0.0010103130334942947,1
-0.044075232102120845,0
-0.0005801877798417947,1
0.07891773577985754,1
-0.038125353387547654,1
0.005371794427494716,1
0.1638724992162747,0
-0.07044177921869255,1
-0.037730544974060636,1
0.0968234906621858,1
0.012519542624390631,0
-0.0009701693114646771,0
-0.008286068330153636,1
0.004890004376908508,0
-0.019644809549527888,0
-0.002815412153752231,1
-0.0535441999488208,0
0.014747550760952858,1
0.016637051434834734,1
0.0553631660388479,1
0.052478352783124835,0
0.21968957405570896,0
-0.007272759329079958,1
-0.020814691684825994,1
0.01919120239190917,0
-0.19172431947626473,1
0.02882352209975779,1
-0.24336875134971298,1
0.012500125586542727,0
0.012500125586542727,1
-0.04131948045455108,0
0.8436826099922278,1
0.058106119006275755,0
0.053082851294035935,0
0.012843525365403698,0
0.13743003304017964,1
-0.05161923963163584,1
0.028671817663132513,1
0.0548600865743555,0
-0.0162161368629754,1
0.09329843914579827,1
-0.10398971352404783,1
0.04292051670967677,0
-0.010802268457676893,1
0.02865530420998984,1
0.03953086611389687,0
0.017184817213562985,0
0.03206814778085077,1
0.04505105994583454,1
-0.025156282540420502,0
0.10872091510234455,1
-0.006764377464107928,1
-0.10500075540861739,0
-0.01364684664521869,0
0.0071996267043090865,1
0.042255998230815994,0
0.008553376167854084,1
0.07684386865180896,1
0.06767244922953461,0
-0.006507569033609518,1
0.11838493984162515,1
-0.04897533839659168,1
0.04473589384139156,0
-0.09695094104672891,0
-0.10414025925259712,1
0.042365899652010305,1
0.06291369806772543,0
-0.0048073679204058235,1
-0.0368243613880505,1
0.04649400190807884,0
-0.04175450103966907,0
0.06334875300198273,0
-0.005523536932245027,0
-0.019758510331736787,1
0.05060368115209976,0
0.015330657189861418,1
0.20008614776084838,1
0.0902320648685721,1
-0.20972053098206925,0
-0.013966086185113594,0
0.13344963252728195,0
0.01870553579308681,0
0.15828370202858189,0
0.061486508775245884,1
0.029841355705337642,1
0.0008761916564514827,1
-0.15021748912530544,1
0.008569955703761636,1
0.07865818884914946,1
-0.01801850454775072,0
0.08194609059022709,1
-0.052793440947316146,1
0.02621397010131229,0
0.049317067855092746,0
-0.12355362264850431,1
0.6907951606595146,1
-0.006542742869828526,0
0.016410074652603038,1
0.07025954068303003,0
-0.014763374063422308,1
0.003765674746934767,1
0.06739217928258107,1
0.17724836436787864,0
0.009270025692678305,1
0.016529350508282845,1
0.039804165141234214,0
0.03362631013088878,1
-0.955511445027436,1
0.04049812847263319,0
-0.027536180298812586,1
-0.11186335010055781,0
-0.11689375147149923,1
-0.0031328128855434077,0
-0.05762904905341387,1
0.042993747016680864,1
0.0769991065023956,1
0.059291958284551805,1
0.013087259868097514,1
0.0976757321431171,1
-0.12070274575971823,1
0.02719591630961983,1
