Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-60,-30)_[-20,5)_BS"
BDX,"July 7, 2014",59,A3,-0.000175821248853|0.00800503077328|-0.00744011193014|-0.000151252794623|-0.00087771928782|-0.0074905030996|0.00417037525333|-0.00665390254064|-0.000224603972566|-0.00253481462853|-0.000477806660212|0.000520052260321|0.00042583165203|0.00724389570196|0.00423442576938|-0.0023376628254|-0.0104785199432|0.00643451621687|-0.000167912409788|-0.00233049139805|0.00387241823956|0.00220083021648|-0.00661740192035|-0.00148272042934|0.00287136985905@0.00712747698832@0.00548369724512|-0.00584527318686|-0.00492861135748|0.00678988789094|0.00292370521271|-0.0166903891506|0.000772814947082|0.00540115433485|-0.00355397480193|-0.00220356433009|0.00115938065083|-0.00567842559909|-0.000629353679063|-0.0097788309502|0.0048658739776|-0.0129254078267|0.0102902780906|0.00614746717906|0.0153035273986|0.00342698864986|0.0109549381896|0.00609318921893|-0.00335489895599|-0.00420823241374|0.000934697086227|-0.004364703036|0.0017937506255|-0.00536196144419|-0.000548703229828|-0.00226902073578
MRVL,"August 4, 2015",70,A3,-0.0156882852393|-0.00714805832475|-0.0362052489822|-0.00659567385693|0.0393012102417|-0.0265289504139|-0.0167780087892|-0.00464311190646|0.00369085256085|-0.022620804928|0.00385524787097|-0.0130884118027|0.0074415065859|-0.00726620084021|0.0142206071312|-0.00293979020326|0.00238634406125|0.00449200782956|-0.0157412996827|0.00638587681817|-0.0162746027664|0.0431487437628|-0.0243593970988|0.00708154373133|-0.00509840759844@0.0208820360221@-0.00901957895055|-0.00296089663436|0.00343748780786|0.000416132910358|-0.00375200368363|0.00145751517879|0.00256269470577|-0.0165070171658|-0.00136834832519|0.0119512066137|-0.0874613410067|0.0344493881328|0.0218148394068|0.021895153828|-0.00838290056689|0.00396135507068|-0.0053107014514|0.00252680631894|0.0105676606666|0.00687776599397|-0.0156308251462|0.0208488833088|-0.01190868375|0.0164037269891|-0.00430140909984|-0.00984659479726|-0.00430930582383|-0.00479613606971|0.0123207086464|0.0140644168928
PHG,"May 10, 2013",46,A3,-0.0171450251981|0.0220908807939|-0.00603700415061|-0.0171813839068|0.0115818238216|-0.0165184780956|-0.0560058952136|-0.0046301384898|0.0175279670874|0.00153792302978|0.00473453089534|-0.00467445602548|-0.00797195057332|0.00883332571496|0.00194711943309|0.00387327502375|-0.00137007476473|-0.0251204898022|0.00976023247907|0.00351189238112|0.0319856155098|0.00296692242262|0.00863598040828|0.00327161167982|0.0103769186669@0.0117687924926@0.013841135485|-0.0196468970389|-0.0233784421933|-0.00653684427968|-0.00130606756453|-0.00665287187604|0.0084159550804|0.00530314552307|-0.0124688140643|0.0068162809122|-0.00157833248974|-0.00510725939678|-0.00458405229012|0.0220556817547|0.00876656055287|0.00289028946011|0.00886098004448|-0.01588077169|0.00998735572986|0.000171392328739|0.00605448192155|0.00373877979632|0.000710415666929|0.0254460975461|0.00732498060242|-0.000877715642838|-0.000924816461123|0.00161270202509|-0.0187500014855|-0.014303347957
MMM,"July 8, 2015",75,A3,0.00414098150235|0.00228487894084|0.00333943180723|-0.0020437456546|-0.00790431728301|-0.00011479409091|0.00277968415217|0.00773642041448|0.00187420118449|0.00083364847776|0.00177947458124|-0.00549313243231|-0.00569976358091|0.00917753798066|0.0031059307905|0.00162662590334|0.00200777528586|0.000711605671749|0.00250349885355|-0.00268582338871|0.00124787584525|0.00643438384038|-0.00358576924754|-1.9164849846e-05|-0.000965510482842@0.00766646835168@-0.00122262961171|0.000444517082573|-0.000390576277636|-0.00151098143544|-0.012118060793|0.00932043269829|-0.000373366155899|0.000542191368528|-0.0319750622671|-0.00508270217397|-0.000583468784892|0.00045561538037|-0.00288185281785|0.00815907253542|-0.00136674425029|0.00704426632926|0.00634399633077|0.00403610459994|0.00354613887289|0.000524678199599|0.00205662233204|0.00564879540613|0.00902626427394|0.00218136716053|0.00131105426913|-0.00432077238646|0.00337763583475|0.00102604417983|-0.000496705288744|-0.00272187461092
HON,"October 11, 2016",370|6,A3,-0.0103335352477|0.0223120820064|0.0075122496447|-0.00670513443775|0.00299218421398|0.00347833404922|0.00529539949653|0.00581998651665|-0.00446593540094|0.00355636493785|0.000450251625622|0.00676486684799|-0.00402790804484|0.00102480961148|0.00226275539146|-0.00745159808366|0.00214175699527|0.00337176794374|-0.0759487684845|-0.00278505293085|-0.00385002693783|0.0155694184088|0.00963978219319|0.00722406960437|-0.00682329063318@0.00636731189122@-0.00331802322825|0.00489214791888|0.00337561041372|-0.00808246148389|-0.0272244724278|0.000678565466247|0.00440916265197|-0.00752646585802|0.00708964815325|0.00488142198781|-0.00292105666855|-0.000504997687674|0.00428209688144|-0.000326038882076|0.00095063784873|-0.00197920787975|0.00227388789782|-0.000360678967175|0.00167892036325|-0.00135205798439|0.00581240061047|-0.00252871397334|0.00111546319536|0.000406871163886|0.00336585748274|0.00467836641195|0.0034905623362|0.000549643381588|0.000983646474491|0.00120926440114
FB,"July 9, 2015",141,A3,0.00596241866575|-0.00603059995023|0.00726554692821|-0.00319440835882|-0.000313128970852|0.00886225088587|0.00313235926388|0.00226134128554|0.022416182265|0.0373593689416|0.0215594607763|-0.00452228893129|0.0023823342242|0.00154630107458|-0.00101734152587|0.00553987504679|0.00726568885359|0.00817307600623|-0.00940450576885|0.00373902013546|0.00235085430632|0.0107760540702|0.012934156411|-0.00799641338557|0.00310114612188@0.0114232121071@0.00567080088577|-0.0132461314507|-0.00269425579701|-0.00321098837465|0.0192111900373|0.00958874392087|0.00800098112599|-0.0277506104181|-0.0116726727526|0.0114120122247|-0.0170834274295|0.00410398366272|-0.00758008918376|-0.00819833116302|-0.00384235481144|-0.0004977120155|0.0136511912524|0.00130417334423|-0.0126955649519|0.00110634441721|-0.00170342837211|0.0141612372706|0.026171309953|-0.0112148291085|0.00383561196674|-0.000890414260273|0.00165862537024|-0.00250711743703|0.0053998124404|-0.000488090346094
BSX,"February 12, 2013",6,A3,-0.00789877413187|0.0268808809907|-0.0113088903824|0.0168941390014|0.00947634394398|0.0168873438888|-0.00352373711183|-0.00531084358457|-0.00398488625911|-0.00115103169058|0.0289053146388|0.0303015453755|0.0215745663051|0.011684599726|-0.0177904862897|0.0184433327524|-0.00408461834302|-0.00365957239965|0.000966573114918|-0.0111295274606|-0.00881247138959|-0.0215048009299|0.0077389444183|0.000162427491243|-0.0137966505972@0.0118778937903@-0.0042525520627|-0.00268772210792|-0.000475042300113|-0.00557932729638|0.00130260890857|0.0465944654678|0.00262476015203|0.0120763563741|-0.00315189851318|0.00165488869398|-0.0167007407028|-0.0184578995754|-0.0016073937522|0.00445210056251|-6.25994230535e-05|-0.00144343292901|-0.00293409655305|0.0169319495806|-0.00266140033461|-0.0148471719977|-0.00404370690597|0.0080629548297|0.000226829446099|-0.00284887800519|-0.00453243057718|0.00510713084869|0.00726484138299|-0.00645158723964|-0.012530619255|-0.00103038671602
ADBE,"April 8, 2016",288|2|284,A3,-0.00356570096029|-0.00818204400489|0.0162034972262|0.00298356965664|0.00916624397068|0.0131120210851|0.0343899132174|-0.0094570238126|0.00404765225725|0.0082771506509|0.00715482838509|0.000393864941042|-0.00251553086283|0.00194837631367|0.00647699023029|0.00670495947184|0.000534876865556|0.0142811464416|-0.000878087015015|0.00367943467525|0.00159707519569|-0.00583492399209|-0.00640094937781|-0.000814470390084|0.00156047020017@0.017853137209@-0.00466655417553|0.0237466259888|-0.00521573974794|0.0283899608036|0.000684408727752|0.00810571212008|-0.00518756087448|-0.00979827519289|-0.00678862345352|-0.0165425661586|-0.00460934959267|-0.00917512542242|0.0192388991637|0.0085037718352|0.011414270524|-0.00600630209089|-0.0184846751116|-0.0548504261813|-0.0321898937024|-0.0121476287532|0.0263862192125|0.0145615560307|-0.00547978737243|0.0056694286374|0.0150220150875|-0.00746049137617|0.00750822511208|0.0164174445789|0.0130742191774|-0.000119757793622
AAPL,"July 30, 2015",20,A3,-0.00317485997937|3.75930586389e-05|0.000806603428335|-0.012271424481|0.000911442189297|-0.0235165440764|0.00692035457561|0.00203413359404|-0.00720542291376|0.00998610068291|0.000765204139413|0.00717547095129|0.0178104242991|-0.00403789349704|-0.0405517199395|0.00813610365522|0.0107201385542|-0.00508609198227|-0.014035287453|-0.0138810979806|-0.00553483419279|-0.00654802628011|-0.0187506349439|-0.0296993358379|0.00140580351001@0.00462532401859@-0.00509527581349|-3.53175664076e-05|-0.000104908566515|-0.00167451998618|-0.00295566517405|0.000949241306009|0.000702593847866|0.00690861141802|-0.00318624945902|0.00605596701377|-0.000528455320566|0.000897652258517|0.0055629744976|0.0122979762387|-0.00567688755458|0.00377532299095|-0.000339897413926|-0.00192554281243|-0.00126687156016|-0.00303164473779|-0.00297550031002|0.00714374527719|-0.00296658832061|0.00279473270928|-0.0028699966848|-0.007155554076|-0.00734361083389|0.000663300571211|0.0045584962829|-0.00317812822155
PIR,"November 7, 2013",2,A3,-0.00809376961838|0.018815996848|-0.00785497169777|0.00628142067617|0.00209827582506|1.67178148973e-05|0.0287479561525|-0.0112659864353|0.00773446237901|0.0175574520718|0.0144937231098|-0.0104846700062|-0.00256399914128|-0.00202885000267|0.013611962863|-0.00137936085607|-0.0133222442928|0.0225334745421|0.0177643721497|-0.0196283613615|0.0161693917673|0.0090135124228|0.0216452447207|0.0172934866442|-0.00304975615326@0.0324338964189@0.000521101010327|0.0127266782121|-0.0166452741854|-0.0326083124158|0.0535559418751|0.00767228269518|-0.00462419697103|0.00154826873068|0.0279956240337|0.00759340119299|0.00719204193621|0.0247499469781|-0.0105120227201|0.00528576929137|-0.0199189960479|0.0145796242622|0.00920758598886|0.00499023516282|-0.0100603132041|0.000137383604772|-0.0022508607283|0.0142438737089|0.000433641357379|0.0239998560341|-0.0101651006305|-0.140820216065|0.0262386885406|0.0289302765762|-0.0102977403473|-0.0136991878757
DGLY,"January 13, 2017",3,A3,-0.0700721915262|0.0139336108771|0.0406364874941|0.00332696190437|-0.0324222106099|0.0181732229853|-0.0297010121619|0.0392856286474|0.0261240959915|-0.0130123657957|-0.0306573464779|0.0190090797955|-0.000130793675851|-0.0231557741938|0.0411445676509|-0.0213702861813|0.0187834049548|-0.0048615207396|0.0475768850549|-0.052885333249|0.00325214015915|0.0428810567023|-0.00377754465518|0.114791752103|0.0938136818035@0.0393356532505@0.00955481127936|-0.004025541766|0.00412592202893|0.0132218366665|0.117845197467|-0.0411702925955|0.00598396288047|-0.0354436634374|-0.0370878768493|0.0046780342676|-0.00869357307589|0.00854091107953|-0.00151174142102|-0.0708195694171|-0.0599168478766|0.0426766973524|-0.0221908857466|0.0528869107399|0.0442729531451|0.0498794356981|-0.0182455512112|-0.0696058784196|0.0112084803935|-0.0234285954427|0.0197339004791|0.0034689712021|-0.00548965812924|0.0122055548885|-0.00215646878203|-0.000497435398233
RTEC,"November 18, 2013",130,A3,-0.028260012826|-0.00929090533939|-0.000255337862735|-0.00394350422572|-0.0108691347746|0.00815718613175|0.00418114586212|-0.0102523435259|-0.00698142159429|-0.0134009648292|0.0277051222|-0.0357473025727|-0.0144010181054|-0.00387257088784|0.000256302656608|0.00221651885119|-0.00321070423069|0.000842241182261|-0.0123381473973|-0.00978687271998|0.00792379088129|-0.00209023026325|0.00847758093097|0.0128875562531|0.00728549547344@0.0118092716056@-0.00397045485514|0.0119778621484|-0.00496080102304|0.00842151285425|0.00836668421438|-0.0154254629632|0.00158346046457|0.0118480179043|0.0185809529094|-0.0204925612389|0.0191057489001|0.00176356671504|-0.00919220000838|-0.010504187156|0.0098155821803|-0.0137367633659|-0.0105944856379|-0.0051826693936|0.0110447745405|0.0217278773763|0.0050856245087|0.00535056569804|-0.00636154556829|0.00159671416539|-0.00636414349488|0.0102157102879|-0.0157581148938|0.00216165916454|-0.0159499237918|-0.0101530006412
CBSH,"March 27, 2017",20|424,A3,0.00750444426614|-0.00402007772403|-0.000716248468654|-0.0125258115061|0.00807355541936|0.00392184112836|0.00647163717271|-0.0039621213984|-0.00188012999262|-0.00477262245378|0.00551069616003|0.00967051794443|-0.0205089215681|0.017856496929|0.00536367027693|-0.00683873846005|-0.0177471976541|-0.0125754870508|0.0116273460066|0.00835882259441|-0.000340862553601|-0.00535475746402|-0.00369569607826|0.0271091886343|0.0011501850925@0.010507819674@0.00862461475678|-0.00133147700662|0.0114016548697|-0.0152426951109|0.00826351674733|-0.00960211501123|0.00163200243373|-0.00453261461127|0.010873102495|0.00226417921508|-0.00769100408795|0.00925965994323|-0.0257447311788|-0.0159147952797|0.00337921346027|0.000147364534706|0.00463346263157|0.00805681344556|-5.25766793287e-05|0.020570884421|-0.00428317771673|0.00718457314803|0.00342444726178|-0.0141186674794|-0.00744195441397|0.0151605205192|0.00610819039838|-0.00677862742403|-0.0104718851352|0.00222212085382
CLCT,"March 11, 2016",4,A3,0.0108473458775|0.0063001317152|0.0171073931373|-0.00669507799261|-0.0136420760721|-0.000249703520516|0.00680207978497|0.0150540450366|-0.00280614828123|0.0114299794819|0.0107864569966|0.00847825605331|-0.0116212680265|-0.00906535155157|-0.00061046408045|0.00347067453184|-0.00280440055456|-0.0100934780183|-0.00173796343607|0.0172521764203|0.0351150693249|0.00954514666267|0.00143349289766|0.00586940759152|-0.00550670744088@0.0195374868935@-0.00435656918776|0.0125896569625|0.0146268678387|-0.0165134417161|0.0341912269104|0.0264516078038|-0.00939294300009|-0.00490461276517|-0.00462286776677|-0.00928350224218|-0.0240742030692|-0.0251565426867|0.0123420917198|-0.0168897581524|0.0234117086261|0.00396409802557|0.00980900433355|-0.0177639210782|-0.0434087375252|-0.0316889910118|-0.00335218817348|0.00980253746272|0.0119023511685|-0.0159580879688|0.0292655449407|0.0193818678935|0.0259151955218|-0.00266661942583|-0.00206579597767|-0.00155497746024
COST,"February 12, 2016",126,A3,-0.00608663250675|-0.00375892695063|-0.00161253383469|-0.00281165979099|0.00518496886585|0.005811881765|-0.00920233556543|-0.026277933085|0.00159235523104|0.00755358727387|-0.00853458969382|-5.25631649932e-05|-0.00628427475947|-0.0177225875111|-0.0259054577802|0.017770572419|0.0295157141993|0.005023252616|0.00290337638467|-0.00114436751303|-0.00248734915396|-0.010271603603|-0.000972706591767|-0.0132765004099|-0.000498219038559@0.0128795985927@0.00576552847747|0.0148311272047|0.002107616263|0.00920323890379|-0.00216719970108|0.00180301027155|-0.00988859734913|0.000160882732521|0.00529139555865|-0.0114393917107|-0.00889101007581|0.00505144731742|0.0249799350358|0.00370538475783|0.00516514698526|0.0141500290727|-0.0511966377078|0.0102571140454|0.00164000820448|0.00646469439737|-0.01218311455|-0.00267840703807|-0.0028582906513|-0.00680897429498|0.00350276166534|0.00372545190932|-0.00716291757346|0.000274157822849|-0.00316463905051|0.000360249077433
SATS,"December 22, 2015",76,A3,-0.0120324394641|-0.00364495615871|0.0062331074551|0.00679405587187|0.00226849552956|-0.0377267651538|0.0233220951252|0.00755055381145|-0.0107614634839|0.00790586925478|-0.00980676502632|0.00238770442958|0.00965402106191|-0.0031655540257|-0.0191805219311|0.0015524622865|0.00457732854354|-0.00542299912864|0.017136400606|-0.00344445963158|0.0033025161231|0.0145943512723|0.00950698780482|-0.00917138479757|0.00254508026692@0.0113070172061@0.00466248021533|-0.0060122859256|0.00964255376813|0.0169465844632|-0.0349941872087|0.00576915397673|0.0206776560638|0.00319400311741|0.001004269716|0.00369862573472|-0.00787256156805|0.00616883790833|-0.0163196895887|0.00273063004163|-0.000375841246881|0.00360112839549|0.00169759785877|-0.00935539077122|-0.00298811696257|-0.00386302170701|0.00810342363453|-0.0094513625864|0.0129373311762|-0.0136882588632|-0.00169972701733|0.00813124396128|0.0143364430495|-0.00227644241037|-0.00290255794115|-0.0115025192839
ESS,"March 4, 2013",56,A3,-0.00283790017534|-0.0024649706796|-0.0127416318684|-0.0113964122738|-0.00650925121491|0.00474098127659|-0.00215980796851|0.00233503973508|-0.00124649265641|-0.00493784855621|-0.007050007367|0.00779566063902|-0.00562010874545|-0.00751473618753|-0.00443891034262|-0.00856740996493|-0.00206058109147|-0.00767743047573|-0.00651213119103|-0.00179605401393|-0.00906811135366|0.00964604538239|-0.00281221248281|-0.0107051950346|-0.000964605528354@0.0054190399156@0.00428616957935|-0.0145567661303|0.00927238793677|-0.0027405524061|-0.00407681352439|-0.000231374686429|0.00315973132018|-0.0030545988749|-0.00167111541855|-0.00397965301731|-0.000358659501|-0.00365971937703|0.014606614802|-0.00174084866137|0.00689570721877|-0.00465634508471|0.00492354613534|-0.00238221016652|-0.0046107748975|-0.000901809166941|0.00205073129073|-0.00280771922167|0.00047244555211|0.00226264727385|0.000545277597356|0.00155358236695|-0.00320084535133|0.00290685172105|0.00596911299176|-0.00427500030019
MSFT,"May 5, 2014",3,A3,-0.0174420278896|0.0081719189851|-0.00559729366396|0.00316697322673|-0.00723267270949|0.00393847365416|-0.0107944115537|0.00544975187748|0.00348022448443|-0.0129384598211|-0.00718402886249|-0.0052901299972|-0.00683100778565|0.00037385124494|0.0081510674073|0.0186720639318|-0.0155047267183|-0.00762254957582|-0.0118310372162|-0.00803839222888|-0.010353879965|-0.00199449456565|0.00122462215076|0.00491816115571|-0.0058637864962@0.00889756891935@-0.00555838256582|-0.00428802118362|0.00284297631955|-0.00322156258999|0.0057496340209|-0.00345971930071|-0.00729593381558|-0.000886052437789|0.00762711831121|-0.00158394236983|0.00550714142166|-0.0152557692893|-0.00535782093784|-0.00369205435381|0.00307668209087|0.00738823636955|-0.00827127783898|7.72565696473e-05|-0.010563259122|-0.00312729997016|-0.00879084626066|-0.0033222068416|0.00872101945046|0.00450455626598|0.000122050988311|-0.00383583323675|-0.00200430475666|0.0294094460593|-0.00324895917806|0.0187371281818
MMM,"July 9, 2015",141,A3,0.0026089444003|0.00329313052257|-0.0025539904148|-0.00827032607091|-6.66779992323e-05|0.00266518470265|0.00799342365219|0.00150161945865|0.000867849640992|0.00162633721143|-0.00598657150315|-0.00601258788941|0.00898617446185|0.00202081822352|0.00153235557337|0.00216426666848|0.000489364969335|0.0021989670182|-0.00260230213834|0.000344631956415|0.00632804487821|-0.0032365438088|0.000264689837007|-0.000964568845738|-0.0033377995833@0.00769227006629@0.000342598966292|-0.000383308831101|-0.00170636799354|-0.0127936678284|0.00952422417785|-0.000607340449411|0.000567540394489|-0.0320513721987|-0.00516731995639|-0.000944021067764|0.000407417143688|-0.00324055289159|0.00754726313513|-0.00109113866662|0.00698201748214|0.00567060594075|0.00367730687884|0.00353232297066|0.000898047877605|0.00166978378839|0.00533806100654|0.00885112056176|0.00243955253882|0.00117389821023|-0.00437201566534|0.00318039596966|0.000812824192584|-0.000556204061781|-0.00300689750506|0.00330522588035
F,"August 12, 2015",33,A3,-0.00360296646184|-0.0191156330018|0.00762552812278|-0.00849000125539|-0.000491613962247|-0.00448223653252|0.0182028368583|-0.00587104599601|0.0163354581244|0.00852972218723|0.0296257102601|-0.00730022662633|-0.0165458125454|0.0105162891956|-0.000130184028257|-0.0101219208552|0.00939468246883|-0.000175189998458|0.00195101807942|-0.0114277952676|-0.00224491446226|0.00329850645865|0.00172747078049|-0.0115047807908|0.0128737249306@0.00858307660771@0.00388676706204|-0.00469400231275|-0.0122042466928|0.0112496319107|-0.0133332514175|0.00438474534174|0.000409572948002|-0.000805016339368|-0.00225252057728|0.0108298721983|-0.00549573959074|-0.00609213404761|-0.00231912910057|-0.0164348770594|0.0136574546374|-0.0010514840417|-0.000250268617149|0.0138423013983|0.00362143707181|-0.00796014128019|-0.0079260784522|8.25733920844e-05|-0.000941873343127|0.00208086942868|-0.00298917945947|0.0100653311863|0.020193944945|-0.0010446751994|-0.00226117567867|-0.00624870831047
MNTA,"June 18, 2015",63|594,A3,-0.00688241295602|-0.0134183479581|0.0272657653857|-0.00672148721912|-0.0187550408653|-0.0218055085912|0.0364624688544|0.0496434912851|-0.00657939874572|-0.00017277975484|0.0182859925806|0.0231811166741|0.018881646924|-0.014369723886|-0.0314353304315|-0.00892960509569|-0.00449429019953|0.0308428959849|-0.0240097580565|-0.000387811987278|0.0329609689678|-0.0234796507156|0.00110643765559|-0.00059896267794|-0.0305679472514@0.0295072443544@0.00524475400005|-0.00243876129439|0.00357357175483|0.00442881030565|-0.0291480599687|0.0147100216394|0.00157489616353|-0.0108358010966|0.000394971826102|0.0165118484119|0.00185488762062|-0.00761568053143|-0.0266133306895|0.00634269152262|-0.0231561004167|-0.0219131506105|0.0522440113385|0.0483317769071|0.0490475165602|-0.0554235088215|0.0113309092374|0.0624727510427|-0.0110588579856|-0.0386661158596|-0.0166412850063|-0.0443923604338|-0.0370798434884|0.00776228917821|0.0334938189892|0.00566332970492
NOK,"November 10, 2015",77,A3,-0.0128338654827|0.0179799992893|0.0079044786748|-0.0130498192887|-0.00396432619382|-0.00820191521977|0.000251817936556|-0.00765666360218|-0.0388442736016|-0.0133503837048|-0.0215441080382|-0.00259390959345|0.0958599230179|0.0150909449267|-0.00935992848429|0.0140749018411|-0.00352474046046|-0.00659257376686|-0.00168163854889|-0.00491910796313|-0.0327394414455|0.0135903200986|0.00563118983926|-0.0120099696571|0.00455467533169@0.0131843902161@-0.00682639531183|-0.00118886128974|-0.0168641554966|-0.0205631765481|0.00912557284024|-0.0107796210439|0.038072593143|-0.00140313032315|-0.0116115106948|-0.00216589825209|-0.00801499104473|0.00240232541414|-0.000152730639675|0.00687193426591|-0.00854166465162|0.0104474348395|0.0186154397765|0.0117859269395|-0.0120764229483|0.0177701536499|-0.0156348375564|0.00861063480538|0.00274790068675|-0.00920537830287|-0.00344866594937|-0.00631623754973|0.0189697710266|0.00243656790113|-0.0155102496692|0.0024476719834
INTU,"November 16, 2015",39,A3,0.00693579417643|0.00692831736301|0.00716190885502|0.00990530528347|-0.0019124135932|0.00394738300929|0.00880838634058|-0.0139988877326|0.00112237891742|0.00570380982632|-0.0134211256734|0.000612125773841|0.0187320327801|-0.0066959631812|0.0086014049792|0.00841988844675|0.0133689614284|0.013579066367|0.00947488707484|0.00342952462271|-0.0152270342072|-0.00106333997825|-0.0180219995793|0.012236891016|0.0551283883509@0.0234645390703@-0.0953829892358|0.00688767132241|-0.0335467602155|-0.00974026078286|0.00642642549401|-0.00184137612482|0.00911076689242|0.0270803830433|-0.00405027491905|0.00415435682537|0.0141406675874|-0.00290420058816|0.00957144305712|0.0138852666666|0.00756974229049|0.00261193116451|-0.0132834453685|-0.00433883420815|-0.036239166589|0.0232717296018|0.0106231497366|0.0220744049783|0.0135402212148|0.011053996922|0.00334679427667|0.0203848559636|0.00895042200117|-0.00208388652935|0.000220058713234|-0.0114930931907
SYK,"September 12, 2016",3,A3,0.00153888014208|-0.00401538679488|-0.0115157477854|-0.00337778366148|0.00460460454685|0.00172670628821|0.00394267173408|-0.00519953496275|-0.0049903515753|0.00719178808081|0.0117287222614|0.0136550076221|-0.00126465203377|-3.15581942399e-05|-0.00308424772651|0.00116049175794|0.00994486725069|-0.0141006962141|-0.000561218537275|-0.023140603806|0.0114263128594|-0.0101294230115|0.00531841356621|0.0168521179185|0.0102033895333@0.0109164591935@0.00131637091358|0.000822981901859|0.0116349564228|0.00214037731733|0.00302593281891|0.00784160286709|0.00749336708128|-0.00407548354045|0.00342872921527|0.0147626657086|0.00104020969604|0.00423094581051|0.0116453102793|-0.0039299431865|0.000546889416997|0.0021081738266|0.00148358519049|-0.00231263000293|-0.0017747941795|-0.00440650287286|-0.000322203575054|-0.004725933785|0.00243216696497|0.00307762100646|0.00458435213699|-0.0482019325916|-0.00713494699283|0.00477942461829|-0.0126148445951|0.00110355212851
NOK,"December 16, 2015",14,A3,-0.00612558280352|-0.00412069274239|-0.00739931377245|0.0116265554121|-0.0112506109606|-0.0115283443508|-0.00374351982358|-0.0114868128147|0.00294065587682|0.0189331646199|0.00804062023299|-0.00575099547202|-0.00648132733143|-0.00268762498253|-0.011854700524|-0.0268105631914|-0.0111749731148|-0.00737978203161|0.00159310250911|-0.00759016043508|0.00972538968116|-0.0155518607906|-0.00709615709868|0.0282718265826|0.0100289031193@0.0230183744668@-0.00945405576702|0.018294234969|0.00132676059292|-0.0158978068812|-0.00334323383521|0.0155820702486|0.0158522439175|-0.0189544993188|0.0220645658209|-0.0106661656413|0.00689392173441|0.000970072565086|-0.00811096940884|-0.0113898725246|-0.0131283759531|-0.014523542721|0.0166160107758|0.0108453236477|-0.012407447737|-0.00419055720731|-0.00880855380678|-0.00141655461579|-0.00439052748339|-0.0368346326107|-0.0142107613592|-0.0222914287266|-0.000496568931198|0.0954046573297|0.0138314479338|-0.00716575500634
TEX,"May 14, 2013",98,A3,-0.0217286547218|0.0150813537413|0.00482306482695|-0.00558297948471|0.0225394771898|-0.0149215339055|0.0304790732606|-0.0193024497446|0.00158262370577|-0.00900482999995|-0.0182616504363|-0.0071698567074|-0.0056459470857|0.0397558376556|0.0437671257066|0.00819362609553|0.00159669767766|0.00125312592228|-0.012013051461|-0.00605137037632|0.000852860403028|-0.0164143489165|0.0232173364862|0.00484202874169|0.0275270867477@0.0201435292129@0.00589213372616|-0.0167125777544|-0.0313415666408|-0.00150522285568|0.000200819328209|0.0124960683477|0.0237219707875|-0.00716367307848|0.00587878487527|-0.0109718187613|-0.031059475752|0.0289333041874|-0.00833642623591|0.00745629768467|0.0227045921627|-0.0100253171063|-0.00669663219168|0.0146202988002|-0.00417473701961|0.0042104550004|0.0535400675502|0.00463928657041|0.0253691842782|0.00380995132476|-0.0328873440875|-0.0173614803246|0.00967398415797|0.00424480899395|-0.0194807571389|-0.0296749788284
LLNW,"February 1, 2016",27,A3,-0.0714801318|-0.0206417881775|-0.0127636465664|0.0426045187753|-0.0363614545153|-0.0370340206117|-0.0300898488012|-0.0147317951314|0.00610859314054|0.0874912742689|-0.063089990971|0.0165245339778|-0.0841033403621|0.0923298071256|0.0340200545586|-0.00871680623684|0.0254298183971|-0.0162900967246|0.00891223308548|0.0106512954481|0.0084006160169|-0.0508695926138|-0.0343126332933|-0.000310783466372|-0.0113554051747@0.0364286114697@-0.000778301998512|0.0455417409321|-0.0055151070794|0.0268193986751|-0.0249147127031|0.00864602958713|-0.0109769939208|0.00713960408609|-0.0071338018726|-0.0820779687277|-0.075247435311|-0.0438611216548|0.0205497213556|0.00876879118712|-0.00386699681641|0.0267946935994|0.0439273903786|-0.0149911182915|0.0139856130977|-0.00860328027039|0.0659857288306|-0.00429308845607|0.0385426713399|-0.026219809304|-0.0517282396293|-0.0426102311105|0.0466504701796|-0.0121772986789|0.0214766431061|0.04016700947
AAPL,"June 27, 2014",25|22,A3,-0.00825667152957|-0.0110000839537|0.0113526191966|0.00650044759871|-0.00475593809914|-0.00995138073174|0.0118711070926|0.00263359892876|-0.00431010204271|-0.0139453949463|-0.0167299993071|0.00619485815775|-0.00679930009413|-0.00827830859112|-0.00756418707483|-0.0152556005976|-0.00375127906125|-0.00405600735921|-0.00608896344687|0.00343687289503|0.00702399692315|0.0075790235444|-0.00248808058432|-0.00442378794804|-0.00144644526867@0.0170928501139@-0.00431844546501|-0.00895744541706|-0.00601743941875|-0.00948653675923|-0.00669560592417|0.000813590660895|0.00197845197349|-0.00284031697048|-0.00584360722697|-0.0161375959212|-0.00998903775285|0.00703969951151|0.00569979460958|-0.00599850396731|-0.014291464411|0.0739371259152|0.0112017146166|0.0321700201668|-0.0100566130716|-0.00945852581524|-0.000869261435793|-5.11827304229e-05|0.00928118377499|-0.00664084627382|-0.0116415949505|-0.00400792490862|-0.00857754280111|0.000984475759263|-0.00232732304421|0.001100757277
