Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-60,-30)_[-20,5)_BS"
AVX,"February 9, 2017",3,A1,0.00297500113863|-0.00784091187622|0.00630561589195|-0.0278190034654|-0.00222351245939|-0.012454554781|-0.0029536622348|-0.00102669978668|0.0256028773048|0.00547216116766|-0.0128102407473|-0.000326852625921|-0.0115227447179|0.00326162390576|-0.00564702614029|-0.0120211970885|0.0114945286291|-0.00760401202265|-0.0116904476273|-0.0124229651585|0.0145827775496|-0.00621460946819|-0.00635735815002|-0.00624507663496|0.00486950040324@0.0105527726111@0.0342235073899|-8.23118398262e-05|-0.0123364467238|-5.49236411132e-05|-0.00899640507419|0.0128201162073|-0.00951070589847|0.0131590825213|-0.0105209913974|0.00691485785093|-0.00388061507733|-0.00728657901382|-0.00178846156863|-0.00642066474812|-0.00659088514448|0.0117329652739|0.00384699015207|0.00519064094823|0.0141439998796|-0.014889346328|-0.00113525032563|0.00120327045578|-0.00825141205577|0.0018895649164|-0.0089662667888|0.00981634893602|-0.00180655779372|-0.0103772961646|-0.0027392550213|0.000693030073587
AAPL,"May 9, 2017",4,A1,-0.0031749051075|-0.0108440182206|0.00468194460954|0.000509968861323|-0.00549774492952|-0.00250849419327|-0.00300594374813|0.00220463162535|0.000972278275928|-0.00375151716984|-0.00152339315109|-0.0065438547084|-0.00149002361043|8.3997133019e-05|0.0160949508026|0.00457560739022|-0.00305738450897|-0.0062331524867|0.0108015753084|0.0256730325921|0.00605660463981|-0.00805562089675|0.00951902966758|0.0143683859447|-0.00994415489831@0.00412521149069@-0.00792420781173|0.00152647089858|0.00718604034207|-0.00342517455168|-0.00158236027819|-0.000333411104688|-0.000654467126746|0.00263400513419|-0.00631720589613|-0.00177468983007|-0.0010749228973|0.00206792093844|0.00364810926803|-0.000359922295855|0.00385770259345|-0.00121620324924|0.00323721676874|-0.0030308631781|-0.00503062316449|-0.00186148074919|-0.00145797409033|0.00136108037929|-0.000267191882578|0.00246072008014|-0.00439498107721|0.0103146118658|0.00132347513265|0.00732133387661|-0.00370585481744|-0.00252715327704
ORCL,"June 6, 2017",91|260|385,A1,ERROR
ADBE,"February 9, 2016",61,A1,0.0146432048938|-0.00375761936558|0.00282745691043|0.00110059223574|0.0098029047214|-0.00280314773164|-0.00471038145518|-0.0058847029134|-0.000843541529613|-0.021135021652|-0.0120178309029|-0.0161436464779|-0.0101283901383|0.030670232147|0.00390706585651|-0.00486937183674|-0.00644725613191|-0.0218169872526|-0.0718207153425|-0.0454351824577|-0.0164720545432|0.0214605193528|0.00161727589019|0.0035403230891|0.0122834204532@0.0139244086833@0.0118544191107|0.00622234129756|-0.0123248942857|-0.0063327217775|0.00462800385732|-0.00448401092864|0.00432068735787|-0.00435016504549|0.000842684559034|-0.00248733313446|-0.00415426116971|0.00159223474146|-0.00593774786664|0.00193100789714|0.00128322127565|-0.012872255694|0.0109185594921|-0.0292780980035|0.0273956904779|-0.0189051301545|-0.0107075961814|0.0422945803538|0.0138294140575|-0.00261747621319|0.00201028929423|-0.00293397792728|-0.0175118210631|-0.00543290564723|0.0142042675595|-0.00299700623944
BBBY,"December 16, 2015",181,A1,-0.00209101312601|0.00567063881714|-0.00169597773507|-0.00461351950418|-0.00992524611726|0.0244328666395|0.0210684724873|0.00688117660604|-0.00971147303648|-0.0188275615695|0.0104315776663|0.00984052309879|0.00212344271441|0.00750040548908|0.000773839216015|0.00253087326231|0.00857421076598|-0.000982249413043|-0.0107034124269|0.00325251105604|0.00272177878504|-0.0173148827352|-0.00956289010917|-0.00174503619918|0.0123281773556@0.0120006665816@0.00891621758284|0.000406174826424|-0.00226367836658|0.0106040590104|-0.0167317589464|-0.0090609904672|-0.00734665323997|0.0102657010497|-0.0162644179635|0.0191312053229|0.0111405173515|-0.0184774245771|-0.00176785752281|-0.00204874341343|0.00047236345932|-0.00515234756165|-0.00515130542859|-0.00313817858067|0.0045520420988|0.00827516269898|0.000671795921071|-0.00380268977193|0.00227233858747|0.000368271963204|0.00241037266821|-0.0192390127483|-0.000233274057772|-0.0050864332961|0.0402516308221|-0.00397308742096
NVO,"June 18, 2013",131,A1,-0.00321660349413|-0.00532463093067|-0.0069872738373|-0.00369087212999|-0.0026710741322|-0.0101314660212|-0.0149649770524|0.00579698587005|-0.0264539629263|-0.00299736400901|0.0154739239048|0.00255123281671|0.0014816770528|-0.0165541920059|0.00351596322121|0.017843271636|0.0129132011545|-0.0113938333589|0.00301390777571|-0.0410764860347|-0.00440013502917|-0.0137611553137|-0.0142546286237|-0.00812752468721|-0.0174327575999@0.0104567046894@-0.00297538128887|0.00143010426764|0.00770620423981|-0.0167537157308|-0.00232351205904|0.00570149172119|0.00841856148315|0.00926585496396|-0.00853957027201|0.00151722557408|0.00510195513163|-0.00181630951793|-0.0115534035185|0.0148865023791|-0.00488608721855|0.0057775669786|-8.96026716002e-05|-0.00767975558906|-0.00427828091021|0.00150130002669|-0.00724478110897|-0.00780868803504|0.0243646567489|-0.00538388598561|0.0010450042714|0.0233769519683|0.00644411080242|-0.0226513669795|-0.00516151961661|-0.00739163005466
AAPL,"May 26, 2016",175,A1,-0.0229754338993|-0.00745744717175|-0.0112337225792|0.0239777400826|-0.00615937244229|-0.00555007820633|-0.011193703926|-0.00182106170173|-0.00815257904451|-0.00141924019968|-0.0257391099376|0.00966789466611|0.024246622063|0.00418363844959|0.00937498590055|-0.0017905570173|0.0023374969349|0.0123951137681|-0.000348360076741|0.00848839425719|0.0059006058608|-0.00688169326775|-0.00454768844115|-0.0180015618809|-0.0124889175694@0.00776454842339@-0.00430343260785|0.00153738632945|0.00959881073178|-0.0136744051599|0.0017796627313|-0.00607570860905|-0.00205570146474|-0.00811124900821|0.00222127048105|0.0199488410907|0.00533528345101|-0.0100667612712|-0.00475603942406|-0.0033036787424|0.00650262533506|-0.000147325470667|-0.00556111766899|-0.00687656679365|0.0118478658724|0.0109304222873|-0.00430663282167|0.000174578747363|0.0120015679753|-0.00280549429822|-0.00290053393825|-0.010856346809|-0.00346949976036|0.00413147894357|0.0013269530149|0.00193374685718
HPQ,"December 28, 2016",23,A1,0.00198556225138|0.0182949062618|-0.0190517719509|0.00285242796614|0.0211474178363|-0.000711612443667|0.0203901322278|-0.00254944247687|-0.0307238138674|0.0122378346289|-0.00822176137516|-0.00524738960151|-0.0113432486058|-0.0286463300552|0.00175664647327|-0.00729365839014|0.00630289437851|0.00122022683592|-0.00478089909922|0.00405611897976|-0.00978415625404|-0.000363147805155|-0.00346378975007|-0.00793492972256|0.00853667336132@0.0156155567654@0.00963044067632|-0.0139289518081|0.0121864299527|-0.00324932314132|0.00173114130757|-0.00541665289401|0.00309570490545|-0.00782157602772|-0.0102632619705|-0.0463721260015|-0.0285114881222|0.00558822940607|-0.00975113891892|-5.04281024783e-05|-0.0225947950006|0.00718500810105|-0.00209243659354|0.00223463660564|0.00794461238685|0.00963670018054|0.0273466305503|-0.00266174692771|0.0264392317102|-0.00331148391021|0.0121855221025|-0.00068187000588|0.00984549302216|0.00711728489944|-0.00836872667699|0.0229089402949
FB,"November 13, 2015",11,A1,0.00966572836216|0.00753625937448|-0.0149303281941|0.00700406902579|0.005120675696|0.0108861183412|0.0168302414453|0.000199058888712|-0.00974878576392|0.00579412951137|-0.0244856707685|-0.00202863520056|-0.0118445973649|0.0153304584577|0.0451136907199|-0.0161507392663|0.00383203126154|0.00918171447383|0.0133522258359|0.00587709738406|-0.0266294023678|-0.0180999417446|0.009892505095|0.00507991446554|-0.0144849380316@0.0151480168535@-0.027914029093|-0.0167344552335|0.00151647911023|0.0234372485306|0.00397085803958|-0.00113455624882|0.0127257229294|-0.00944135408951|0.00901970401765|0.00674923056088|-0.0217611025472|0.0176388725413|-0.0160133837943|0.0244185119516|0.00918114776904|-0.00590216939944|0.00577172869063|-0.00948229777322|-0.00553195286246|0.0107208615784|0.0184540069574|0.00472300040162|-0.0136378065692|0.0112907250854|0.00751184110135|-0.0186016708268|-0.0108941935026|-0.0309466257249|0.0136699493772|0.00719570902269
MU,"March 12, 2015",8,A1,0.00248343562502|0.0201745491927|-0.00349520191787|0.0181746287244|0.000519533424706|-0.00453138745158|0.00334330833504|-0.0140200967903|-0.0189914073326|-0.0025383645508|0.0120225070894|0.0124916346411|0.014388619002|-0.0399653862239|-0.00112988834462|0.00429143109748|0.000351197606506|0.00488142486184|-0.00661242575381|0.0189541080724|-0.00874107618592|0.0397368602922|-0.0220679990715|-0.0200746459244|0.00521382193683@0.0167977230489@-0.00378439031618|-0.003103330377|0.00499940991781|0.00311648113955|-0.0136780352338|0.000275185572533|0.0029274420776|0.0130399995084|0.00376223011918|0.00326382192349|0.018597414884|0.0102138673481|0.00984418368048|-0.00100581378732|0.00526858597601|-0.00716676632571|-0.0370714735031|0.0264002916845|0.0138007763872|-0.0396972841294|-0.0162943908447|-0.0110354207776|-0.00553315277036|-0.0249925594255|0.0255450591764|0.0251663030172|-0.00397965529303|0.0159999721802|0.00429847343269|-0.0191772252417
ENR,"January 12, 2015",4,A1,-0.00437776653229|-0.0101110005095|0.00292791876772|0.0115242998277|0.000907028087315|0.00774809620261|-0.00625073508175|-0.00704434191688|0.00401512466865|-0.00283290165058|-0.00335552836484|-0.0103974433912|-0.00435600478029|-0.0140043022266|-0.00172881589836|0.000557924166787|-0.00437062144661|0.00363745919378|0.0103533847729|0.00869077063225|-0.0023974436913|-0.00562552741007|-0.003622693738|-0.00397417902472|0.000883903758338@0.00863330254741@0.00384678051034|0.00252975615288|-0.00182884886397|0.0136869071811|-0.00215516030559|-0.000628551725387|-0.00114408424077|0.00136270616332|0.00156164923859|-0.00803356240882|-0.00614730022737|-0.00255549650678|0.00569460212231|-0.00374755279711|0.00221661474205|-0.0124328386621|0.00534593763366|-0.00127330340515|0.00856597765324|-0.00532034761892|0.000813310064387|0.0232651387499|-0.0224990882395|-0.0106599473313|-0.00505138721878|-0.00235016404994|-0.00638698825453|0.00829990356257|0.00859800503647|0.00642733304502
WDC,"January 10, 2014",66,A1,0.00214286735039|0.0194379897995|0.00318581784574|0.0218395007606|0.0274132273528|-0.0457075554276|0.00266469098551|-0.00285937083134|-0.00965229944704|-0.000587607818728|-0.0023035941757|-0.00246000515437|0.0101252338334|-0.00424949680975|0.00332057252537|0.00810313689095|0.00112382216691|0.0222722544947|0.00901697149472|-0.0179981891479|0.00200417589299|0.0147719811901|0.0190340553284|0.00319283645975|0.00258821881537@0.015100142564@0.00527176653841|-0.00994109346145|0.00485686489657|0.00670085648166|0.00810768458723|-0.0109600044743|-0.0205438711979|0.000700149728597|0.0215436919677|-0.00505268415259|-0.00476128721978|0.0160103553998|-0.0444307325087|-0.000579229445713|0.0255205470188|-0.00598093143706|-0.00609602548721|0.00745472066864|-0.00333056175979|-0.00126518211178|0.012180048833|-0.00956957833336|0.0375864523048|-0.011227988673|-0.0103149766562|-0.004285735695|0.0107079243975|-0.00197312167196|-0.00443494427889|-0.00189311425799
AMTD,"October 11, 2016",7,A1,0.00715623827494|-0.00896665289246|0.0194873160366|-0.00324827937844|0.00531782175814|-0.0103473815736|-0.0150499284794|-0.00724923714243|-0.0101193087356|-0.00691969743381|-0.0124320186692|-0.00548291506008|0.0625996227154|0.00653158841901|-0.00448096700998|0.00940258669358|0.0156771699362|-0.00838935305792|0.00679472207815|-0.0178117955376|0.0127328574157|-0.00553109645541|0.00209663823226|0.00887587624247|-0.00284345681659@0.00990634002893@-0.00992139462945|0.02159818484|-0.00730441807757|0.00853051956994|-0.000284160989839|-0.00250017789615|0.0014164869005|-0.000327241347126|-0.000417639025838|-0.0165636120976|-0.0106286511961|-0.00416258842957|0.00784865437669|-0.000189897000776|0.0217500283805|-0.00655755248786|-0.00791403238921|-0.0122277865796|-0.00200473544818|-0.00778485158667|0.00409639209008|0.0061586540055|-0.00715806647472|-0.00551220633853|0.00575351406018|-0.0126064781959|0.00159971244795|0.00799601106698|0.0104152051288|0.0169021273235
BAX,"May 9, 2016",5,A1,0.00484386403522|-0.00647177019015|-0.00201038583708|0.00746680822712|0.00220900077239|0.00310380570674|0.00346148350548|-0.00322955101372|-0.000439328913989|0.00739938968004|0.00899104915288|0.00656524634579|0.00302290162548|0.0107142552742|0.00447168045452|0.00369345904012|0.0013641332364|0.0218592520394|0.00438479143693|-0.00835278352945|0.00120389121946|-0.00383537890953|0.0285452182829|-0.0165778719574|0.00614389781358@0.00902553800681@-0.0156086873387|0.000913327359833|0.00588551617419|0.0059375250394|0.00045772176901|-0.0104295255262|0.00650458970384|0.0105046283393|0.0121657582719|0.0108250370769|-0.00793139434298|0.00974680844689|-0.0100969564045|-0.00794936252474|-0.0131253793625|0.000422308738143|0.00853887322729|0.00463282310326|-0.00422533752343|0.00474377445855|0.001904685419|0.00045132597573|-0.00617267297558|-0.00752665858108|-0.013582957524|0.00674986697329|-0.00312898088699|0.0143690067714|0.00874134394284|-0.0137170078001
CTXS,"March 19, 2013",6,A1,0.00307208405472|-0.00848768942271|-0.00718472007886|0.0105058392417|-0.00847877572413|-0.0141991268959|-0.0089386638902|-0.00206772246467|0.00172206379964|0.0146878243281|0.00323905356693|0.00357425939389|-0.0043794983965|-0.00330774564037|-0.00223109252872|-0.00792746998532|0.00364376271815|0.00149105105981|-0.0189365761548|-0.0188770159871|-0.0121923503194|0.00953531353973|-0.00187677601492|-0.0228845677491|-0.0109003777122@0.0241713427744@-0.0069280386653|-0.0202327776604|0.0150143096236|-0.0120485301442|0.00494643038243|-0.00632043789712|-0.00507471570343|0.00360828232094|0.013950992418|-0.0341647608528|0.00456375557862|0.0244801405375|0.00509528053409|0.0288233103384|-0.0126508394235|0.0121696656485|-0.011930086864|-0.0165391328322|-0.01398592464|-0.0113048418673|-0.0178956429484|-0.00776970509567|0.0155080374155|0.00631302128172|0.0232905568929|-0.00274006967659|-0.0435541608716|-0.0241683517487|0.0885941173386|0.000950116580201
TMUS,"September 23, 2016",378|16,A1,-0.000607860307031|-0.00851075367838|0.011921690453|-0.0152536724859|0.00406239818996|-0.00440292402059|0.0177344423648|-0.00551659004133|-0.0126152086263|-0.00181657875922|-0.0366429578661|0.0195099613111|-0.00871859565624|0.00935609315413|0.0211557161854|-0.0141026955469|-0.0159323640211|-0.0340886278796|0.0229679508798|0.0194344529256|0.00559799749008|-0.0065576112959|-0.00570556943023|-0.00663195731206|-0.00577019140082@0.00845083669652@0.0116817202721|-0.0128118660938|-0.00989314684089|0.0059810705023|-0.00657288103014|-0.0065659868902|0.00510486165278|0.00644563684427|-0.0148847694242|0.0106031110206|-0.00907402577548|0.00677218133813|-0.00457115570884|-0.0017454344522|-0.000746448393591|0.00221410138435|0.0125981759659|-0.0100308989668|-0.00398278607017|0.0126161535911|0.0096605027969|-0.000585592471874|0.013573255886|-0.00502557852718|0.00473109226573|-0.000387404484814|0.00328504361536|-0.00572848327793|-0.00208156108617|-0.0105788876413
HPQ,"February 9, 2016",6,A1,0.0108849633627|0.0113375325401|0.0145974485024|-0.0110126191897|-0.0166224067311|-0.0313672854761|-0.000138947923138|0.0385828162356|-0.0339902080353|-0.00762000696362|0.00430503137236|0.0170969380912|-0.0156158960146|-0.000545160873929|0.0323997415354|0.0191413144286|-0.025485257692|0.025098252649|0.0345739337324|-0.0336023036372|-0.0139398204366|0.0163470550711|-0.00656069537636|0.0234607568615|0.0252149227687@0.0318211231662@-0.00382719008903|-0.0217510646394|0.00446892645797|0.00484062979829|0.00117755447447|0.012637376465|0.0175379017808|0.0203777480778|0.0189739197687|0.0322604460253|-0.141187815084|0.00171925806949|0.00514722660212|0.0095100530486|-0.0456962911788|0.0397118381849|-0.00467284457924|0.00932596481213|0.0172211829785|0.00868190110609|0.0227431932363|0.0177264246696|-0.0048647748433|-0.00339788107125|-0.00850738869243|-0.00512547471572|-0.00537609659412|-0.0116972286486|0.0141797696057|-0.00213726502539
PRKR,"July 31, 2015",373|78,A1,-0.0477089647573|0.0439780284461|0.0554688575122|-0.160260167325|0.0507584037803|0.0993824933427|0.114553982226|0.0418207058359|-0.01693298428|0.167672493215|0.0408691087299|-0.0573016380949|0.0558554133848|-0.0247855718125|-0.077118016521|-0.061948941412|0.0426665666592|0.0972391876302|0.105056588516|0.0350251140956|-0.301585737381|-0.171447359769|-0.0738381719399|-0.0424433019047|-0.046443836481@0.10548658245@-0.0176343718846|0.0243438108104|-0.422720220102|-0.0482442393916|-0.00969081927955|0.0127186132002|0.0843360611253|-0.00767131368498|0.0331959663832|0.00906672341173|-0.0209733279416|0.0858987802408|-0.00544141058989|-0.0646470012757|0.129114978874|-0.0478546646702|-0.059120735347|0.0256883290712|0.00439406256486|0.132641510579|0.109351041733|0.153469273374|-0.0870644644647|0.0474089183258|0.113242742349|0.0159942373698|-0.061013564326|-0.0375182970292|-0.0288542623966|-0.0624163570281
HPQ,"July 18, 2013",6,A1,-0.00748795535908|-0.035241424376|-0.0306838312335|-0.0373799931401|0.0103148120705|-0.000770389567148|0.0237670719638|-0.00603335842135|-0.00216719431769|-0.00368873614271|-0.000938921176984|0.00829103668083|-0.0235508843584|0.00443250188469|0.0105872175581|0.00969329338955|-0.0145414291472|-0.000136015188409|-0.00459944296695|-0.0126525089938|-0.00662979500144|-0.0535823265071|0.00727417061763|0.00131286000838|0.00741022306149@0.0330007496886@-0.0130453394778|0.00230681822526|-0.0200491085795|0.0119327359916|0.0187855359333|-0.00247656704929|-0.0193826908234|-0.00254521237977|0.00130313547022|-0.00686056217516|-0.0141893012016|0.0200496327852|-0.0020567408702|0.00949861185337|-0.0161787665547|0.000468053051718|-0.0332781548031|0.0111926415948|-0.0116756439828|-0.0115462007335|-0.0106384152859|-0.00152519541402|0.150582598636|-0.0337879700998|0.0106136213308|0.0164460336059|-0.00657088192679|-0.0409060788917|0.0120753204098|-0.0185419086386
BDC,"November 5, 2015",57|38,A1,0.0102482502226|0.0146619943303|-0.0186610167606|0.00305888522781|-0.00259755949653|0.00668095295271|-0.00607263201835|-0.00242970940842|0.0132173062673|-0.0166170746611|0.00604277953215|0.0205834578301|-0.00640805436817|-0.00876946446467|0.194562508192|0.000703128782102|0.02446052178|-0.0166673079986|-0.0202244769588|0.00879942096029|0.0152269865882|0.0158594024587|-0.0102162055589|0.0102836937374|0.0148698587338@0.0165187411897@0.00227471020245|-0.00916998200656|0.0129859494024|0.00154847284697|0.00904894468824|0.0138235038933|-0.00431370558981|0.00589412369782|0.00131225173516|-0.0421464979652|-0.0155529562826|-0.000686003029474|0.0146400555749|0.00298265806848|-0.0244140979138|-0.0156925005113|-0.00266277663931|0.044921006078|0.0126799028656|0.0144084804143|-0.0109090222294|-0.00472075148633|-0.0050919975622|0.0126543331844|0.025332448475|-0.0052708192981|-0.0147793447373|-0.0104990087276|0.00599477498382|-0.0145921521319
MMM,"August 6, 2013",-37,A1,0.00339968139529|-0.000303145608764|-0.00375918242762|0.00425197105703|-0.00678021662929|-0.00158177521203|-0.000461236162044|0.00148848202605|0.00379062609898|-0.00172792603339|0.00536970170972|-0.000811590858822|-0.0010661096506|0.00141419787326|-0.000335416965031|0.00130382707612|0.00369966888184|-0.00318030735627|-0.00353326709976|-0.00216778153433|0.00113312543821|0.00519501223078|0.00307536516965|-0.00106692039644|0.00103800505183@0.00410226025406@0.00135519511124|-0.00123474645918|-0.00953621743321|0.00246835639529|-9.77931910162e-05|-0.00686086120153|0.00234805571285|0.000572019504901|0.00107991905921|-0.00137389261804|-0.00113812679915|0.00560859453368|0.00133978993748|-0.00153203556336|0.00257450264228|-0.00276029309084|-0.001476039542|-0.000468837310697|-0.00841926792933|0.00963222688931|-0.00337053653421|0.00376147615554|-0.00369318892682|0.0048229715875|0.00373032738109|-1.75447502253e-05|0.00134360047506|-3.20689024954e-05|-0.0023583226735|0.00373273754018
T,"March 19, 2015",106,A1,-0.0125921968504|-0.00533383933821|-0.00804992144158|0.00278318780255|0.00384466072416|0.00780202846579|0.00246811808072|-0.00291942771435|-0.00550118349555|-0.0107570103726|-0.0020371850656|-0.00807673848101|-0.00779665375651|-0.00855801931436|-0.00481833061839|0.00638752343308|-0.00881773298092|-0.000402400084959|-0.00438817047483|0.0120495636514|-0.0102352572191|-0.00586095176362|0.00133636098976|-0.00423407984826|-0.00599828470153@0.00660263039096@-0.00307890738965|0.00501544416769|0.00310978355891|-0.00348380504125|0.00282149881569|-0.00394723849391|0.00105944885665|-0.00972144591579|0.00726451290697|0.000336952293935|0.00593683558728|-0.00776612632804|-0.00227056001654|0.000587470123545|0.00615645355904|0.000364790560644|-0.00243456497409|0.00218516759072|0.00673662043292|0.00175385763489|-0.0029869812443|-0.0166286079202|-0.0104959139609|-0.00851237521691|-0.00442256612647|0.0025932116865|0.00151375514903|0.00519352919696|0.0103286854228|0.0127910750839
FB,"September 9, 2016",128|471,A1,-0.00511225034068|-0.000292302354907|-0.0115149011556|-0.000965603324319|0.00593926772335|-0.00674534314437|-0.00240565242645|0.00386170560737|-0.00105446005014|-0.00333325343875|0.00301402712525|0.00941695185709|0.00702838954574|-0.00494960904133|0.00394000090398|-0.000591241838613|-0.00245787191268|0.0213683614053|0.0092643375878|-0.00477811322346|-0.00293542274315|-0.00182776639911|0.00102259429311|0.00379849254933|-0.00570967688443@0.00894585318442@-0.00260337212675|-0.00556424074936|-0.00950602341268|-0.00385301467665|0.00527520990035|-0.00353634267797|-0.00281966552588|0.00682279422904|-0.0121925928143|0.0160037224288|-0.00385508837487|-0.0125626899178|-0.00369377696067|0.00589071214175|0.0151208997963|-0.0076750463768|-0.00283367015525|0.00112357493504|-0.00720046261535|-0.0106136676691|-0.0017915050948|-0.00336242199873|0.0177979813101|0.0103402686456|0.00597502552694|-0.00821026776965|-0.00189937118762|0.00679045907525|-0.00475266894695|0.0173852410619
LMT,"August 6, 2014",1,A1,0.000558004790544|0.00901487179756|0.0135685392885|0.00455828327695|0.00959158117447|-0.00955563671679|0.0161961067953|-0.00456790097796|0.00760800756616|0.0257216002168|0.000418287582648|0.0130507259099|0.00883175132396|0.00127258951116|0.00394810936875|0.00685705930252|0.0100633327865|0.00710408417382|-0.000724170922405|0.00715613141041|-0.0218852760294|0.00880597072788|0.00379616766397|0.000240564758473|0.00171782190065@0.00562688216479@-0.000604278597265|0.00514615155283|-0.00580172109367|0.00355362067376|-0.0114835016748|-0.0016775711904|-8.20524934916e-05|-0.00113380990776|-0.00167020322659|0.00168517598069|-0.00434980386442|-0.00218191846473|0.00975458669794|0.00293236158322|0.00331574468185|0.00141829703783|0.00315268152501|0.004182041223|0.000622460059157|0.00609778124692|-0.00249450389852|-0.0101554466037|0.000138113609063|0.00649915870997|0.00762278633791|-0.00717237002467|-0.0106046750829|0.00303681470504|0.00658742304557|-0.00633334254683
AAPL,"April 14, 2017",63,A1,ERROR
AMZN,"March 19, 2013",13,A1,0.0115862798538|-0.000508321295165|0.00445506790777|-0.00980576318259|-0.0032519644857|-0.00723131756377|0.00455422581146|0.00642360187388|0.00341855773118|0.0234330211641|0.00190854786245|-0.00696333760989|-0.00048237032765|-0.00185314178872|-0.0133867101926|0.0133943069285|0.00307544445551|-0.0385383752223|-0.0128876221952|-0.00940416953951|-0.00288878226329|-0.00200289159047|-0.00680767825059|0.0107451154143|-0.00221345580651@0.0217949187855@-0.00186833847429|0.00921236816766|-0.00876269244973|0.0101382494672|-0.0348390800165|0.000703795053779|-0.00222364857034|0.00875568440324|0.00364343539876|0.00734691556098|-0.000508817100067|0.0385272644873|-0.0044169435771|-0.00157079348363|-0.0100408941451|0.0106106988426|0.0191228630899|-0.00285352849866|-0.0100633339514|0.000820086016251|0.00486369312979|-0.011101598931|-0.00835853054714|0.020318730491|0.0335978300075|-0.026528345275|-0.0612087209198|0.0508533172111|-0.0239833282792|-0.010186337108
MSFT,"October 3, 2013",17,A1,0.00277930832643|-0.000274325304925|0.0130781011065|0.0209359720659|0.0114406217562|0.00265541718219|0.0115744694406|-0.00788399230845|0.00385373158779|0.00742051936039|0.0131496208463|-0.0187837247475|0.00384990641567|-0.00489611489576|0.00617252272018|0.00823433214689|0.0204997669964|0.00610032636005|0.00680412552684|0.0132247410371|0.00639236535144|-0.00137663124324|-0.00945469845288|0.000892966126686|0.00396027300245@0.0255106473512@0.0124999226529|0.022559574156|0.00176883087238|0.0142030551961|0.00760422114657|-0.0136843413866|-0.00913973685547|-0.119522295121|0.0206474893419|-0.00209125907794|0.00918391521142|-0.0168789420637|0.00923975973495|0.00190355669521|0.0123616902491|0.00183819773521|-0.0096970854718|0.00848073276529|-0.00251305124748|0.00222219017032|0.0196218438926|0.0259362693407|-0.00147126284645|0.00847857451593|-0.0118386858645|0.00939594477477|-0.00639419521901|0.00489041124384|-0.00653180319404|0.00692647865335
BAC,"January 27, 2014",54,A1,-0.0127298025043|-0.00033231822616|-0.00977182508709|-0.00707065637333|0.0466795127546|0.017631614977|0.0179163404777|-0.0208178661978|0.00280601672845|0.0122608379239|-0.00947250562987|-0.00145120209492|0.0020183973129|0.0123954316643|-0.00377129164995|0.000757421374164|-0.00623686628401|0.005495388409|-0.00601889936292|0.007057347892|-0.00261060121216|0.0145451127178|0.0102468457734|-0.0031318914829|-0.00329186558801@0.00858568243547@-0.0155628560179|0.0074236898325|-0.0115143149876|-0.00181334691417|-0.00570294918188|-0.00465147832724|-0.00742220562251|0.00646604150557|0.0145601499736|0.00361555675227|-0.00412056433013|0.00804044578484|0.00147569281145|-0.000335928783286|0.00373003383539|0.0202655304953|-0.000801050086472|0.0151613887524|-0.0062124097027|0.0106583510611|0.00229609859816|-0.0086107533623|-0.001300044465|-0.00337595586236|-0.00714650780345|0.0048971338643|-0.00775666715792|-0.0105013462157|-0.00433761502055|0.00257588057421
DAL,"June 24, 2014",14,A1,-0.00657837299122|0.0196058465662|-0.0155382765207|-0.0110672017115|0.0169216535094|0.0081453610388|0.0183567612979|-0.0309596097386|0.0058961684615|-0.0127270060515|-0.00116025509783|-0.0245890199347|-0.0439878768945|0.0108965565419|-0.0140194744156|0.00898320334517|-0.00997920402867|-0.00763323471837|-0.00740583122323|-0.0142661519803|-0.00314327578149|0.00899535986344|-0.00201476886605|-0.00521172730205|-0.0167785683412@0.0195399080181@-0.0295657288646|0.0146466899205|0.0160959371883|-0.0101259190578|-0.00883319190819|-0.000473005369297|0.00163785933366|-0.0244709941557|0.012566162969|-0.0111731494737|0.000697981148|-0.042186235319|-0.010001614699|0.0295404462763|-0.000743667004962|-0.00368480174796|0.0182502696041|0.0618891387295|-0.0158904703985|-0.00408591620557|-0.014771368463|0.0135103064219|-0.00556624827983|0.00548165744238|0.00362931169505|0.00264326156287|0.0187699342828|0.00237413367357|-0.0142786109757|-0.00588216832507
KYO,"February 9, 2015",3,A1,-0.0210438286199|0.0103187215995|0.00740370644546|-0.00750711986055|0.0289615261229|-0.0186193795744|-0.00440468773553|-0.00499721862053|-0.00444763117671|-0.0137722855877|0.0120151084537|0.0104292680156|0.0165354804994|-0.0274724079936|0.00204191037773|-0.00321438001924|-0.0098029089835|0.028802168472|-0.0114378179538|0.00569038755581|0.00691723450271|0.000642953851416|0.00665501418886|0.00987225816132|0.0111059405416@0.0121715148965@0.0157802474261|-0.00121109487987|0.0157997011456|0.00561066515499|-0.00945058729516|0.0206292655025|0.00145616610476|-0.013956154835|0.00867543888166|-0.0011933919737|0.00451541013444|-0.00343695268397|0.00401384256998|0.0124331000522|0.0154156465149|-0.0068966915926|-0.00366592544362|-0.0122419757367|-0.0213968961508|-0.00531530693591|-0.00383901239806|-0.00076639722887|0.0111101362627|-0.0262159757581|0.0192052663326|0.00255599794944|-0.00428002800768|-0.00300075135779|-0.0214600932855|0.00112635153141
