Stock_Ticker,Decision_Date,Affirmed_1__NotAff_0,"SM_[-20,0)_2LS"
NOK,"January 10, 2014",1,0.016281134929681668
HPQ,"December 4, 2014",0,0.08410563355552031
CTXS,"June 16, 2015",0,0.06505281755902305
RHT,"November 14, 2014",1,0.10694311304468489
RTEC,"November 18, 2013",0,-0.057104890677787
KMB,"July 10, 2014",1,0.01362498919992771
KMB,"July 10, 2014",0,0.01362498919992771
F,"April 21, 2017",1,-0.012431905684327432
T,"July 31, 2015",0,-0.00865872250960513
PKI,"July 31, 2015",0,-0.019273895009580613
NTGR,"December 4, 2014",0,0.02394641219391051
AKAM,"November 16, 2015",0,-0.1917527412210617
SHLD,"September 11, 2013",0,0.2888598050234778
FDC,"July 31, 2015",0,ERROR
BBY,"September 6, 2013",0,0.20831660305516908
EBAY,"November 16, 2015",0,0.13825552709226166
TEX,"December 3, 2014",1,-0.045434478016043
ENR,"January 12, 2015",1,0.036877149099403275
WMT,"April 16, 2013",1,0.07912989983491152
AAPL,"May 9, 2017",1,0.0652838421429411
AAPL,"December 15, 2015",1,0.001245595266259861
F,"March 7, 2017",0,-0.0031898690983940903
AMGN,"July 21, 2015",0,0.022273625798633487
CSCO,"June 15, 2015",1,-0.017711834385247698
BKS,"May 13, 2013",1,0.27080833984312697
LB,"February 12, 2016",0,-0.09368556120966633
DAL,"April 26, 2013",1,-0.01824865097484759
HPQ,"March 14, 2017",1,0.11439066409953975
GRPN,"February 26, 2014",1,-0.17316361900918859
IPXL,"August 7, 2013",0,0.035787186266988166
BSX,"June 26, 2013",1,-0.020822670139608625
MOD,"June 10, 2014",1,-0.06881531466830279
NVS,"April 4, 2017",1,-0.01533875970678383
CBS,"September 30, 2016",1,0.0705550220287805
SUPN,"June 18, 2012",1,-0.14642200245560022
POWI,"March 26, 2013",0,0.031036186870384584
CSCO,"August 8, 2014",1,-0.023062617989263207
MMM,"July 8, 2015",1,-0.007435347753369476
COF,"March 7, 2017",1,0.06075207199250298
MSFT,"November 6, 2014",1,0.02282427259625394
CTXS,"April 7, 2017",1,0.04973569956016696
YHOO,"November 16, 2015",0,-0.03600144855107809
ODP,"March 19, 2013",1,-0.12023686843482277
CSCO,"June 23, 2015",1,-0.01099670101046694
USB,"August 7, 2015",1,0.05104875074218361
GEVO,"February 10, 2016",1,-0.28768207245178073
AAPL,"December 11, 2014",1,0.020303002558549946
EBAY,"February 7, 2017",0,0.0310741562269677
GILD,"December 8, 2014",1,-0.022220066765682847
YHOO,"September 10, 2014",0,0.13052318790578438
GE,"February 21, 2017",0,-0.005254558242831305
CSCO,"August 22, 2014",1,-0.03707048217475698
LLY,"February 28, 2017",0,0.10372839159699733
ADBE,"February 9, 2016",1,-0.15894297181346914
FB,"July 9, 2015",1,0.05990251396445617
ACTG,"September 12, 2016",1,0.03139975386797994
CALL,"April 6, 2017",1,0.16813692180199835
TGT,"August 15, 2014",0,-0.01654602762298628
CSCO,"December 4, 2014",0,0.11635312788522714
PFE,"April 9, 2015",1,0.0251402900744804
AMTD,"August 30, 2013",0,-0.06030863084853451
MRVL,"August 4, 2015",0,-0.06062470018333466
MSFT,"May 12, 2016",0,-0.08087119344761941
EBAY,"November 21, 2016",0,-0.01281395888195077
MSTR,"March 12, 2015",1,-0.10434255065099031
BAC,"July 10, 2014",0,-0.019662104923112603
ITW,"July 9, 2015",1,-0.003430916239105016
FB,"January 7, 2016",1,-0.02531537984695726
MU,"May 9, 2017",1,-0.016260556509699424
ORCL,"October 2, 2013",0,0.045184878905748654
MSI,"March 6, 2015",1,0.06053254041739567
AAPL,"November 9, 2015",1,0.08098789292299757
YHOO,"June 23, 2015",1,-0.06556615093680833
MS,"January 27, 2014",1,-0.018223622110124994
YHOO,"May 17, 2016",1,0.025947401643453508
SYK,"September 12, 2016",0,-0.04415278038330511
NUAN,"February 22, 2016",1,0.05495888125951838
NKE,"February 11, 2016",0,-0.04312554707395452
BBBY,"January 24, 2017",1,-0.13090088345468867
AAPL,"August 23, 2013",0,0.14373193272031898
V,"February 9, 2016",1,-0.07269468116085435
NFLX,"September 14, 2015",1,-0.23814683911448248
FB,"July 16, 2014",1,0.045379223022388275
GRPN,"February 17, 2017",1,0.27694083062036856
CDW,"June 30, 2015",1,-0.06764272071593215
LPL,"June 23, 2014",1,0.05136451692239076
PRGO,"August 15, 2014",1,-0.017068326673143737
HPQ,"December 2, 2015",1,-0.08209334042644076
INTC,"September 30, 2016",0,0.03907069524375055
FB,"February 17, 2017",1,0.048136558684128326
NTAP,"May 9, 2014",0,-0.10695477144986387
HPE,"August 9, 2016",1,0.11282972568152513
MYGN,"December 17, 2014",0,0.011268521513801007
SATS,"December 22, 2015",0,-0.06389602502992717
LLNW,"April 27, 2015",0,0.059255696209093225
XLNX,"August 4, 2015",0,-0.036094783826717304
LLY,"July 1, 2014",1,0.0440643611518674
DE,"May 26, 2016",1,-0.05110068918210103
EA,"March 17, 2015",1,-0.010159591977273407
CSCO,"April 27, 2015",0,0.06952884413118515
AMZN,"June 23, 2015",1,0.02004883307686965
SNPS,"October 11, 2016",1,0.02457292028415926
CSCO,"September 23, 2016",0,0.01913325890945946
CGNX,"December 16, 2013",1,0.04724810256396897
CME,"January 27, 2014",1,-0.0726766660321659
XLNX,"February 15, 2017",0,0.02319851308603478
YHOO,"May 31, 2016",0,0.03278987746780099
NTIP,"July 11, 2016",1,0.13251861788339503
IBM,"February 8, 2016",1,-0.03282235147328815
AAPL,"November 18, 2013",0,0.03696898569766537
F,"March 7, 2017",1,-0.0031898690983940903
ITW,"July 8, 2015",1,0.018753255832355365
XLNX,"October 9, 2015",1,0.07759019033740314
RHT,"May 10, 2013",1,0.018825424486892305
T,"March 19, 2015",1,-0.026441002821124333
NTAP,"June 6, 2017",1,ERROR
PRKR,"July 31, 2015",0,0.16507975035944858
CBSH,"December 9, 2016",1,0.17633784293311738
CSCO,"May 31, 2016",1,0.05071099007888364
LLY,"February 28, 2017",1,0.10372839159699733
INTC,"February 12, 2016",0,-0.11412546370252513
BAC,"January 27, 2014",1,0.04666464965813601
EBAY,"December 16, 2015",0,-0.005987022743175073
NTAP,"October 9, 2015",1,0.034366653850899875
NFLX,"November 7, 2016",1,0.15202231457502174
CTAA,"November 25, 2013",0,ERROR
ADBE,"September 14, 2015",1,-0.06265040473457081
LLNW,"November 12, 2015",1,0.029270382300113543
INTU,"May 12, 2016",0,-0.00962903944684647
BKS,"December 17, 2015",1,-0.31569517448125317
OSTK,"July 11, 2014",0,-0.08030413874872289
OSTK,"July 11, 2014",1,-0.08030413874872289
SEAC,"October 10, 2013",1,0.07385906113812413
