Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"MM_[-60,-30)_[-20,5)_NBS"
TIME,"December 16, 2015",181,A1,0.00149396779268|-0.0240816576721|0.00219719769576|0.0189550575503|0.00266060494735|-0.0158615330702|0.0542226027034|0.00643839705524|0.00228651603655|0.0165125612578|0.00953978756529|-0.00242931355012|-0.0153678142894|0.00955516538749|0.0204518800167|-0.00456926472077|0.0309152067117|-0.0214662778085|-0.0409543619319|0.0120361279685|0.00482977208873|-0.00629613295212|-0.00237019253377|-0.0106886829344|0.0190583510408@0.0160176476369
BMY,"April 8, 2016",123|457,A1,-0.00761388276496|-0.0154438345951|-0.0110357574015|-0.00223915075921|-0.0222143113671|-0.0269702790088|0.0167246866141|-0.00238496003377|0.00248267691611|0.00210839309897|0.00233652669189|0.00356435176947|0.0113809384116|-0.00921129285045|0.00775314968302|0.0121404534413|0.0219444295661|0.00673491910171|0.00302067821497|0.00858000478542|-0.00537504665252|0.00150620578891|0.00439236193176|-0.000675702317297|0.00539182344683@0.0140718707276
CBS,"February 1, 2016",27,A1,0.0158288453434|0.00276620219149|-0.0134102267363|0.0129671439633|0.00584173054216|0.0341741518901|0.00529461597232|-0.00193238519538|-0.021705775601|0.0228886855512|0.00359175994672|-0.0117088854137|-0.0163066434432|0.0331798714337|0.00494655550937|0.00331319214828|0.00949171480525|0.00346049857252|-0.0304373505149|0.000252781345934|0.00860917928093|-0.00815422320229|0.0271316929144|-0.000998123422829|-0.0312989485291@0.0110943768743
TWTR,"February 17, 2017",11|249,A1,-0.0146858940674|0.0171067096329|-0.0212701588923|-0.00298344812593|0.0121039773237|-0.00241294883678|0.0466503146784|0.0493386861173|-0.0160583779973|0.0387368912674|-0.0249103257739|0.0315668299014|0.0263944985876|0.0313848572685|-0.142352638852|-0.0546456992721|0.00736411035104|0.0378823873482|0.00780290643435|-0.0128163497866|0.0198113989643|-0.0212148440601|-0.0111082247545|0.00482970951719|0.00266098962884@0.0189451219589
FB,"March 28, 2016",5,A1,0.000524290911217|0.00309596738375|-0.0203461127089|-0.00586714436465|-0.0108332983749|-0.0187470215578|-0.0227457225947|0.0087081202183|0.00362776552896|-0.00693869382698|-0.0113877526078|-0.00324260433583|0.00228359651904|-0.00150455127906|-0.0190671896902|-0.00869796619072|-0.00584403378051|-0.00271202701296|0.00421481181299|0.00239623690579|0.000698332011711|0.00404780649115|-0.0254295341311|-0.00772262384388|-0.00231557588901@0.0302380488903
TWTR,"September 9, 2016",128|471,A1,0.031486235429|-0.00901450501509|0.0634305347941|-0.017169303884|-0.0172348279924|-0.0624357143404|0.00286012572573|-0.0180580724361|0.00808934524807|-0.0194913338247|0.00517233054211|0.00370955953157|-0.000173809769449|-0.00256082948387|0.0456130515973|0.0187032979166|-0.00386548300592|0.0191643699079|0.000585918848907|-0.0598623255902|0.00160162419433|-0.0170059680554|0.00246800477553|0.024696387314|-0.000101992621567@0.034610659871
IMMR,"June 21, 2016",46,A1,0.016974214599|-0.00891703217033|-0.00622452825721|-0.0215989946825|0.00530357434796|0.0620145106695|0.0046094620047|0.0133352279601|0.0104918134161|-0.00542795629965|0.0192961004452|0.0303715920854|0.00780925924512|-0.0180740656801|0.00137115075511|0.00807033421888|-0.00498008070566|0.0121347184825|-0.014193437267|0.0128993095101|0.132677775133|0.00554248463316|0.0935456276551|-0.0229539449411|-0.0047439298539@0.0175704428763
BELFA,"December 16, 2015",22,A1,0.0296295892848|0.000846868671136|-0.00958502592363|0.00753052535963|0.0137694349722|0.0243770675079|0.04630800732|0.00859029241387|0.0548754527615|-0.0226691102175|-0.0417123859906|-0.066977658276|-0.00662258959244|-0.0754735785453|-0.0237743659476|-0.029097289324|0.00108184308142|-0.0540439410671|-0.029934451686|-0.00953615654344|0.0232111209877|-0.00332700433161|0.0248364803754|-0.00601552794624|0.0269382704573@0.0579412963319
AET,"January 18, 2017",5,A1,0.0162547480875|-0.0280717892348|-0.0104068114929|-0.00919069318526|0.0131586635567|0.00803763465298|-0.00556933893689|0.000603878456505|-0.000198983165351|0.00295086844546|-0.0277450200046|-0.00770636197401|0.0114595918647|-0.0074777882299|0.00250139563528|-0.0124289635382|-0.0124216098894|0.00917911946231|-0.0105207609036|0.000159350330413|-0.00976067702856|0.0176972917356|-0.0103523764642|-0.0228638287355|-0.037147133954@0.013416773432
COST,"January 20, 2016",77,A1,-0.00926068879479|0.00449623285675|0.00602802272818|-0.00328470716229|0.000509760777633|-0.00713226476383|0.0028571739815|0.000761317829439|-0.00616071001017|-0.0107290761069|-0.00103932593557|-0.00573138097677|-0.0153936286993|-0.0170704857877|0.0123807005663|0.000571092063918|-0.0182417692827|-0.00283075449952|-0.00852089587976|-0.00767195824732|-5.64260609539e-05|0.00401628941884|0.0114961990686|-0.0163954926773|-0.0203923007395@0.00932443615046
HPQ,"March 19, 2013",13,A1,-0.006421505819|0.00705900235733|0.0326169014782|0.0997871484307|0.0181506472628|0.0270485508776|-0.0213914639053|0.0175395326953|-0.00517642052171|-0.0169034223969|0.00254634135179|0.0243308910599|-0.00823680936298|-0.0028352551847|0.00269310565041|0.0191692713613|-0.00805365193794|0.0188301329269|0.0140101828149|0.0346011714156|0.0146867348159|-0.0213990514947|-0.015557538748|0.0204973192823|0.00563614966184@0.0195261716383
AMZN,"December 17, 2015",6,A1,0.00644995612232|-0.00710056624069|0.00087744469628|0.0123349253904|-0.00982059596999|0.00023734443107|-0.00930143671188|-0.000197600262466|0.00541261622062|-0.00113359226895|0.00641092379067|-0.0289540754285|-0.00878091534213|0.00384054589914|-0.00761737166607|-0.0123499101599|-0.0120832014787|0.0128789588879|-0.00613569338084|-0.00374669230725|0.00693051586752|0.00890973567082|-0.0133082511877|-0.0101897681644|-0.0109988619399@0.0114294166567
ADSK,"March 15, 2017",6,A1,-0.00764667082607|-0.0184209593498|0.0122654671636|0.00633228226779|-0.00648318417956|-0.00550622549405|0.0111257073351|-0.00344501399798|-0.00570268695878|-0.00648608392019|-0.00340314219634|-0.00448887067437|-0.0246693712414|-0.0190369070583|-0.00174443604128|0.0180561236466|0.0071046067623|0.011564915537|0.00339052760845|0.000162381097017|0.00557245899678|-0.0164117496459|-0.00478943734321|0.00427649132644|0.00255272437539@0.0118967759705
LKQ,"February 18, 2015",15,A1,0.00604580059129|0.0277528826242|0.00800387218095|0.00738863991549|0.00623736229446|-0.0079550148104|-0.0193494965904|0.00291159738305|0.0020091837304|0.0111372614685|0.00875018422144|-0.00454267237586|-0.00659129857373|0.0158430507943|0.00908922898147|0.00651042293774|-0.00473289253451|-0.00862100157601|0.000898768253748|0.00827522344558|-0.0054905031864|0.00310107532129|0.00187404523551|-0.00236251120521|0.0030808623487@0.00877545598342
AMD,"January 18, 2017",271|6,A1,-0.0450469980089|0.00887978555459|0.0463089818662|-0.00766055180265|0.00939791064075|-0.0378843903831|0.0249605384114|-0.0444172608542|-0.0211576711827|-0.0243315747451|-0.0196101787423|-0.0350566542213|-0.0533989390377|-0.0225754284466|-0.0273194235212|-0.00877300703524|-0.0251288080376|-0.0780026405154|-0.0426285732588|-0.0994602831056|-0.00676621826087|-0.0222790861642|-0.0186518185167|-0.0060740758468|0.0446081730264@0.0405731058196
SYMC,"September 15, 2014",6,A1,-0.00624278244336|-0.00225300015903|-0.0109817178605|-0.00310403385527|-0.00787632233823|-0.00499831649041|-0.00536879731235|0.00801361116612|-0.00799429444456|-0.00396814970857|-0.00100183755151|-0.00331914380516|-0.00242442209563|-0.000681021534567|-0.00130660481209|-0.00177539945345|0.00987364264949|0.00212047109067|-0.00263210876735|-0.00996045443881|-0.0174414359293|-0.00523288602751|0.00882931418454|-0.00234821129551|-0.00943878077724@0.00844324920372
JBLU,"April 26, 2013",44,A1,-0.0066968678879|-0.00859852791819|-0.0610803970129|-0.0115140974534|0.0433898762764|0.0125481234193|0.0137646924535|-0.00301385673537|0.0152757692418|0.0207242371381|0.00309858204378|-0.0218530093829|0.0148822396254|0.0152687179132|0.00455003208619|0.0112912226536|-0.021946883395|-0.000619969919097|-0.00159582713012|-0.05818373944|0.0129476107253|-0.0367996636494|0.00856275503853|-0.0148301189407|-0.0146626210718@0.0143533072878
USB,"September 25, 2014",49,A1,-0.00387938347592|-0.000681757883461|0.00320342372453|0.00117609230491|-0.00150682411658|0.00558694393153|-0.00607698670413|0.00170001161539|-0.00249698092627|0.00283113010294|0.00649378889155|0.00884325513614|0.00686452732408|-0.006122763683|0.00723803766813|0.00441356353657|0.00637177913234|0.00522983043877|-0.0031067085892|-0.00733523966686|0.000836318924931|-0.0012899771497|0.000210537138144|0.00626625669776|0.0011864337302@0.00683754966953
HOG,"April 25, 2016",334,A1,0.00299484925609|0.00843585760077|-0.00641598559907|0.0355777727066|-0.00441299520851|-0.00554994272299|-0.0186611034371|-0.0881297326929|-0.0282346051892|-0.00762159304118|0.00918399854488|-0.02681465424|0.0226589452536|0.00817812214574|-0.0246612752872|-0.000435442207844|-0.0393808471887|0.0167410114533|0.0269250914292|0.00558223220173|-0.00179170505204|0.0072241910641|-0.00782652704346|-0.0227665864288|-0.00322162628296@0.0127904269137
HPQ,"April 25, 2016",21,A1,-0.00385176596232|-0.0107905561736|-0.00397703170466|-0.00290522143207|-0.0101798449573|-0.00605006003162|-0.0021888451749|0.0128997358509|-0.0105405092673|-0.00181828232102|0.00496956514395|-0.00801746183065|0.00873329151838|-0.00773660711716|-0.00609397071874|0.0019554857336|0.00210349836649|-0.00302366466022|-0.012512050097|-0.0108271660693|0.00319210091422|-0.00115871010528|-0.00510180040716|-0.00499250834001|-0.0204664431996@0.0248857214774
TGT,"February 10, 2016",8,A1,0.00834261784694|-0.014855943478|-0.0238949289699|0.00643147411547|-0.0166379061951|-0.012196967929|0.0119603462364|0.00832922684244|-0.00607964472611|0.0183145279136|0.00708775087604|0.0013181831077|0.0120537646979|0.00394370981671|0.0140968274223|-0.0137065955094|-0.0360480035135|-0.00270321233194|0.0124813962453|-0.00433273379183|-0.0169199496434|-0.00455994628481|0.0253802619399|0.0161901078177|6.93254450152e-05@0.015232292415
CTXS,"April 11, 2013",7,A1,-0.00034687829623|-0.00594414800405|-0.0151202653951|-0.0236613001447|-0.00898032805743|0.0038657099042|-0.00866743040809|-0.00250931437963|-0.0200948142958|0.0201374689767|-0.00132693858631|0.0165675455582|0.0289775460384|0.0306382817858|0.00875550815667|-0.017738478761|-0.00765114654605|-0.0197028300836|0.00289392157432|-0.00965618849431|0.0102519132651|0.0223901963595|0.0508151652067|0.014592214379|-0.0106542637875@0.0195635012195
AMGN,"July 21, 2015",27,A1,0.000845342233092|-0.00252647062836|0.00373979254117|-0.00209500910823|-0.000216030386783|-0.00454491701833|0.00678764116755|0.00195339099765|-0.00752779463081|0.0138728087273|-0.00153328028856|0.00893957052454|-0.0094433647228|-0.00163722852749|-0.0070566803593|0.0173227100887|0.0120393084478|0.00333464634853|0.000527791016438|0.00676368694115|0.00641284678116|0.00866933810266|0.0094676533034|-0.0148590339849|0.0569121345594@0.00871289625265
DEPO,"March 24, 2016",185|49,A1,-0.0118332991195|-0.083199952455|-0.0933966881633|-0.0451259878528|-0.0147635948875|-0.00310453767449|-0.0306954426145|-0.055877077152|-0.0163757318512|-0.00736836589911|0.0708617212525|0.0186499073852|-0.0154478606785|-0.0631715429016|-0.035527011908|-0.116838518779|-0.034395469289|-0.031069091531|0.0327904297608|0.0139353479411|-0.0186188027528|-0.0291328913439|-0.0579964415913|0.000728903648087|-0.0309450665026@0.0295112984141
JBLU,"June 24, 2014",14,A1,-0.00280305351079|0.0232041309555|0.00196081721089|0.0147806263061|0.0197272957572|0.0245182358292|0.0133470814215|-0.0250511478204|0.0100593564327|-0.0219621918379|0.0166779603615|-0.0137667246324|-0.039926327347|0.0228370369082|0.0081589023526|0.000649804971243|-0.00926910707147|-0.0049790502437|0.00123841986434|-0.0126838304549|0.00840830874307|0.0100234560467|-0.0066837902907|0.0176770334572|-0.00819490588782@0.0202395233871
AAPL,"December 9, 2016",32|310|368|462,A1,-0.0301664608622|-0.00444579865483|-0.0259686313983|0.00763743074464|0.0234496206693|-0.00696244876791|0.000213445972159|0.00857838547208|-0.00307846850387|-0.00877682858439|-5.40727337205e-05|0.00395303993295|-0.00249261073871|-0.00018423579511|-1.96707184052e-06|0.00107741872774|-0.0169546356027|0.00145846040857|0.00225109718054|0.00401554686517|0.0123282634012|-0.00262374001421|0.0111493465116|0.00497593715194|0.000201432429625@0.00933161863589
GRMN,"August 8, 2016",33,A1,0.000852968402258|0.0118842865472|-0.00756735097035|0.00533219050192|0.0038513026491|0.0053507467968|0.00805762047907|-0.00781492419729|0.00256062118016|0.000354173586769|-0.00189959700356|0.00575657512112|0.107157577018|0.0311829768703|0.0116034941385|0.0243358417086|-0.00849122254983|0.00405888181642|-0.0192849653496|-0.00411303855248|-0.00146839902584|-0.0112975038532|0.0160039798825|-0.00333305888009|-0.00477286677224@0.00581770224693
FDS,"January 27, 2014",54,A1,-0.0165608423879|0.00574842965183|7.25963198063e-05|-0.00804759223508|0.00555959408189|-0.00102299243035|-0.0185380184267|0.000669247328421|-0.00252963501246|-0.00746265697408|0.00302151601178|0.00857618565552|-0.00549007223916|-0.00122160275722|0.00500721762038|-0.00904894307026|0.0124839868072|0.00159724875499|0.00729714081159|-0.00873889450506|0.000192386805284|-0.0161826575532|-0.00372942321981|0.00811769717353|0.00628828698087@0.00566551713167
EW,"January 22, 2014",105,A1,0.00935918549944|0.00380774438073|0.00513776974159|0.00670970791831|0.0152200810613|0.00219811788423|0.0080368082174|0.0132421734713|0.0216023617023|-0.00096895138612|0.0148684682986|-0.00114199400226|0.0304905112123|0.00373736899448|0.0135573567638|0.0295721092636|0.0192877934371|0.016723743725|-0.0520416634893|0.0169791862106|-0.0202074280242|0.00956904165474|0.0226035720638|-0.0202479101285|0.000678285793417@0.0184907762004
CBSH,"December 9, 2016",2,A1,0.0137014132145|0.00626286982951|0.0162779313627|-0.00733081688054|-0.00859844933447|0.01093821254|-0.0053647661133|0.00213551890606|-0.00445757053821|-0.00613004849786|-0.000700443352211|-0.00423708293699|0.00830969085338|-0.0112299606335|0.01572384445|-0.00778049882229|-0.00183464933665|0.00318918567817|-0.00142471838873|0.00487229054713|0.00430304358601|-0.0163672011519|0.0157103308802|-0.0036600059058|-0.00179576800015@0.00743584022154
NOK,"November 26, 2014",20,A1,-0.0296663965042|-0.00503777194228|-0.01716593075|0.0103006708063|-0.0254785703417|-0.00907860412869|-0.00894768416508|-0.0229846634304|0.0113870596057|0.00537920409311|-0.0184791729391|0.0315135256872|-0.053682626222|-0.0246408377205|0.0278403659283|-0.0190017696324|-0.00489409431207|0.0181378924523|0.0128789544596|-0.00111577889136|0.00660239405433|0.0232088167815|0.0121896356908|-0.0123117762804|-0.0221775113245@0.0123160786107
MSTR,"March 12, 2015",6,A1,-0.000435249862865|-0.0115162979253|0.00457870742199|-0.00918049370789|-0.00858485715779|-0.00259144464767|-0.0101949559349|-0.0130097310268|0.00503641698568|0.00632975734082|-0.00222952512393|0.00464414410839|-0.00650004644915|0.0115065868818|-0.0214745823502|-0.0313605449897|-0.0239633354696|0.0150296331816|-0.00111114381664|0.0026104337357|0.00371581402969|0.0182170677625|0.00426835079249|0.0129941875233|0.00500444219262@0.0142051727446
TRIP,"May 17, 2016",1|435,A1,0.00222294009889|0.0062334059523|0.000955377947951|0.00109588166423|-0.00294179720707|0.00707168697601|0.027983980236|0.026564150741|0.0372353250021|-0.0113993806199|0.0376754075616|-0.0213843094539|-0.00941756564238|-1.62064451776e-05|0.00415389963093|0.029462576078|0.0270761493019|-0.0199490764325|0.0263068675734|-0.012774324828|0.0466588961634|-0.0128682282062|-0.00483726503116|0.00501618892114|0.041339678495@0.0204101336965
AAPL,"May 4, 2016",386,A1,0.00164431499671|-0.0130961795889|-0.00196764347356|0.00414149471515|0.00386530200266|0.00785521424342|-0.00173265181394|-0.0190468709742|-0.0271644653566|-0.0103984636031|-0.00038960706009|-0.00721500860489|-0.000644210090993|-0.00714919766615|-0.00701380171961|-0.0667293538717|-0.0248147358117|-0.00908611997865|-0.00893883522911|0.0200022512579|-0.00766901228584|-0.00748166556708|-0.0101859581818|0.00086613970948|-0.00699759962212@0.00996615711395
SBUX,"January 5, 2015",63,A1,0.0103553148721|0.0291616995213|0.00610646133379|-0.00691394371926|0.000574718059481|0.00130690285885|0.00602553912505|-0.0261911403485|-0.0129896457215|0.00778535140684|-0.0206260814704|-0.00941868398804|0.011794081868|0.0155437203308|-0.00277876406447|0.00361836728383|0.00974292773621|-0.00308238923147|0.00605464558926|-0.00871148025499|-0.0143886943119|-0.00793582354988|0.0145941804329|0.00490800754996|-0.0330232595317@0.0092259990629
CSCO,"June 15, 2015",12,A1,0.0154274680185|-0.00102163537418|-0.000707777211476|-0.0052439357645|-0.0100992028117|-0.00431912466607|0.000325731068305|-0.00105508568781|0.00129617019741|0.0042853260442|-0.007888905517|-0.00504882842181|-0.00740460178657|-0.00710692743286|-0.00457537008984|-0.00392232453966|-0.0024274487819|-0.00146218378274|0.00314121780146|-0.00539186628757|0.00175496242136|-0.000488023989366|0.00463753825173|-0.00430923833918|-0.0033699303779@0.00769303994098
FB,"February 17, 2017",11|249,A1,-0.00857393293129|0.0158168642579|-0.00399913288044|0.00482355585583|0.0138774856618|-0.00890793493648|-0.00272576315832|-0.0106464958259|0.0206652930783|-0.0210192051803|-0.00762935141941|0.0100360098901|-0.00652461913876|0.0115959266038|-0.0125541994202|-0.0053730928136|-0.0068188083152|-0.0069497779118|-0.0163076360973|0.00452695679631|-0.0111942629901|-0.00768291435282|0.0202259876532|-0.00293258790166|-0.0103346514883@0.00898370279547
PRGO,"August 15, 2014",129,A1,0.0079215597882|-0.0267952877287|0.0193191062602|0.000162488077823|-0.00436711585647|-0.0139814394183|-0.00750145968196|-0.00616858310924|-0.0126903662206|-0.0179147227729|0.00391040223969|-0.0178718697693|-0.018407214072|-0.0387598755685|-0.0133274980841|0.00482979664163|-0.0156741040496|-0.0229488688497|-0.00618763849817|0.0667065124479|-0.010279990464|-0.0126550853802|0.0143339150658|-0.00963489500642|-0.00668791884847@0.0134545648726
