Event_Window,Mean_CAR,Var(MCAR),z-stat,p-value
"[-5,0)",-0.0040856983948277395,8.115204982766596e-06,-1.4342225841328848,0.15150875419457158
"[-2,0)",-0.002341724445947758,3.2460819931066393e-06,-1.2997386898020624,0.19369054510537487
"[-2,3)",-0.008198453839559089,8.115204982766596e-06,-2.8779431361238212,0.0040027728423542184
"[0,2)",-0.007223939404607669,3.2460819931066393e-06,-4.009538164578621,6.0837620010929561e-05
"[0,5)",-0.004916352287105569,8.115204982766596e-06,-1.7258110610040407,0.084381409250688308
